created_at,id,text,like_count
2026-05-15T06:26:04.000Z,2055172846293266476,RT @NicholasQuint17: Cum get a taste 💦👅 https://t.co/6pByPgd4Tp,0
2026-05-15T06:26:04.000Z,2055172846117356011,"RT @Mrsinha: The last fuel price hike was in 2022.
Since then, the world has witnessed: -Covid aftermath
-Russia-Ukraine war
-India-Pak con…",0
2026-05-15T06:26:04.000Z,2055172846008270986,"RT @RandPaul: Today, a CIA whistleblower sat before my committee and confirmed what I've said for years: government officials, including Dr…",0
2026-05-15T06:26:04.000Z,2055172844418445398,RT @societyhatestee: the smell of earth when rain falls &gt;&gt;&gt;&gt;&gt;&gt;,0
2026-05-15T06:26:03.000Z,2055172841570480186,RT @DrNeilStone: The worst part of Covid was that 20 million people died,0
2026-05-15T06:26:03.000Z,2055172840668660202,"covid was the end of the world, its just slowly showing itself",0
2026-05-15T06:26:03.000Z,2055172840400326686,"RT @jollybob1234567: ""Just finished the most gripping murder mystery! ♂ Every clue twisted, every character hid secrets—who knew solving a…",0
2026-05-15T06:26:02.000Z,2055172839544598991,RT @Whotfismick: maybe i died of Covid in 2020 and this is hell https://t.co/ncpKP5eQkP,0
2026-05-15T06:26:02.000Z,2055172838533832969,"RT @Tiempodetenis1: 😳 Uno de los partidos más insólitos en la historia de Roma.

Benoit Paire venía de aislarse por COVID y explotó contra…",0
2026-05-15T06:26:02.000Z,2055172838059921704,RT @MarcelloFoa: La verità sconvolgente di @ladyonorato: quando era all’Europarlamento emerso un rapporto che dimostrava come i vaccini Cov…,0
2026-05-15T06:26:02.000Z,2055172837837848862,RT @kelongsotan: sosok yang pas covid baru lulus smp https://t.co/sfT2k3MO5D,0
2026-05-15T06:26:02.000Z,2055172837795615081,RT @BobSmith79126: Live music just hit different! Catching the indie band’s intimate set at the downtown venue tonight – lyrics that hit de…,0
2026-05-15T06:26:02.000Z,2055172836814192940,"RT @FredGaulois: Plus jamais!
Enorme coup de gueule de cette française sur la période COVID :
Moi, en fait, c'est très simple, plus jamais,…",0
2026-05-15T06:26:01.000Z,2055172835832672382,"RT @ChildrensHD: Dr. Sucharit Bhadki says the evidence is now clear that COVID vaccines are causing turbo cancers worldwide.  

“It has now…",0
2026-05-15T06:26:01.000Z,2055172835572605415,"“I don’t think, I know.” Chills…literal chills. https://t.co/E76mSTQmBF",0
2026-05-15T06:26:01.000Z,2055172832620105992,RT @Fiireeeflyy: the way she can get ult within the first cycle with only remembrance tb as amphoreus char (e0 cyrene) https://t.co/nR9B1pA…,0
2026-05-15T06:26:01.000Z,2055172832376574098,"RT @FranceRsistanc1: 🚨BOOM🚨L'ancien vice-président de Pfizer, le Dr Mike Yeadon, lâche une bombe en affirmant que les « vaccins » à ARNm co…",0
2026-05-15T06:26:01.000Z,2055172832334614994,"RT @thehealthb0t: If you’re freaking out over the Hantavirus hoax,  remember what they pulled during the COVID scam. https://t.co/P4daJtvGkc",0
2026-05-15T06:26:01.000Z,2055172831768404260,"RT @BigBirdfyx: pussy is supposed to smell like pussy!!! not fruit, water, fresh laundry, good childhood memories or anything else ok???",0
2026-05-15T06:26:01.000Z,2055172831713931407,RT @amelia_tweetz: Xi told Trump to his face that the US is in decline. The staggering level of incompetence and weakness Trump has display…,0
2026-05-15T06:26:00.000Z,2055172831357329845,RT @silvano_trotta: Pourquoi nos médias ne s'intéressent absolument pas à toutes les commissions d'enquêtes sur la gestion du Covid à trave…,0
2026-05-15T06:26:00.000Z,2055172831105675582,@345__chan It would taste well,0
2026-05-15T06:26:00.000Z,2055172830313230405,@Mrsinha This laawaris dogs are paid to spread hatred and hide the govts weakness. In kutto ko haram ki kamai hai kyun ko ye pura din chaatte rente hai haram ke paison ke liye. Par Aam janta ko samna karna padta hai usse in kutton ko koi farak nahi padta,0
2026-05-15T06:26:00.000Z,2055172830132609347,Make e taste forbidden fruit sef https://t.co/Wr0Ytf2rJI,0
2026-05-15T06:26:00.000Z,2055172830132596815,"RT @tkfwksl: Heechul’s weakness : Leeteuk’s eyes

https://t.co/ciDF74qnZo",0
2026-05-15T06:26:00.000Z,2055172829788680252,RT @AxelTalksFilm: big day for people with taste https://t.co/4n7SX4m3Wu,0
2026-05-15T06:26:00.000Z,2055172829646033033,@IronHorseBorn Horrid taste,0
2026-05-15T06:26:00.000Z,2055172829637730310,"RT @Dr_TheHistories: What was the fate of the 100,000 French prisoners left behind during Napoleon's retreat from Moscow?

Russians didn’t…",0
2026-05-15T06:26:00.000Z,2055172829625409962,"RT @dr_ericberg: In 2021, natural health researcher Sayer Ji (@sayerjigmi) was labeled part of the “Disinformation Dozen.”

His content on…",0
2026-05-15T06:26:00.000Z,2055172829017203182,"RT @USW_PR_HONTata: Today, we are sharing the story of another resilient warrior who was negatively impacted by the COVID-19 vaccine mandat…",0
2026-05-15T06:26:00.000Z,2055172828782039464,"RT @liz_churchill10: Incredible. 

The WHO May 14, 2026: “The Covid Pandemic was linked to an estimated 22.1M excess deaths”

Epstein Files…",0
2026-05-15T06:26:00.000Z,2055172828484288789,"RT @thehealthb0t: If you’re freaking out over the Hantavirus hoax,  remember what they pulled during the COVID scam. https://t.co/P4daJtvGkc",0
2026-05-15T06:25:59.000Z,2055172826550984992,"RT @mskmalibu: I love being a girl like theres always a new lip liner to try, a new fragrance to smell a new insane thought to think about",0
2026-05-15T06:25:59.000Z,2055172826378748270,RT @Whotfismick: maybe i died of Covid in 2020 and this is hell https://t.co/ncpKP5eQkP,0
2026-05-15T06:25:59.000Z,2055172823488811382,"RT @JimFergusonUK: 🚨 BREAKING: FAUCI’S COVID STORY IS COLLAPSING

A CIA whistleblower has now testified before the Senate that the lab leak…",0
2026-05-15T06:25:58.000Z,2055172823224881399,"RT @LClairm35766: Just imagining all that energy in one place, one stadium, one world event… chills.
Music really does bring the whole worl…",0
2026-05-15T06:25:58.000Z,2055172822960320957,"RT @FranceRsistanc1: 🚨BOOM🚨L'ancien vice-président de Pfizer, le Dr Mike Yeadon, lâche une bombe en affirmant que les « vaccins » à ARNm co…",0
2026-05-15T06:25:58.000Z,2055172822759051358,RT @rosstheveil: i wish non middle eastern oomfs could taste this delicacy once in their life its genuinely the love of my life https://t.c…,0
2026-05-15T06:25:58.000Z,2055172822381580516,"RT @LightOnLiberty: Nobel Prize winning biochemist Kary Mullis tried to warn the public that Anthony Fauci was an evil, lying fraudster. He…",0
2026-05-15T06:25:58.000Z,2055172821421379592,"Dear God
I knew I might not deserve her. If you can hear my pray God, please take a good care of her. She is good women, she is a strong women, but she also have some weakness and she also fractios women, so please god don't give her a though life.

Dear God. I really love her ❤️",0
2026-05-15T06:25:58.000Z,2055172820821225976,"RT @thehealthb0t: If you’re freaking out over the Hantavirus hoax,  remember what they pulled during the COVID scam. https://t.co/P4daJtvGkc",0
2026-05-15T06:25:58.000Z,2055172819777114225,"RT @ajlkfad2333: Q//The earliest clinical manifestation of significant vitamin D intoxication is often?

A. Tetany
B. Polyuria and polydips…",0
