"created_at","collected_at_utc","id","text","view_count","retweet_count","reply_count","favorite_count"
"Wed Feb 25 07:57:53 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026567311545741597","jk lang yan ayoko na mag-aral pagod na pagod na ako HAHA gusto ko maging tindera na lang ako sa bookstore","11","0","0","0"
"Wed Feb 25 07:57:40 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026567255065305515","Hahahahahhaha Ate niyo, pagod na pagod","444","0","0","0"
"Wed Feb 25 07:53:03 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026566097168670788","🍷 Smagen af et sted: Podravje 🇸🇮

Sloveniens kølige vinregion i nordøst.
Friske, aromatiske hvidvine med nerve og mineralitet.
Riesling, Sauvignon Blanc, Pinot Gris og Šipon leverer citrus, grønne æbler og elegant syre.

📍 Du smager landskabet i glasset. https://t.co/rYO5tei6zM","9","1","0","2"
"Wed Feb 25 07:48:19 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026564904862503376","pagkakaalala ko wala naman lagnat si arkin 

WILBEA PIÑASaya LOVESHOW
WILBEA PIÑASaya LOVESHOW
WILBEA PIÑASaya LOVESHOW

#GSOTInRobinsonsLasPiñas","240","3","1","0"
"Wed Feb 25 07:45:56 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026564303248396333","Di kaya tumaas lagnat nung isa pag nag dear future husband ng wala siya

WILBEA PIÑASaya LOVESHOW
WILBEA PIÑASaya LOVESHOW

#GSOTInRobinsonsLasPiñas","369","1","0","6"
"Wed Feb 25 07:25:24 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026559138613047415","pagod na pagod na ako bwiset na pagtarok tooo","9","0","0","0"
"Wed Feb 25 07:11:24 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026555615557071011","@berlinsoriano_ @glzlbautista Lagnat laki? Lalaki ka na glei. 
Peace! 

KOKOY DE SANTOS
Jobert
#HouseOfLies
#HOLBreakingRules","13","0","1","0"
"Wed Feb 25 07:09:02 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026555018565087446","@kawaiidona_s @glzlbautista Lagnat laki lang 'yan.

KOKOY DE SANTOS
Jobert
#HouseOfLies
#HOLBreakingRules","10","2","1","2"
"Wed Feb 25 07:06:04 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026554270078873958","@glzlbautista Ay bakit?  May lagnat? 

KOKOY DE SANTOS
Jobert
#HouseOfLies
#HOLBreakingRules","7","1","1","1"
"Wed Feb 25 06:54:49 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026551439758340151","Si Zey parang pagod na pagod dumepensa. Wala ka sa marathon te ano ba🫠","27","0","0","0"
"Wed Feb 25 06:35:17 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026546524008718400","syempre ang mga time back binibigay agad sa mga sipsip pero hindi sa mga pagod na pagod 🙃","7","0","0","0"
"Wed Feb 25 06:30:51 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026545407464227244","@capkrystala million lang ata te, may sipon siguro si kuya😭","672","0","1","4"
"Wed Feb 25 06:28:33 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026544830764167487","@kawaiidona_s Bawal may ubo at sipon ako! Hehehehe

KOKOY DE SANTOS
Jobert
#HouseOfLies
#HOLBreakingRules","5","2","1","2"
"Wed Feb 25 06:25:37 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026544093434937547","@W1LBEAR Baka tumaas lagnat nung isa 🫣","152","0","0","0"
"Wed Feb 25 06:24:48 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026543887628833086","@cutiechayiee Ako nga rin may sipon at ubo ngayon.

KOKOY DE SANTOS
Jobert
#HouseOfLies
#HOLBreakingRules","1","0","0","0"
"Wed Feb 25 06:19:47 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026542623822152043","@bautistadanielb pagod na pagod hnd na nga lumapat sa katawan nya ang bola😅😭","1264","0","0","2"
"Wed Feb 25 06:12:38 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026540825782718530","@W1LBEAR Literal na magsusuper sayan talaga yung inaapoy nang lagnat😭😭","182","0","0","0"
"Wed Feb 25 06:03:31 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026538529959063680","adjustment day pero may ubo at sipon. 😭 pinipilit kong wag ipahalata. sooo hirap","10","0","0","1"
"Wed Feb 25 06:01:41 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026538070124933481","andami nangyari tuhday pagod na pagod na ako gudnyt kakayod na naman ang corpo gurlie na to mamaya hayszt","33","0","0","0"
"Wed Feb 25 06:00:46 +0000 2026","2026-02-26T23:30:29.848281+00:00","tweet-2026537836577698092","Ubo at sipon😷🤧","5","0","0","0"
"Wed Feb 25 05:57:54 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026537115795030087","Wednesday pa lng??

Pagod na pagod naq 😅😅😅😅😅","11","0","0","0"
"Wed Feb 25 05:52:06 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026535656147882380","please po, gusto ko rin ‘yung sinasabi ni maki na magsusumbong ako kasi pagod na pagod na ako jo","104","1","2","4"
"Wed Feb 25 05:41:19 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026532944811368769","Mamayang hapon nalang ako pupunta ng pharmacy para makabili antibiotics. Isabay ko nalang din sa pagbili ng kalamansi. Pahamak na ubo at lagnat. Nakakainis. Apakasakit pa umubo. 😭","18","0","0","0"
"Wed Feb 25 05:39:14 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026532418937930211","pagod na pagod na pagod na akk","16","0","0","0"
"Wed Feb 25 05:29:18 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026529917316510137","e napuksa ng lagnat💀","35","0","0","0"
"Wed Feb 25 05:27:08 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026529372535157202","hello sa mga manok na brown/fried chickens dyan or kahit anong manok kayo, pls tapusin na natin to ayoko na pagod na pagod na ako sawang sawa na ako nakakainis nakakairita, bye. charing pero bitaw tabangi mi guys bisan pila na amount lang para mahuman na 🥹🙏🏻

BBS ASHLEY","152","3","0","4"
"Wed Feb 25 05:19:40 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026527496397885896","@Xsplook1 sana naman, pagod na pagod na kami sa mga pambabash kay ashley oh 😭","3162","0","0","1"
"Wed Feb 25 04:53:08 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026520816289304863","Power nap pero 1 hr and 35 mins? Pagod na pagod yan siya dipaman tapos duty niya😭🤚🏻","171","0","1","0"
"Wed Feb 25 04:46:46 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026519215512129625","tapos kahapon wish granted na may sipon na ako halos 1year rin nakapahinga sa sipon. HAHA at ngayon masakit ang lalamunan at ulo. Haruyyy kopo magpakabait na epeeeeeer🤣","13","0","0","0"
"Wed Feb 25 04:45:35 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026518918232420781","@itswilbertross please never apologize for prioritizing your health!!! dat kahapon pa nag-announce knowing na pataas nang pataas yung lagnat mo. pagaling ka please and always take care of yourself po! 🫂🥹","390","0","0","1"
"Wed Feb 25 04:45:22 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026518864910233645","Pagod na pagod na si Xielo sakanya 😭","109","1","0","1"
"Wed Feb 25 04:43:22 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026518358737428984","minsan lang may kapareho kay wilbert, lagnat pa talaga🥲","84","0","0","4"
"Wed Feb 25 04:41:58 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026518007061819729","pagod na pagod nako ilaban yung sarili ko","3","0","0","0"
"Wed Feb 25 04:41:30 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026517890460180488","@didhzzkee Leche ka, may lagnat ako at magccatch up pa sa plaza at voting, wag mo kong sisimulan 😫😭😠🤬","289","0","0","0"
"Wed Feb 25 04:41:00 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026517763414737230","TANGINA, AYOKO NA, PAGOD NA PAGOD NA ANG UTAK KO SA LETCHENG MGA PROBLEMA YAN","178","0","1","3"
"Wed Feb 25 04:35:55 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026516483967455595","@Tingkiebear Waaahhhh 😭 kaya nga eh kita ko rin, kagabi pa mataas kasi lagnat, nag story siya sa tiktok so expected na hes not feeling well talaga, need niya proper rest talagaaaaa","92","0","0","0"
"Wed Feb 25 04:34:42 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026516176642449719","@W1LBEAR KWNDJJWBSHA baka dumating bigla si Bert kahit may lagnat Ateeee HHAHAHAHA","463","0","0","3"
"Wed Feb 25 04:31:46 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026515439854170376","@W1LBEAR Gagi HAHAHA baka lalo tumaas lagnat ng isa jan😭😭","811","1","1","23"
"Wed Feb 25 04:27:21 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026514329441546742","@itswilbertross no need to be sorry, bert! we all understand, kahapon pa lang na-anticipate na naming baka di ka makapunta kasi mas tumaas pa lagnat mo. focus ka lang sa pagpapagaling dyan, your health should come first.","1636","0","0","15"
"Wed Feb 25 04:24:36 +0000 2026","2026-02-26T23:30:33.761265+00:00","tweet-2026513637859578262","@f20eu may sipon 😆","15","0","0","0"
"Wed Feb 25 04:15:06 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026511244082164063","sipon layuan mo ako","5","0","0","0"
"Wed Feb 25 04:10:56 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026510198257623527","@risahontiveros @bamaquino @kikopangilinan @piacayetano @IdolRaffyTulfo @SenImeeMarcos pagod na pagod na kame sa mga gurang na etez.. I think it's time na Kayo naman. Paki-imbestigahan po etong PNVF.","22","1","0","1"
"Wed Feb 25 04:08:54 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026509686825169171","parang may lagnat nga ang mata ng dudu","43","0","0","0"
"Wed Feb 25 04:06:34 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026509099685523643","May sipon pa rin 😭
Gusto ko mag halo halo 😅","10","0","0","0"
"Wed Feb 25 04:05:29 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026508826225381385","may lagnat na yung tao, deadma lg sakanila🤣🤣🤣🤣🤣","3","0","0","0"
"Wed Feb 25 04:03:01 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026508204121927762","SUPPORTIVE DAUGHTER AND FATHER MUNA KAMI NI DAWD DITO SA BAHAY KASE WE CAN’T GO DAD HAS A LAGNAT AND INAALAGAAN KO PO SIYA🥺 ( please be there for mowm po ingat po kayo dyan )","244","0","0","9"
"Wed Feb 25 03:59:24 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026507295472103805","dinala sa real world ang lagnat ni larkin 💔 get well soon po @itswilbertross!","225","0","0","9"
"Wed Feb 25 03:59:17 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026507266946642227","pagod na pagod kaka cover si teh 🤣🤣","135","0","0","0"
"Wed Feb 25 03:51:48 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026505381250478211","Regular ka nga tapos lagi ka naman nagkaka-lagnat bago or during red days. Tf😩","10","0","0","0"
"Wed Feb 25 03:50:53 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026505153847894342","@JDGatus @bautistadanielb Pagod na pagod hahahaha.","49","0","0","0"
"Wed Feb 25 03:44:56 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026503652899496165","@MamaPiaya Ayusin nyo sarsuela nyo pagod na pagod na si Defensor na mag cast ng testigo. Hahaha","10","0","0","0"
"Wed Feb 25 03:35:04 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026501173453480202","Sana bumaba na lagnat niya😭","13","0","0","0"
"Wed Feb 25 03:25:52 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026498856985440702","THE TOM AND JERRY OF SHINEE, MINKEY! PERO NEVER BEATING THE OLD COUPLE AGENDA/RUMORS YAN SILA AT PAGOD NA PAGOD NA SI KIBUM HSHAHAHAHA","98","0","0","0"
"Wed Feb 25 03:23:04 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026498151952318777","@JuicyFruityyy @juicyfruity_gg Anwar sipon","4","0","0","0"
"Wed Feb 25 03:09:12 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026494661116965227","it’s so funny how everyone (wala naman) assumes i have a jowa just bc !! 

tapos ito ako, pagod na pagod na mag buhat ng convo gusto ko nalang ihagis sa muka niya yung phone!!","5","0","1","0"
"Wed Feb 25 02:59:22 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026492187043836060","Pag gising sobrang taas ng lagnat😢","104","0","0","0"
"Wed Feb 25 02:47:45 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026489261923746070","pabear la na po ikaw lagnat? 🥹","1148","1","0","25"
"Wed Feb 25 02:43:56 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026488301310586996","Pagod na pagod ang gaga😭 final demo na next week tapos wala parin akong gana hayyssss buti nalamg may boyfriend ako HQHAHAHHQ less lugmok sa buhay ok skl bye","6","0","0","1"
"Wed Feb 25 02:43:03 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026488080132378771","@Iiaisoned sa totoo lang, mes res. pagod na pagod na 'ko, HAHAHA.","25","0","1","0"
"Wed Feb 25 02:21:55 +0000 2026","2026-02-26T23:30:35.745632+00:00","tweet-2026482761998209442","Labas nyo si Pacinio, pagod na pagod mga kakampi, sya ang kalat.
#UAAPSeason88","108","0","0","0"
"Wed Feb 25 02:19:56 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026482263941333206","iuwi niyo na ako, plz. pagod na pagod na aq rito,,,... 😭💔","4","0","0","0"
"Wed Feb 25 02:18:42 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026481954477191438","Pagod na pagod na ko ust","10","0","0","0"
"Wed Feb 25 02:05:54 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026478733931196861","a blood loss of approx 300mL today and an underweight post-HD weight..kaya pagod na pagod yung pakiramdam ko 😭😭","494","0","4","1"
"Wed Feb 25 02:02:22 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026477841081315511","Ge sipon na sad","4","0","0","0"
"Wed Feb 25 02:00:49 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026477453447950740","@jellybeansnisoy Sobra. Pagod na pagod","16","0","0","0"
"Wed Feb 25 01:57:55 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026476720963072018","pahinga na ang may lagnat.. bawal magbasa whole body pero linis pa rin dapat linisin sa katawan para di mangamoy haha","19","0","0","0"
"Wed Feb 25 01:09:27 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026464524250001621","pagod na pagod na ako :((","1","0","0","0"
"Wed Feb 25 01:05:35 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026463554568937897","@yjwnsnie le is git, pagod na pagod kahapon eh","23","0","1","0"
"Wed Feb 25 01:03:47 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026463100384514178","@MeCap86675 @retchilit19881 @tanashiliiii Mas may sipon ang utak ng delulung shipper..","7","0","0","0"
"Wed Feb 25 01:02:42 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026462827838582865","wawa naman carter ko may sipon","46","0","0","0"
"Wed Feb 25 01:01:45 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026462587827941812","pabear kumusta po lagnat nyo? Okay ka na po ba? @itswilbertross","112","0","0","1"
"Wed Feb 25 00:53:02 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026460392445411661","@bautistadanielb Hahaha..pagod na pagod siya🤣","3440","0","0","8"
"Wed Feb 25 00:33:01 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026455357334372787","Lord, I pray safe po palagi bunso namin lalo na sa everyday commute niya. Sana kumakain siya sa tamang oras araw-araw. Pagalingin nyu na po siya kung may ubo at sipon pa siya. Gabayan nyu po pag aaral niya. Amen 🙏🏻🥺","8","0","0","0"
"Wed Feb 25 00:22:54 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026452812071350755","grabee, papasok ng masakit ang ulo, may sipon, may ubo, para lang jan sa major na yan","8","0","0","0"
"Wed Feb 25 00:21:50 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026452542402736307","@cumdumptoplaner In heat or may lagnat?","8","0","0","0"
"Tue Feb 24 23:59:01 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026446800727715965","Pagod na pagod na si rabin mag jumbo hotdog sa feed ko. Inislow-mo nyo pa talaga 😭😭","407","0","1","7"
"Tue Feb 24 23:54:39 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026445701786517994","Ok sige tapos magkakasakit ka pag ikaw nagka sipon ewan ko sayo Momoring 😭","1707","0","0","3"
"Tue Feb 24 23:44:19 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026443102496645502","Good morning, @itswilbertross 
Okay kana ba? Sana bumaba na lagnat mo.","288","0","1","8"
"Tue Feb 24 23:36:00 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026441008544956842","@AldwinArie7192 @retchilit19881 @tanashiliiii May sipon utak mo hahahah pacheck up pagbmay time ito bente oh","12","0","1","0"
"Tue Feb 24 23:12:30 +0000 2026","2026-02-26T23:30:38.027233+00:00","tweet-2026435094442090842","Uyy! Kinikilig siya kahit may lagnat na.","3","0","0","0"
"Tue Feb 24 23:09:50 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026434425349935225","Pagod na pagod si Soltones sa likod pero hindi siya nakakatouch ng bola. Nice floor defense Greta! 😆😆😆
#PVL2026
 https://t.co/y5RRz77jb6","526","0","0","2"
"Tue Feb 24 22:59:23 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026431793151562073","tanginang sipon toh","37","0","0","0"
"Tue Feb 24 22:47:32 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026428809566880243","Pagod na pagod","6","0","0","0"
"Tue Feb 24 22:39:27 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026426779133685771","lagnat 😣😣","8","0","0","0"
"Tue Feb 24 22:16:26 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026420984513966555","@RX931 #IparamdamMoNaMahalMoKo

Heart my ugly/wacky pics in my IG dump, don't just focus on my curated selfies. You should love me even in my pagod na pagod corporate version.🫩🤎

#TheMorningRush","19","0","0","0"
"Tue Feb 24 21:50:46 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026414524430193147","Pagod na pagod na pagod na talaga ko. Ubos na ubos na talaga.","1","0","0","0"
"Tue Feb 24 21:37:37 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026411217594757618","@bautistadanielb Soltones ganap na ganap ang pagiging best actress in an action movie! 😂 Pagod na pagod si anteh ng hindi nahahawakan ang bola. Parang bang sinasabi niya na:

""Tay, ako naman. ""

Cheezums.","1193","0","0","24"
"Tue Feb 24 21:33:56 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026410289173086371","Pagod na pagod nakong ihandle ka😭💔 diko alm kung kaya ko paba gusto ko nang sumuko😭💔","2","0","0","0"
"Tue Feb 24 20:58:01 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026401252590916079","Pagod na pagod ako shuta","166","0","1","0"
"Tue Feb 24 20:53:25 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026400091310096769","pinyeta pagod na pagod ns ko pls pls good news lang this week oki na ako","18","0","0","0"
"Tue Feb 24 20:33:15 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026395019821854845","Be pagod na pagod na ako parang gusto ko na lang sumuko chz","11","0","0","0"
"Tue Feb 24 20:31:14 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026394508469088470","pagod na pagod na sa lahat","12","0","0","0"
"Tue Feb 24 19:39:44 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026381550175322139","oh gosh this sipon will be the end of me","6","0","0","0"
"Tue Feb 24 18:45:31 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026367907425563025","Tanginang sipon to di ako pinapatulog. Kung kelan midterms sa pharma letche","18","0","0","0"
"Tue Feb 24 18:41:26 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026366877891711284","bakit ba nagiging dramatic kapag may lagnat😩😩😩","89","0","0","2"
"Tue Feb 24 18:30:33 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026364139929575495","Pagod na pagod buong pagkatao ko today HAHAHAHAHAH
Andami ko inasikaso backoffice stuff sa work1 at bigla nlng nadagdagan responsability ko😭 ang chaotic ng topics ni jah sa cornhub dc, malalang walkathon and buhat naman sa 2nd job at tuluyan na naubos social battery ko.

Omw home na finally","120","0","0","0"
"Tue Feb 24 18:01:45 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026356893472763998","grabe pagod na pagod katawang lupa ko","53","0","0","0"
"Tue Feb 24 17:33:04 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026349673582309556","Tulo luha at sipon ko uyyy WillCa!!!! Grabe kayo napakahusay talaga ehhhh 😭😭😭😭
@willashley05  @biancadeveraa","502","4","0","12"
"Tue Feb 24 17:31:33 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026349290126454931","PAGOD NA PAGOD NA PAGOD SA LAHAT NG PAGDUDUDA, NAKAKADRAIN. WALA AKONG IBANG MAGAWA KUNDI MANAHIMIK AT INTINDIHIN NALANG LAHAT.","10","0","0","0"
"Tue Feb 24 16:46:47 +0000 2026","2026-02-26T23:30:39.755113+00:00","tweet-2026338025849106482","Pagod na pagod na, anong ginawa ko para maranasan to? Wala naman akong ginawang masama para maramdaman lahat ng nararamdaman ko at lahat ng nangyayari sa akin. Eto na naman, tinatanong ng paulit ulit kung bakit. Wala akong tao na masasandalan.","4","0","0","0"
"Tue Feb 24 16:42:36 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026336974072897852","Ung pagod na pagod ka dahil sa event sa work. Buti n lng nagpost si Steven and may paedit ni @lysanth_14 ung kinilig ka and nabawasan ang pagod. Thanks sa bohai mo @lysanth_14","777","0","2","13"
"Tue Feb 24 16:37:53 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026335787844018385","fuck lagnat","48","0","0","0"
"Tue Feb 24 16:37:45 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026335751164879334","@kumotbaluktot Sipon. Di nakapag equalize tenga ko. Hahaha ayun. Sa susunod kelangan uminom pala muna decongestant bago lumipad hahah","36","0","1","0"
"Tue Feb 24 16:33:16 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026334622729265545","di ako makahinga tanginang sipon to","11","0","0","0"
"Tue Feb 24 16:23:19 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026332119589679561","ang hirap mag toothbrush pag may sipon😭","6","0","0","0"
"Tue Feb 24 16:09:30 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026328643333652643","TANGINANG lagnat kasi to","89","0","2","0"
"Tue Feb 24 16:08:37 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026328419269775573","kaya pala pagod na pagod na sila 😭","69","0","0","0"
"Tue Feb 24 16:02:15 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026326819948151210","@AlasPilipinasVB @pvlph I swearrr, mag kalat pa kayo at talagang mag pepetition kaming lahat ng Volleyball fans at kukuyugin talaga namen kayo papuntang Senado!!! PAGOD na PAGOD na kame mga pucha kayo 😤🤬","16","0","0","0"
"Tue Feb 24 15:52:56 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026324471750238684","@xxxClangness Actually! Hahaha! Pero may ubo at sipon din talaga me 😅","113","0","0","0"
"Tue Feb 24 15:31:47 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026319152491930067","Tamang tama sa atin ito Moytonatics. Alam kong pagod na pagod na pagod na tayo pero wag tayong sumuko.

Kaya yan ibenta lahat ng kayang ibenta. Isanla na ang dapat isanla lol.

BBS HEATH","455","2","0","13"
"Tue Feb 24 15:09:27 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026313530136576138","boshit mani oie nag tawag raman unta ko pang rant kay liam while gainom og pocari pang recover sa lagnat ngano ipa relapse man ko?! pwede ipa sira ang gym diha #respectpost","18","0","0","0"
"Tue Feb 24 15:08:29 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026313285541515278","grabe pagod na pagod 😵","18","0","0","1"
"Tue Feb 24 15:00:18 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026311226251518203","@keharyapatihan Bolak balik solo yang paling berkesan cuma ayam mbah karto tembel sama nasi liwet 😌😌 kalo minumannya es dawet mbah sipon. Dah sisanya ga yg berkesan bgt meskipun banyak variasi","459","1","0","2"
"Tue Feb 24 14:51:27 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026309000804123005","halu again sipon","3","0","0","0"
"Tue Feb 24 14:48:37 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026308289995436088","Medj masakit ang ulo kooo guyyssss 💛 https://t.co/9fclRiaQXO","17","0","0","1"
"Tue Feb 24 14:46:13 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026307684958679249","PAGOD NA PAGOD NAMAN PALA EH.. TAPOS HINHANAP NIYO PA SA PROMO!! LINTIK KAYO! 😂😏🥴","232","0","1","3"
"Tue Feb 24 14:44:07 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026307155905884536","grabe lala ng sipon at ubo ko, sama na pakiramdam🤒🥲","21","0","0","0"
"Tue Feb 24 14:37:56 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026305601178140673","Si bro ay on and off ang lagnat 🤟🏻","9","0","0","0"
"Tue Feb 24 14:35:46 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026305053188059265","mamamatay na akooo dahil ss lagnat 🖕🖕🖕","16","0","0","0"
"Tue Feb 24 14:34:27 +0000 2026","2026-02-26T23:30:41.550916+00:00","tweet-2026304723255738711","wilbert baka mag sexy back ka pa bukas awa nalang, kung mataas pa ang lagnat hawakan mo nalang kamay ni bea habang kumakanta sya ganon, suggestion lang naman oke","2952","21","1","167"
"Tue Feb 24 14:33:57 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026304599016321293","wala na ko kinalagyan ng tama sa pamilyang to jusko pagod na pagod na ko jo","28","0","1","0"
"Tue Feb 24 14:32:44 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026304289828921816","sa lahat ng pwedeng maka couple si Bert sa lagnat pa talaga nasama","158","0","0","1"
"Tue Feb 24 14:27:50 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026303059199197203","Kanino percent magsumbong kapah pagod na pagod na?😭","2","0","0","0"
"Tue Feb 24 14:11:02 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026298830782910842","nakakairita na yung ubo ko at sipon na 3days na 🤧😮‍💨","18","0","0","0"
