"created_at","collected_at_utc","id","text","view_count","retweet_count","reply_count","favorite_count"
"Wed Feb 25 17:02:21 +0000 2026","2026-02-26T23:30:08.271122+00:00","tweet-2026704329433035008","Potek lagi nalang kada linggo may lagnat ako",,"0","1","0"
"Wed Feb 25 16:53:19 +0000 2026","2026-02-26T23:30:08.271122+00:00","tweet-2026702055730196758","tangina pagod na pagod ako today, send k pic ng biceps mo pls","46","0","0","0"
"Wed Feb 25 16:48:04 +0000 2026","2026-02-26T23:30:08.271122+00:00","tweet-2026700737024327735","miss q na mag drawing ayoko na mag aral pagod na pagod na q guys😃","200","0","0","0"
"Wed Feb 25 16:37:37 +0000 2026","2026-02-26T23:30:08.271122+00:00","tweet-2026698107958997356","PAGOD NA PAGOD NA AKOOOO","16","0","0","1"
"Wed Feb 25 16:26:19 +0000 2026","2026-02-26T23:30:08.271122+00:00","tweet-2026695262874526111","ANO, ANO RAW??? PARANG TUMATAAS LAGNAT KO AHHAHAHAHA KAYA NAMAN PALA HAYOK MANG ABALA KAGABIII.🤣

*unahan ko na, usa yan nag s send labas ako dyan hahaha cringe na makita pangalan n'ya, ako pa yung tinatabla mo nyan ah HAHAHAHAHAHAHAHA https://t.co/1SNTL06q9h","39","0","1","0"
"Wed Feb 25 16:25:21 +0000 2026","2026-02-26T23:30:08.271122+00:00","tweet-2026695017801363688","@SilverFox_035 may sipon seguro talaga utak nyan hahaha","174","0","1","0"
"Wed Feb 25 16:09:24 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026691007228817874","Similarities namin ni Wilbert

- taga mindanao
- bisaya
- birth month
- knows how to play a guitar
- may lagnat ngayon
- mahal si bea
- HANGGANG PARINIG LANG https://t.co/v6hXWKTlLx","338","1","2","24"
"Wed Feb 25 16:09:00 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026690903000363422","PAGOD NA PAGOD NA AKO","1","0","0","0"
"Wed Feb 25 16:01:30 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026689017505599972","antok na antok at pagod na pagod n k pero need ko pa maligo before mahiga sa kama ko SANA GETS NIYO STRUGGLE KO","61","0","0","0"
"Wed Feb 25 15:51:23 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026686471009350089","Eto na naman ako sa sitwasyong nahihirapan huminga haha","5","0","0","0"
"Wed Feb 25 15:42:58 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026684351845642296","outline defense: super taas na lagnat
final defense: tba ????","33","0","0","0"
"Wed Feb 25 15:40:30 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026683730820215155","Pagod na pagod","1","0","0","0"
"Wed Feb 25 15:38:48 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026683303395549429","PAGOD NA PAGOD NA PAGOD NA SYA SA STARFISH KISS  HAHAHAHAHA😭😭😭","35","0","0","0"
"Wed Feb 25 15:31:36 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026681491267174712","what if mag new york ako kasi pagod na pagod na talaga q puta","95","0","1","0"
"Wed Feb 25 15:23:03 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026679339744698534","ANG APAT NA MAHAHALAGANG BRILYANTE SA ENCAN TWITTER..

❤️ BRILYANTE NG LAGNAT APOY
💙 BRILYANTE NG TIGDAS HANGIN
💚 BRILYANTE NG BULUTONG TUBIG
🤎 BRILYANTE NG KUTONG LUPA

#SanggreTraydor","4702","1","1","12"
"Wed Feb 25 15:21:30 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026678950286790986","Matic tanggal ang lagnat ni @itswilbertross kaka scroll dito, daming ayuda ni mowm eh!

WILBEA PIÑASaya LOVESHOW
 #GSOTInRobinsonsLasPiñas","105","0","0","0"
"Wed Feb 25 15:20:47 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026678771923956053","ahahahahahaha pagod na pagod na pagod na ako !","20","0","0","0"
"Wed Feb 25 15:18:51 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026678284034126037","pagod na pagod na buong pagkato ko bes","14","0","0","0"
"Wed Feb 25 15:18:18 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026678144498127078","@arizonaskhi Pagod na pagod nako sayong bata ka🫵🏼👊🏼","38","0","0","0"
"Wed Feb 25 15:11:01 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026676312384114923","@wilbertrosss Sana di tumaas ung lagnat. 😅","117","0","0","1"
"Wed Feb 25 15:05:36 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026674948031610908","please pagod na pagod na ko sa pcos","45","0","0","0"
"Wed Feb 25 15:04:24 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026674646968578060","Wag nyo hayaang makita ni Wilbert to ngayon. Jusko baka lalong Lovenatin. Hahahahaha. Tataas lalo lagnat nyan sa kiliggg 😩😂😭","68","0","0","2"
"Wed Feb 25 14:58:11 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026673083281715417","@cal_reggie @smninews kaya nga ayaw namin maupo si BANGAG eh noon pa man, pagod na pagod kami kasisigaw non, puro kayo panglalait, tapos gusto nyo makiisa kami sa inyo ngayon. 

EDI PABAGSAKIN NYO.
KUNG AYAW MO SA MAGNANAKAW BAKIT NAMIMILI KA LANG NG GUSTONG PATALSIKIN? BAKIT MAY INIIIWAS KAYO?","4","0","0","0"
"Wed Feb 25 14:52:42 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026671702256886168","pagod na pagod na ko magcensor ng mga pangalan jusmiyo
 #cck_tsohee","7","0","0","0"
"Wed Feb 25 14:51:14 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026671334181449954","i wanna cryyy 😭 saktong tanong ni jungwon tas ako na pagod na pagod ngayon sa compre 😭 pls lang nakakaiyak na siyaaa ayaw ko na 😭😭","16","0","0","0"
"Wed Feb 25 14:50:28 +0000 2026","2026-02-26T23:30:12.753704+00:00","tweet-2026671142736707675","lumala na lagnat ko tangina pano na magbabasa yan anlabo","32","0","0","0"
"Wed Feb 25 14:47:57 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026670509233156478","@w1ofbea ayy atee yung ""ugang uga"" pala is pagod na pagod pero para rin siyang hilong hilo","102","0","0","1"
"Wed Feb 25 14:42:42 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026669187163402473","tangina bibili lang raw ng gamot ano na be!? tataas na naman lagnat ng bata wala parin ung gamot","8","0","0","0"
"Wed Feb 25 14:27:07 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026665265996681707","Pano kaya kiligin ang may lagnat na wilbert? HAHAHA","65","0","0","3"
"Wed Feb 25 14:24:25 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026664584116064315","Though deleted na ang post pero sobrang nakaka worry din talaga, I hope Shevy is fine and sana lagnat lang talaga. #UAAPSeason88","29854","2","2","262"
"Wed Feb 25 14:22:14 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026664037917012312","@AltStarMagic @StarCreativesTV @ofc_iwant ilang takes kaya to? kawawa naman yung mga umiiyak for continuity. ubos yung luha haha! pagod na pagod sguro sila. tama yung observation padilim na.","257","0","0","1"
"Wed Feb 25 14:20:41 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026663647670616092","joke lang ayaw ko na pala ng sipon. hirap huminga.","6","0","0","0"
"Wed Feb 25 14:18:52 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026663190453772503","AMBILIS NG YOBMOT NEYSHUN ETO NA GAMOT KO SA LAGNAT","603","0","0","10"
"Wed Feb 25 14:13:04 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026661728541618563","@ViataminsniKino mahihimatay na tapos na ang lowkey phase pagod na pagod na kasi si NIKi","20","0","0","1"
"Wed Feb 25 14:09:12 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026660758243913743","Grabeng sipon yan. 🥲","9","0","0","0"
"Wed Feb 25 14:01:49 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026658899580104971","ang unfair nyo naman? o sige kayo naman. pagod na pagod na ako.","416","0","0","7"
"Wed Feb 25 13:57:23 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026657782469111860","shuta wala bang trabaho na 3x a week lang pero ganon din bayad pagod na pagod na ako kinginang buhay to gigising na naman ako 5am bukas PUTAAAAAA","68","0","0","2"
"Wed Feb 25 13:56:25 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026657540180947456","pagod na pagod na pagod","3","0","0","0"
"Wed Feb 25 13:50:35 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026656070173864039","Pagod na pagod na.","3","0","0","0"
"Wed Feb 25 13:48:11 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026655467699843455","🫵🏻 kung sakit/lagnat nga ‘to, sagarin mo na","15","0","0","0"
"Wed Feb 25 13:43:15 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026654226873745433","Pagod na pagod na 🥹 https://t.co/6m6AMCfdNE","875","2","1","64"
"Wed Feb 25 13:43:02 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026654171257254246","ubos na savings mo, pagod na pagod ka pa","14","0","0","0"
"Wed Feb 25 13:37:50 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026652861007036850","trangkaso na sya. lagnat, sipon, ubo, pananakit ng katawan AND MOST ESPECIALLY— likod ko! so pray for me 🥲","144","0","0","0"
"Wed Feb 25 13:27:12 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026650184743346624","ano kaya trip nito sa tuwing pagod na pagod ako sumasabay pa","5","0","0","0"
"Wed Feb 25 13:26:04 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026649900193296458","(bawat type ko dine tumutulo na yung luha't sipon ko😭)","5","0","0","0"
"Wed Feb 25 13:24:38 +0000 2026","2026-02-26T23:30:14.340656+00:00","tweet-2026649540733055211","ano tawag sa 7 na may lagnat .. edi six seven hahahahha tangina daming problema sa papers namin 💔🔥","13","0","0","0"
"Wed Feb 25 13:14:49 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026647070229278766","Keia to me: lagyan din kita ng ganyan sa ulo tutal may lagnat ka","234","0","0","2"
"Wed Feb 25 13:13:26 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026646723435884590","Beh @dustinyuu galingan mo naka like unang scene mo agad mag walling ka na yun standards nila in terms of acting eh kaya kahit out of character dapat umiiyak ka na mamaya with uhog at sipon. Strict pa naman panel of judges natin.","3362","11","0","125"
"Wed Feb 25 13:10:53 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026646082307137785","saka talaga magdedecide mag-rearrange ng bahay nanay mo kapag pagod na pagod ka e","11","0","0","0"
"Wed Feb 25 13:05:26 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026644707288428759","@exgangleader Ay.. si Pompom po ba ang may lagnat? 😁🫣","1070","0","1","2"
"Wed Feb 25 13:01:08 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026643624772173853","isang linggo pa lang ako sa ojt
 pagod na pagod na agad ako e AHHAHAHAHA","12","0","0","0"
"Wed Feb 25 12:58:06 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026642863191478377","Pagod na pagod na pagod na pagod nako mag trabaho","3","0","0","0"
"Wed Feb 25 12:55:46 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026642274512417010","PAGOD NA PAGOD NA LAGOD NA PAGOD NA PAGOD","2","0","0","0"
"Wed Feb 25 12:54:24 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026641930466287728","@eyaaaanggggggg @itswilbertross Walang lagnat lagnat kay bossing","37","0","0","2"
"Wed Feb 25 12:50:13 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026640878845178052","Kapag pagod na pagod na ako.
These lines I can always relate as someone who used to do it and tell that special person anything that bothers me.","59","0","0","0"
"Wed Feb 25 12:50:04 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026640840333128050","yey may sinat ako😂 namis ko yung ganitong pakiramdam. HAHAHAHA buang","2","0","0","0"
"Wed Feb 25 12:31:24 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026636143354404973","""dubai chewy cookie or ilocos empanada?"" ewan pero nakakapagod na kasi, heizen. pagod na pagod na 'ko. kahit gustong-gusto … — TANGINA NAMAN https://t.co/LFIduvhMt1 https://t.co/24nZwUqN2I","206","0","1","2"
"Wed Feb 25 12:25:53 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026634756465529219","Ain’t no way I slept from 6 till 4 in the morning and slept again at 5 and woke up at 6, pagod na pagod yarn?","18","0","0","0"
"Wed Feb 25 12:20:19 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026633355836686717","Pagod na pagod na pagod na pagod na ako","4","0","0","0"
"Wed Feb 25 12:13:53 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026631734503358845","pagod na pagod na kong mapagod sa course na hindi ko naman gusto","8","0","1","0"
"Wed Feb 25 12:11:33 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026631149368525045","tangina lord pagod na pagod na po ako kailan mo ba ako kukunin??! HAHAHAHAHAHAHATFSHHAHA","4","0","0","0"
"Wed Feb 25 12:11:02 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026631020142109137","When is the right time to have lagnat? 
Rn, IM CRAVING IT RN. IM CRAVING NA MAGKALAGNAT","7","0","0","0"
"Wed Feb 25 12:07:51 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026630218690253185","lagnat pa","3","0","0","0"
"Wed Feb 25 12:07:24 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026630103661453335","Mula ngayon malaya ka na
Magagawa mo na ang lahat ng gusto mo
Kahit masaktan man ang puso ko
Tama na huwag na ako habulin pa

Dahil pagod na pagod na akong masaktan sayo
Tapusin na natin to malaya ka na https://t.co/nCjIkR9Pt6","1801","8","1","73"
"Wed Feb 25 12:04:36 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026629398053658787","im so tired sobrang pagod na pagod na","19","0","0","0"
"Wed Feb 25 12:04:24 +0000 2026","2026-02-26T23:30:18.125388+00:00","tweet-2026629348372144355","Pagod na pagod ako sa work today tapos ito sila. This made my day 😂😂","43","0","0","1"
"Wed Feb 25 12:03:22 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026629090112045149","If you want to ""save"" someone from shippers, you should try to save 🌟 from 🦊 first. Minsan naaawa na rin talaga ako kay 🌟. Pagod na pagod na sya kay 🦊. Puro sya ship.","5344","8","2","188"
"Wed Feb 25 12:03:11 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026629044863910012","pagod na pagod na pagod na ko magcommute!!!!!","5","0","0","0"
"Wed Feb 25 12:02:21 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026628832837644467","Pagod na pagod ung feeling ko","1","0","0","0"
"Wed Feb 25 11:51:05 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026625997731414306","Pagod na pagod na pagod na pagod na this February 😞💔","9","0","0","0"
"Wed Feb 25 11:41:08 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026623494335901959","pagod na pagod","6","0","0","0"
"Wed Feb 25 11:38:45 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026622894646899182","mas mataas pa 'yung lagnat ko kesa sa grades ko","77","0","4","0"
"Wed Feb 25 11:36:48 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026622403225465186","baka biglang bumaba lagnat mo boss ha @itswilbertross","65","0","0","2"
"Wed Feb 25 11:27:38 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026620097448821134","Maski team bahay nayanig nung kinuha ni Bey yung sintra board ni Wilbert eh!! Waaaaa bossing nabawasan lagnat mo no?","140","1","1","7"
"Wed Feb 25 11:27:35 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026620083389501753","Lala ng ubo tsaka sipon😢","11","0","0","0"
"Wed Feb 25 11:21:00 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026618425917997114","Pagod na pagod eabab","3","0","0","0"
"Wed Feb 25 11:16:13 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026617221775241403","@Archers_23 Lagnat laki lang daw po.","1723","0","0","0"
"Wed Feb 25 11:07:37 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026615061045981285","pagod na pagod na talaga ako","4","0","0","0"
"Wed Feb 25 10:58:39 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026612804921507997","nagpapagaling sa lagnat ngayon only to bust a lung sa in your fantasy manila sa mga susunod na linggo 🥰🥰🥰🥰🥰🥰 https://t.co/XrTgFU9npg","37","0","0","0"
"Wed Feb 25 10:54:19 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026611713366483214","pagod na pagod na akong intindihin ka putangina ka","6","0","0","0"
"Wed Feb 25 10:49:13 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026610428865102098","tinatarantado talaga ako nitong lagnat ko","7","0","0","0"
"Wed Feb 25 10:49:04 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026610392928334035","pagod na pagod na ako Lord:((((","2","0","0","0"
"Wed Feb 25 10:44:44 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026609302644121774","Pagod na pagod na kooo aaaaaaaaaaa","2","0","0","0"
"Wed Feb 25 10:44:40 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026609282553352315","HOY SURE BANG LAGNAT LANG ANG REASON WHY WALA SI SHEV? BA'T KASI GANON ANG MESSAGE NI ANGEL KAY SHEV 😭😭😭😭😭😭😭😭😭😭😭😭

#UAAPSeason88","1217","0","0","5"
"Wed Feb 25 10:39:24 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026607959422415087","pagod na pagod na ako na laging ako na lang yung umiintindi","7","0","0","0"
"Wed Feb 25 10:39:23 +0000 2026","2026-02-26T23:30:20.282402+00:00","tweet-2026607955958026373","si eshana pa rin POG ko, good ball distribution nhak! tsaka pagod na pagod kakahabol na bola ang naka 😭 #UAAPSeason88","751","0","0","2"
"Wed Feb 25 10:36:47 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026607301118013879","pagod na pagod","14","0","0","0"
"Wed Feb 25 10:14:36 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026601715299135561","@kartonlego Pero may chance parin naman sya maging MVP noh? Sobrang sayang nga yung stays, but at least lagnat and not an injury","132","0","1","0"
"Wed Feb 25 10:13:10 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026601354890981441","@user001231998 May lagnat-laki daw po","146","0","0","2"
"Wed Feb 25 10:11:02 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026600817873269159","Ganyan ako pag may sipon beh","173","0","0","0"
"Wed Feb 25 09:49:37 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026595432101708273","kaninang umaga pa ’ko nasusuka tapos nilalamig kahit sobrang tirik ng araw. may sinat pa na 37.8 🥹 hindi pa tapos meetings ko today — may 2 org meetings pa after this. katawan ko pls behave awa nalang","78","0","0","0"
"Wed Feb 25 09:42:13 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026593567704228342","May lagnat lang si Shev. Wag naman OA ang iba jan 😭","42","0","0","0"
"Wed Feb 25 09:36:20 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026592087152668971","ako rin willing aq tanggapin yang lagnat mo shev huhu","59","0","0","0"
"Wed Feb 25 09:36:02 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026592012124950651","@LSLadySpikers May lagnat daw","22","0","1","0"
"Wed Feb 25 09:31:22 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026590836415410440","time na maglock in review for prelims kahit pagod na pagod na ko sa sem na toh na wala pa sa kalahati 😵‍💫 https://t.co/V5PdD5nXIv","15","0","0","0"
"Wed Feb 25 09:24:57 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026589224221409349","pagod na pagod na ako : (","1","0","0","0"
"Wed Feb 25 09:21:42 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026588404264443977","I Believe, si Mama Bear naman ang mag check mamaya if mataas paba lagnat ni Dawd.

WILBEA PIÑASaya LOVESHOW

#GSOTInRobinsonsLasPinas https://t.co/F8JUYxKGaI","96","0","0","2"
"Wed Feb 25 09:21:17 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026588300006535368","@rensnce @lumot_thingz Lagnat po","1987","0","0","0"
"Wed Feb 25 09:16:24 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026587069657788455","Sana lagnat lang yung kay Shevana kase hindi naman na specify from the CSR? JUSKO TRAUMA NA AKO NUNG SEASON REDACTED. AND I PRAY MAKAKABALIK NA SI SHEVANA SA SUNDAY🥹🙏🏻","25294","12","6","339"
"Wed Feb 25 09:14:56 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026586701846737315","lagnat laki lang un mga mhie.","15","0","0","0"
"Wed Feb 25 09:14:48 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026586669848420455","@archerxlurker may lagnat ata teh","146","0","0","2"
"Wed Feb 25 09:13:27 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026586326326456756","@animocanino may lagnat daw☹️☹️☹️ alam namang iyakin ako sa mga ganito potaaaaaa","34","0","0","0"
"Wed Feb 25 09:13:04 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026586232944472508","uso nanaman kasi lagnat shuta ako rin eh nilalagnat ngayon buti nalang off sa work ahdhhwhs","13","0","0","0"
"Wed Feb 25 09:13:03 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026586229123469579","Lagnat-laki na para bang 5'4 ka lang? Pagaling ka KAP 💚","216","0","0","1"
"Wed Feb 25 09:07:42 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026584879379656810","kaninang madaling araw feel ko talaga magkakasakit ako tapos biglang nawala juskolord bakit naman hindi mo na lang tinuloy yung lagnat sa akin kesa mabalitaan ko may sakit si shev","237","0","0","3"
"Wed Feb 25 09:07:03 +0000 2026","2026-02-26T23:30:24.300115+00:00","tweet-2026584718247084265","may lagnat si shev??? #UAAPSeason88","338","0","0","0"
"Wed Feb 25 09:04:57 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026584188108021998","Symptoms nung nasa school: masakit ulo and almost nasusuka
Symptoms sa bahay: Boogsh lahat na lagnat, pagsusuka, tas nahihilo parin","7","0","1","0"
"Wed Feb 25 09:03:35 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026583845819265162","wala ako lagnat pero bigla akong uminit nung wala nalaman wala si TC SHEV ....","89","0","0","0"
"Wed Feb 25 09:02:34 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026583588549046764","@RusselSimonRox2 lagnat","5207","0","0","16"
"Wed Feb 25 09:02:05 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026583466821955857","jusko poooo sino nagbigay ng lagnat kay Shev ipapabarang koOOOAAAHHHH kfjashdfjka nakakaloka hahahahaha dito na talaga malalaman ang kababawan ng bench","4567","0","1","31"
"Wed Feb 25 09:01:28 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026583311108522085","@tj_canino Waitt I need someone to confirm this, pero by “under the weather” parang trangkaso or lagnat lang yun right and hindi injury???","5820","0","2","7"
"Wed Feb 25 09:01:06 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026583220259872780","@Yamyam2020x HAHAUAHHA may sipon daw si kuya 😭 

BBS KRYSTAL
BBS CAPRICE
BBS CAPKRYS","861","0","0","0"
"Wed Feb 25 09:01:02 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026583204724121745","MAY LAGNAT-LAKI LANG SI SHEV, KALMA KAYA NILA 'TO. PAGALING KA, KAP! 😘","43102","68","5","729"
"Wed Feb 25 09:00:14 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026583001841414188","@ia_lyx May lagnat daw ata nyeta","1090","0","0","0"
"Wed Feb 25 08:59:54 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026582918450049153","Kapag pagod na pagod na ako

Survey Says BRESNYR",,"0","1","0"
"Wed Feb 25 08:58:43 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026582622374342706","may lagnat nga, get well soon , shevy! 🙏","19","0","0","0"
"Wed Feb 25 08:57:23 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026582284535824840","@ariyuh_ lagnat ba? parang ayoko na lang manuod bigla akong nawalan ng gana:(","996","0","2","1"
"Wed Feb 25 08:49:02 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026580184393257257","@ls12_angel @vsgyaki source? totoo baaaa? sana lagnat lag kinakabaha naman ako 😭","1841","0","1","0"
"Wed Feb 25 08:44:41 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026579090791391687","@yukixchain either mcdo bff fries + sundae or potato corner + milktea po ❤️❤️❤️ sana mapili po kasi kagagaling ko sa sakit mga 1 month po ako may ubo, sipon at sore throat so di po talaga ako makakakain ng matamis 😭😭💔 and umabot ng 1k+ mga gamot na binili ko po 😢","19","0","0","0"
"Wed Feb 25 08:42:20 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026578496504607079","kapag pagod na pagod na ako

Survey Says BRESNYR",,"0","1","0"
"Wed Feb 25 08:36:37 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026577057686368440","Pwede ba mag saturday na? Pagod na pagod na ko gusto ko na lang makita silang Chen 🥹","8","0","0","0"
"Wed Feb 25 08:14:10 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026571410387443739","pagod na pagod na pagod na pagod na pagod na pagoodddddd na ako","10","0","0","0"
"Wed Feb 25 08:13:54 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026571341806329953","@HokageCPA30 @gmanetwork sana wag mong maranasan Ang mawalan ng pinaka mamahal mo sa Buhay ,,kung sakali mam baka Yung hagulhol mo malampasan mo Ang acting skills ni Will ,,baka Yung sau me Kasama pang sipon na papunta na sa bibig mo🤪,, bobong to!!!","6","0","0","0"
"Wed Feb 25 08:09:39 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026570274083336247","""Eliza, kasali ka sa dance prod number tapos kakanta ka pa"" 

""Eliza, baka pwedeng turuan mo ng sayaw ang mga LL? Ot ka 1hr starting next week, 3x a week lang ang practice"" 

NA PARA BANG MAY TALENT FEE AKO DYAN 🫠 BAYARAN NIYO ANG ORAS KO KASE PAGOD NA PAGOD NA PO AKO LITERAL 😶","55","0","1","1"
"Wed Feb 25 08:07:55 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026569837980561720","easyhan natin kay cassie today kasi pagod na pagod kakahabol ng bola yung atabs ko 😭","9639","34","0","255"
"Wed Feb 25 08:01:12 +0000 2026","2026-02-26T23:30:26.142370+00:00","tweet-2026568146321289510","Pagod na pagod katawang lupa ko tapos training na bukas for Data Processing 🤦‍♀️🤦‍♀️🤦‍♀️","3","0","0","0"
