"created_at","text","id"
"Thu May 22 23:50:51 +0000 2025","@anakAyamdoc Sakit apa lo!","tweet-1925700918806290704"
"Thu May 22 23:50:48 +0000 2025","@boysoftheyear @idextratime @goal Kalo yg cech &amp; ashley masih sakit ati 😂😂😂","tweet-1925700908085559662"
"Thu May 22 23:50:47 +0000 2025","@xuanmeyy Betuul, aku ga sakit hati bgt dm eror soalnya gak ada yang dm tapi kalo tl eror aku sakit hati dan galau 🤣🤣","tweet-1925700902968512848"
"Thu May 22 23:50:44 +0000 2025","@_0rder BISA GAK SIH ANJIR SUMBANG LEMAK? AKU BUTUH PLIS 😭
Sehabis sakit aku beratnya belum naik plis. Stuck di 33. I'm STRESSIN. 

MAKASIH! SEMANGAT JUGA KAMU ZAE!","tweet-1925700889576182076"
"Thu May 22 23:50:43 +0000 2025","@yourladyroseee gpp eat aja selagi bisa, klo ngga eat malah sakit nanti","tweet-1925700885889315088"
"Thu May 22 23:50:20 +0000 2025","tutorial bb turun 4 kg dlm 6 hari adalah sakit tipes
53-49 testimoni by me","tweet-1925700789105750380"
"Sat Jun 21 23:54:29 +0000 2025","@keluargahani Aku loh udah pernah buat status sakit apa 🙄","tweet-1936573467555762384"
"Sat Jun 21 23:54:22 +0000 2025","@tanyakanrl Sakit kok obatnya liat tt😂😂","tweet-1936573441798488389"
"Sat Jun 21 23:54:19 +0000 2025","HOSHI HOSHI HOSHI YA ALLAH SAKIT 😭😭😭😭😭😭😭","tweet-1936573425168130051"
"Sat Jun 21 23:53:18 +0000 2025","@CakKhum W buka pendukung Jokowi ya, malah w gak suka banget Ama dia. Tapi kalau sakit begitu doain yg baik aja,, liat komenan orang suka miris banget.","tweet-1936573172700397956"
"Sat Jun 21 23:53:15 +0000 2025","@martabak_k42505 Sakit apa lho che?","tweet-1936573158154481973"
"Sat Jun 21 23:53:15 +0000 2025","@tanyakanrl bucin boleh tapi goblok jangan anjiirr kek ORANG SAKIT TUH ISTIRAHAT BUKAN NGEMIS SEJAMAN BUAT DAPET PAP TETE alian cowok lu sagapung anjiirrr. putusin lah kocak, emang cowok dia doang??? mau jodoh lu modelan begitu yang jelas"" baru pacaran berani minta gituan + plavic?? RUN!!!","tweet-1936573158104138084"
"Sat Jun 21 23:52:58 +0000 2025","@tanyakanrl Ujian mau nikah kamu keraguan itu ya Nder..
Beda sama kami, diuji lewat keluarga yg sakit tiba2, ekonomi agak menurun. 
Yg namanya petunjuk itu akhlak dia kasar, selingkuh dan jauh dr Allah.
Kalau dikau milih Cowo B berarti itu petunjuk buat cowo kamu kalau kamu bkn yg terbaik","tweet-1936573086788456767"
"Sat Jun 21 23:52:24 +0000 2025","Gila sakit bgtt","tweet-1936572944777613778"
"Sat Jun 21 23:52:23 +0000 2025","@ggonebeen Next di rumah sakit ya...","tweet-1936572939354403117"
"Sat Jun 21 23:51:53 +0000 2025","sakit ng tiyan","tweet-1936572812967448824"
"Sat Jun 21 23:51:44 +0000 2025","Ucapan pertama pas tau bapakku sakit parah. 

""ROKOK TEROSSS""","tweet-1936572775575257101"
"Sat Jun 21 23:51:39 +0000 2025","@amer7211 @anwaribrahim @rafiziramli Kihkihkih. X sakit pun. Walaun ke walanon ke kalau perlu kita balun. Takde kepentingan pun. Kahkahkah","tweet-1936572755304206687"
"Sat Jun 21 23:51:14 +0000 2025","@chevreusx @whoopziiy Ya bebas sih tapi menurut gue anak gundik harus ngerasain rasa sakit yg anak kandung rasain plus ga berhak dapet fasilitas dari bapak org lain makanya biasanya anak gundik ya jadi gundik lagi","tweet-1936572652975800430"
"Sat Jun 21 23:51:11 +0000 2025","@Jemsbray @ccmh_comics @DestianRasyiidi kayaknya lu yang sakit, berobat dulu 🤣","tweet-1936572638278918497"
"Sat Jun 21 23:51:00 +0000 2025","@keluargahani Ya, nyatanya sakit itu sembuhnya lama Hani gak secepat itu recoverynya","tweet-1936572592661647744"
"Sat Jun 21 23:50:56 +0000 2025","sakit perut banget jir pagi nya","tweet-1936572574533857298"
"Sat Jun 21 23:50:24 +0000 2025","@starkumen @etherealiiv Wahhh anjim dahlah gaperlu diliat forum bangsul itu wkwkwk bikin sakit hati aja.","tweet-1936572442144915486"
"Sat Jun 21 23:50:20 +0000 2025","sorry ya moots ga up up progress...... ak gi sakit pls (tumbang setelah 1 semester ga pernah izin sakit 😊😊)","tweet-1936572425564766382"
"Sat Jun 21 23:50:20 +0000 2025","betapa sakit hatinya gue kmrn ngebakar skembox anyinggf marah banget gua jarus nguli arte childe lagi","tweet-1936572423824109884"
"Sat Jun 21 23:50:14 +0000 2025","Mending terkekang dilungkungan yang sok agamis dari pada di lingkungan yang ga tau diri dan adab ternyata. Gue mau merit. Imunitas turun, banyak pikiran, tiba tiba plan finansial kacau gara gara sakit, mati matian irit, malah pada minta duit sama minjem duit. Ah tai lah","tweet-1936572401363665052"
"Tue Apr 22 23:51:18 +0000 2025","pagi rek takok dong kalean lek sakit gigi sembuhe berapa kali minum obat e -rek","tweet-1914829395929469304"
"Tue Apr 22 23:51:18 +0000 2025","kenapa sih tiap bulan harus ngerasain sakit perut","tweet-1914829395203907783"
"Tue Apr 22 23:51:11 +0000 2025","Akhirnya semalem w bisa tidur jam 2 lewat karena minum obat (krn lagi sakit juga)🥲","tweet-1914829368821735660"
"Tue Apr 22 23:51:01 +0000 2025","Gilaaaa aku ingatkan aku 5 kali ulang alik toilet dari semalam sebab terlajak makan ke apa time jamuan raya semalam haa rupanya memang semua orang sakit perut kdgdjdgshshshsv RIP","tweet-1914829324475310150"
"Tue Apr 22 23:50:59 +0000 2025","sakit kepala sgat smlm. Lepas makan terus tidur awal pastu 6.45am baru bangun😂. terlajak.","tweet-1914829316376170504"
"Tue Apr 22 23:50:49 +0000 2025","Sakit hati bgt w sm shuttle itb hr ni😔💔","tweet-1914829273841713600"
"Tue Apr 22 23:50:37 +0000 2025","padahal nih ya, denial tuh ga bikin lu merubah yg lu mau

menunda sakit yg ada","tweet-1914829225238077682"
"Tue Apr 22 23:50:34 +0000 2025","Kok mimpinya berasa sakit banget yaaa... Takut. Aku mimpi gigi aku copottt, habis dari gigi copot masa aku langsung mimpiin tiba tiba lagi di Dufan naik ferris wheel. Eh habis itu ganti scene aku lagi makan kebab 😭😭😭","tweet-1914829210507780339"
"Tue Apr 22 23:50:26 +0000 2025","buatlah tanpa aku rasa sakit","tweet-1914829179004293482"
"Tue Apr 22 23:50:25 +0000 2025","Halo! Untuk izin ke bos tanpa disindir, coba langkah ini: 1. Beri tahu secepat mungkin, misal pagi sebelum kerja. 2. Gunakan pesan singkat dan sopan, seperti “Saya sedang demam dan perlu izin sakit hari ini, rencana besok kembali.” 3. Tawarkan tetap tersedia untuk urusan mendesak via email/telfon. 4. Cek kebijakan perusahaan, mungkin perlu surat dokter. Contoh pesan: “Selamat pagi [Nama Bos], saya sedang demam dan perlu izin sakit hari ini. Saya rencanakan kembali besok dan bisa dihubungi jika ada urusan mendesak. Terima kasih atas pengertiannya.” Tetap sopan dan profesional, ini bisa kurangi risiko disindir. Semoga cepat sembuh!","tweet-1914829175724335311"
"Tue Apr 22 23:50:25 +0000 2025","sakit hati","tweet-1914829174675820779"
"Tue Apr 22 23:50:07 +0000 2025","@KIMW0NPlL ASLI SEDIH BGT pdhl aku bukan yg beli tiket atau refund di mecima tp ikut sakit hati temen temen dikatain kyk gitu gara gara satu orang😭","tweet-1914829097475432567"
"Tue Apr 22 23:49:55 +0000 2025","ADUH ANY SAKIT GIGI😭","tweet-1914829045994545411"
"Tue Apr 22 23:49:38 +0000 2025","@Nindimarina Haha yang sakit siapa yang tiduran malah temen ya_i","tweet-1914828976192938263"
"Tue Apr 22 23:49:35 +0000 2025","@CakKhum Suryo panci napi hoax...nanti jadi tersangka pura pura sakit lagi..lehernya patah disangga...asu tenan","tweet-1914828965224784050"
"Tue Apr 22 23:49:30 +0000 2025","https://t.co/TuwKaCSQ33","tweet-1914828941829005607"
"Tue Apr 22 23:49:26 +0000 2025","@Kayoungly wkwkwk panik ya meng nya babu nya sakit","tweet-1914828927325114854"
"Tue Apr 22 23:49:22 +0000 2025","selamat pagi, 

dari aku yang sakit badan karena push up 200x waktu model reveal","tweet-1914828911286083762"
"Tue Apr 22 23:49:21 +0000 2025","Hidup ini jika tanpa sakit kita takkan belajar jadi kuat. Tanpa rasa kecewa, kita tidak akan jadi dewasa. Tanpa kehilangan kita takkan tahu apa itu keikhlasan. Perkara yang baik melatih kita bersyukur dan yg tak baik melatih  kita untuk bersabar. 🤍","tweet-1914828904621334944"
"Tue Apr 22 23:49:15 +0000 2025","@jhenrih @democrazymedia Kalo sakit hati berarti normal. Kalo yg masih senang2 joged2 padahal hukum dibelokkan didepan mata, dan masih ngerasa fine2 aja, berarti ada yg salah sama prinsip idup lu.","tweet-1914828880864796937"
"Thu May 22 23:50:19 +0000 2025","satu dua kali masih gue diemin karena siang even gue lg sakit gigi, ini sekarang pagi, maksud bgt bikin gue kesel","tweet-1925700783997141456"
"Thu May 22 23:49:49 +0000 2025","wong gendeng. kursi kelas ekonimi yang biasa aja punggung gue sakit","tweet-1925700657866011019"
"Thu May 22 23:49:48 +0000 2025","umur 22 yang didapet cuman sakit punggung sama sakit hati doang tiap hari. lo semua bisanya nyakitin gua doang anjing, gaada baik2nya lo semua manusia sama gua ya. bangsattt","tweet-1925700655185899669"
"Thu May 22 23:49:36 +0000 2025","@ggukmanggae @jjkpjm1358 @jikookaahhhh @helikanotes @Snstwthmysnshn @PeachyMoCheee @seokch1m_ @jmnmuse_ @Rjane0316 @googistarcandy Sumakses na tayo Ma! Inom ka na gamot para mawala na sakit","tweet-1925700602702479725"
"Thu May 22 23:48:59 +0000 2025","keujanan basah kuyup+kena ac central, gabolee sakit gabole sakitt😗🤏","tweet-1925700451002945900"
"Thu May 22 23:48:45 +0000 2025","Yall i’m struggling, jenis yang cannot have wfh sakit woo","tweet-1925700392240750807"
"Thu May 22 23:48:43 +0000 2025","kalo seandainya gue izin sakit padahal cuma pengen tidur aja bisa ga si? WKWKWKWK","tweet-1925700381738217643"
"Thu May 22 23:48:41 +0000 2025","@kegblgnunfaedh 🥀🥀🥀🥀🥀

Thats why gue kalo sakit bawel banget ke temen2 biar kalo kenapa2 atau gue gada kabar mereka ngecekin gue ke kosan 🥲🙏
Bawel dalam arti disini chat aja kaya ""aduh gue xxxx deh, obatnya apa ya?""","tweet-1925700375044067805"
"Thu May 22 23:48:36 +0000 2025","@twirqly sakit jir tidak berpericustomeran","tweet-1925700351279161749"
"Thu May 22 23:48:28 +0000 2025","@The_RedsIndo Karena sakit sampe Ulu hati,mending di forum terbuka saja :(","tweet-1925700318253195394"
"Thu May 22 23:48:22 +0000 2025","KDM sakit kronis","tweet-1925700295738183876"
"Thu May 22 23:47:59 +0000 2025","Lagi sakit juga masih aja berzina","tweet-1925700197092360577"
"Thu May 22 23:47:17 +0000 2025","Sakit bener dah mommy wrist ini😭","tweet-1925700019597783224"
"Thu May 22 23:47:04 +0000 2025","Bjir irl gak mungkin ada dosen yang peduli sama anak bimbingannya kalo dia sakit, ini udah termasuk dia baik ke Kale ngasih kabar dan masih mau ngasih catatan kalo dosennya stecu ya. Terus gong sekali si Kale ini berani ngomong kayak gitu sama dospem😭baru sebulan loh Le😭","tweet-1925699968356045211"
"Thu May 22 23:47:04 +0000 2025","Ternyata memang dari dulu banyak hal yg kurasa ga wajar dan bikin sakit hati tapi aku tetap berusaha untuk kuat dan menerima. Kalau sekarang dipikir2, kok ya bisa sejahat itu.","tweet-1925699966338527345"
"Thu May 22 23:46:48 +0000 2025","@tanyakanrl Yg bikin orang sakit itu pikirannya","tweet-1925699901058380059"
"Thu May 22 23:46:21 +0000 2025","@KompasTV In memang benar2 komplotan orang2 tolol semua. Mereka yang mengkriminalisasi Jokowi dengan menuduh menggunakan ijazah palsu, kok sekarang mereka merasa dikriminalisasi? Tidak cuma tolol, tapi sakit jiwa semua!","tweet-1925699787984158748"
"Thu May 22 23:46:21 +0000 2025","apparently, makan pecel pagi pagi bikin sakit perut","tweet-1925699785006207479"
"Thu May 22 23:46:18 +0000 2025","Drg di faskes tuh knp sih.. tau butuh psa gk dirujuk pdhal udh ada indikasi kena saraf. Gigi bungau berlubang gak dirujuk pdhal udh ada indikasi lubang dan sakit malah maksa rawat sendiri","tweet-1925699775535460812"
"Thu May 22 23:46:09 +0000 2025","@anonime_name Sudah agak lama, lucunya aku ga sadar kalau udah sembuh, tau-tau keinget harusnya masih sakit, tapi udah engga..","tweet-1925699734607458639"
"Thu May 22 23:45:53 +0000 2025","Yang masih mau ikut opfoll semalam cepat yaaah, Cim tunggu sambil [sebagian teks hilang] soalnya sakit perut 😭🙏🏻","tweet-1925699666936566132"
"Thu May 22 23:45:51 +0000 2025","@beey_ourlight Aku malah ga salting... galau ajaaa bayangin di pov yang nyanyiin... sakit 💔","tweet-1925699660057805079"
"Thu May 22 23:45:25 +0000 2025","@keepit_colee sakit nmn ng sayo HAHAHHA","tweet-1925699550393610418"
"Thu May 22 23:45:25 +0000 2025","haechan🥺🫳🏻🫳🏻 makasih yaa abang udah selalu keren dan kerja keras di tour ini. aku tau akhir2 ini kamu lagi sakit, jdi tolong jaga kesehatan yaa🤍 https://t.co/QxvxAs6DSu","tweet-1925699549474980272"
"Thu May 22 23:45:17 +0000 2025","PERUT GW SAKIT","tweet-1925699517027930420"
"Thu May 22 23:45:13 +0000 2025","@rasutohebun Aku kena cedera ringan di lutut aja udah setahun ga sembuh2. Over walk dikit rasanya kaya kebakar dari dalem lututku. Berdiri lama, jongkok, turun tangga, tidur keteken ga bisa sakit semua. Bahkan pain killer ga bisa ngilangin sakitnya. 

Doain aja jgn prnh ngerasain lutut cedera","tweet-1925699500485570641"
"Thu May 22 23:45:09 +0000 2025","Emang paling susah itu buat KIE keluarga sendiri makannya aku auto galak kalo keluarga ku ada yang sakit 🥲","tweet-1925699483368558868"
"Thu May 22 23:44:52 +0000 2025","Kepala gue sakit 😩 gabisa tidur asli dah, sekali bisa tidur eh kebangun karena hape dering terus. Bener bener gabisa tidur karena otak muter terus","tweet-1925699414766579901"
"Thu May 22 23:44:46 +0000 2025","Sakit pala krn jogging tp keujanan","tweet-1925699387306455217"
"Thu May 22 23:44:46 +0000 2025","Anjay ""turunin ekspektasinya turunin ekspektasinya"" tapi dia sendiri berekpekstasi tinggi terus pas gak sesuai kenyataan marah sendiri sampe keliatan banget sakit hatinya kaya f personally kill her grandma https://t.co/tD1zZGPOiD","tweet-1925699386077585699"
"Thu May 22 23:44:44 +0000 2025","Isang araw lang na hindi ako aatakihin ng alaala.
Isang araw lang na matahimik naman ang isip ko, kahit sandali.
Isang araw lang na ako muna. Hindi yung sakit. 
Hindi yung alaala. 
Hindi siya.","tweet-1925699380763349044"
"Thu May 22 23:44:43 +0000 2025","DEMI GUA SAKIT PERUT BGT TAKUT PINGSAN","tweet-1925699374434123850"
"Thu May 22 23:44:40 +0000 2025","Bismillah
met pagi man-teman, met beraktivitas dan menjemput rejeki hari ini. semoga penuh berkah. untuk yang sedang sakit, semoga segera diberikan sembuh dan bisa kembali beraktivitas menikmati rejeki sehat. 🤲🙏 https://t.co/Rre0y8O1aX","tweet-1925699364313334138"
"Thu May 22 23:44:38 +0000 2025","@istianahnissa @tvOneNews Sepertinya dirimu yang sakit lol tolol 🤣","tweet-1925699354901258241"
"Thu May 22 23:44:36 +0000 2025","tangina pinapatay nanaman ako ng sakit:(","tweet-1925699347620008379"
"Thu May 22 23:44:35 +0000 2025","@lupisketaan @estehzegarenax love u kak, sbr yh yg rep nya gaterima emg sakit jiwa","tweet-1925699343853494487"
"Thu May 22 23:44:20 +0000 2025","koriya hari ini dingin lg gajelas bgt lah😭😭😭😭 flish stop labil ak dah sakit byk bgt grgr cuaca gajelash","tweet-1925699280020427251"
"Thu May 22 23:44:11 +0000 2025","siku ku sakit bgt gk bisa digerakin, ntah gimana posisi tidurku semalam","tweet-1925699242426847300"
"Thu May 22 23:44:10 +0000 2025","lubog na~ sakit bai~  🥹🥹🥹","tweet-1925699236403777693"
"Thu May 22 23:44:06 +0000 2025","@idextratime yg di ingat dari luka? sakit","tweet-1925699219291029993"
"Sat Jun 21 23:50:00 +0000 2025","moots (barang kali ada yg nyariin gue wakakak) maaf kalo tadi malem gue ga ada.... soalnya mendadak ke rumah sakit jenguk seseorang 👼🏻 gue tau gue udh semangat bgt mencegil brutal di spark &amp; udah persiapin semuanya but empathy is more important &lt;3 https://t.co/XiO6R3Y47Q","tweet-1936572341439648141"
"Sat Jun 21 23:50:00 +0000 2025","Ngapain ""ngabdi"" lagi di negara yang sakit? Yang pendidikan dianggap cuma pemanis semata di pemerintahan?","tweet-1936572340835586428"
"Sat Jun 21 23:49:59 +0000 2025","@DokterTifa MUL MELIHAT PARTAINYA SI BUNGSU TDK BS BERBUAT BYK DI 2029, MAKANYA DIA TETAP GENCAR MUNCUL KE PUBLIK
ANAKNYA DISURUH BIKIN VIDEO BERSERI YG AKAN TERUS DIPOSTING DI YOUTUBE, RATUSAN RIBU KANTONG BANSOS TERUS DIGELONTORKAN AGAR ANAKNYA TERUS NAIK
TAPI ALLAH BERKATA LAIN, MUL SAKIT","tweet-1936572335970189753"
"Sat Jun 21 23:49:25 +0000 2025","@B4r4_Akbar @Dennysiregar7 Mudah2an ini hanya foto editan, kalau benar beliau sedang sakit semoga lekas sembuh agar bjsa membuktikan ijazah asli beliau di pengadilan","tweet-1936572192906682421"
"Sat Jun 21 23:49:11 +0000 2025","Nakakaproud ka sobra, kahit may sakit ka sobrang galing mo padin🥺
Pagaling ka at ingat @stellajero_ 🥺","tweet-1936572136748892483"
"Sat Jun 21 23:49:05 +0000 2025","إنَّما يُؤلمُكَ المنعُ لعدم فهمِك عن الله فيه.
-Adapun rasa sakit hatimu kepada allah atas sikap allah  yang tidak memberikan apa yang kamu minta itu sebab kamu tidak faham terhadap  kebaikan allah didalamnya. 
|syekh ibnu athaillah rahimahullah","tweet-1936572112292204995"
"Sat Jun 21 23:49:02 +0000 2025","@Muhammadazi1998 @kafiradikalis Sampai detik ini sebagian besar masyarakat Jawa masih percaya dan masih mempraktikkan nya.
Bila sakit hati, persaingan usaha,mau naik jabatan.
Pasti pake jasa klenik.","tweet-1936572096160907680"
"Sat Jun 21 23:48:57 +0000 2025","Parang ang sakit naman na ilang beses natin nailigtas ang DustBia sa eviction, tapos ngayon na Big4 na isa sa main goal natin, saka pa tayo matatalo? HINDI TAYO PAPAYAG!!! kaya please donate and campaign. para makaipon tayo. Sobrang lala ng laban. Lalo ngayon mas gigil ang neighbors na ipasok bet nila sa BIG 4. 

#DustBia","tweet-1936572076682621061"
"Sat Jun 21 23:48:55 +0000 2025","@AditiyaArdianto begok lo bikin malu aj! jadikan pembelajaran aj klo gini mah lo bs kena UU ITE! sakit hati lo ikhlasin aj mending buat nata diri lo dan cari cwe yg lebih cakep! banyak bgt diluaran tete nya masih pada kenceng2 ga kendor kaya ud punya 4 anak!🤣","tweet-1936572068587552971"
"Sat Jun 21 23:48:29 +0000 2025","@keluargahani Belum lah Hani, sembuh dari sakit gak secepat itu 😅","tweet-1936571958575218893"
"Sat Jun 21 23:48:22 +0000 2025","The only way untuk tak sakit while missing you is to get married with you kwon hoshi 😭🙏🏻","tweet-1936571930192343044"
"Sat Jun 21 23:48:15 +0000 2025","WTS 1 tix black qn 2 digit, price 1jt. Masuk bareng aku, cod venue. Temenku batal nonton karena sakit🙏🏻😔","tweet-1936571900513472982"
"Sat Jun 21 23:48:14 +0000 2025","@tiwas_kelaran Udah terlalu sakit kali dimaafin aku sendiri yang terluka","tweet-1936571895039799706"
"Sat Jun 21 23:48:08 +0000 2025","@caturjurgen 🤗🤗🤗im always one call away ya sayang. Siap mendengarkan catur 24/7 kalau tidak sedang sakit atau bekerja","tweet-1936571870477979915"
"Sat Jun 21 23:47:42 +0000 2025","sakit sa ulo haup","tweet-1936571764102021179"
"Sat Jun 21 23:47:20 +0000 2025","@DokterTifa Selain mengidap Autoimun Agresif, hati Pak Jokowi sdh hitam/berkarat dan ini sulit bagi beliau menerima kebenaran dari doktif cs. Keknya beliau lebih baik sakit daripada menerima kebenaran soal ijazah dll.","tweet-1936571669247865232"
"Sat Jun 21 23:47:11 +0000 2025","@FNBYMark67610q @stellajero_ @SB19Official Masama ang pakiramdam ni Stell, may lagnat si Ken. Pero nananapak ang vocals parehas. Proof na hindi excuse na may sakit ka to give a mid performance kasi kaya pa rin talaga! All out sila even if may sakit. That’s peak professionalism and real artistry!","tweet-1936571630635143569"
"Sat Jun 21 23:46:41 +0000 2025","Aku tidur 4 jam doang hari ini 😭💔 kuat kuat manusia ini moga ga sakit mana pp Depok -&gt; senayan 😭","tweet-1936571508178198547"
"Sat Jun 21 23:46:15 +0000 2025","Sembang dengan anak-anak.

Kita ni bayar untuk sakit. Ubat untuk berat berlebihan sebenarnya ada kurang makan sahaja. Makanan manis dan berlebihan tu bukannya percuma.","tweet-1936571397847015721"
"Sat Jun 21 23:45:52 +0000 2025","@BangPino__ Jangan bilang pak jokowi sakit itu fitnah, karena pak jokowi mustahil sakit katanya... Beda dengan ketika HRS bilang dia sehat. Beliau kena pasal kebohongan. Kalo Pak joko bohong aman aman saja. Ini yang namanya adil???","tweet-1936571301738729923"
"Tue Apr 22 23:49:12 +0000 2025","*insert meme rumah sakit korban pak malaka*","tweet-1914828866474140118"
"Tue Apr 22 23:48:58 +0000 2025","12 nalang me pasok, sakit pa ulo ko","tweet-1914828807204430218"
"Tue Apr 22 23:48:55 +0000 2025","Sobrang ayaw ko talaga ng sinisipon. Ang sakit sakit ng ulo ko +++ naiiyak ako lagi so laging maga yung mata ko 🤧","tweet-1914828796026597743"
"Tue Apr 22 23:48:53 +0000 2025","@Sanemiangin Pagi renn,perut aku sakit mules","tweet-1914828786019000586"
"Tue Apr 22 23:48:39 +0000 2025","Kondisi memilukan dialami warga Kampung Citiis, Desa Wangunsari, Kecamatan Sindangkerta, Kabupaten Bandung Barat, Selasa 22 April 2025. Kondisi akses kampung yang rusak membuat warga yang sakit kesulitan mendatangi fasilitas kesehatan untuk berobat.
.
Warga pun terpaksa digotong menggunakan sarung atau digendong kala berangkat berobat. Mereka digendong atau digotong menuju lokasi yang paling bisa dijangkau mobil pengangkut di tengah buruknya akses.
.
Bambang Arifianto/PR
.
#citiis #sindangkerta #prmn","tweet-1914828728544469324"
"Tue Apr 22 23:48:38 +0000 2025","Aku ngerjain soal sebanyak itu sambil nahan gaenak badan gemeteran, nahan sakit mens day1, belum tidur dan seharian belum makan....","tweet-1914828725683937757"
"Tue Apr 22 23:48:34 +0000 2025","Napa ya tiap sakit tuh gak sembuh2. Ya tau ih kecapean cuma kan ya gimana lagi🥲","tweet-1914828707447058907"
"Tue Apr 22 23:48:28 +0000 2025","@lovstudy_ @tanyarlfes Iya anj gue selalu sebel sm org apa2 bawa gen z
Meanwhile banyak dari gen z jg yg kuliah sambil nyari duit, ini itu sampe kerja masih ketemu org2 yg gangerti lg keteter, si sender tolol ini gapake otaknya ngomong begitu sakit hati bgt gue elah","tweet-1914828684802068874"
"Tue Apr 22 23:48:26 +0000 2025","Butuh ke pantai, tp ibu lg sakit 💔","tweet-1914828676224426242"
"Tue Apr 22 23:48:25 +0000 2025","@katakama_ Lagi sakit kak 🤗🤗🤗 panas badanku","tweet-1914828670889599298"
"Tue Apr 22 23:48:22 +0000 2025","kenapasih gue sakit selamanya","tweet-1914828655894929879"
"Tue Apr 22 23:48:10 +0000 2025","@tanyakanrl Jika sesuatu di hadapanmu membuatmu takut dan sesuatu di belakangmu membuatmu sakit, maka lihatlah ke atas. Allah tidak pernah gagal untuk menolongmu","tweet-1914828609510105461"
"Tue Apr 22 23:48:10 +0000 2025","@caramelouv Hehehe enggak kok aku cuma makan satu. Tapi sebenarnya ada gak si yang lebih kuat dari Paracetamol dan harganya sama buat sakit kepala yang banget banget banget, Twinih?","tweet-1914828608516055131"
"Tue Apr 22 23:48:02 +0000 2025","boleh gaj tidur 100 jam.. capek bgt, tiap bangun yidur selalu ngerasa sakit","tweet-1914828574781284389"
"Tue Apr 22 23:47:44 +0000 2025","AAAA SALAH BANTAL, SAKIT BANGET LEHER KU","tweet-1914828499761946677"
"Tue Apr 22 23:47:33 +0000 2025","@MasBRO_back Kaum sakit hati semua kalah pilpres 😭🤣🤣","tweet-1914828450655027316"
"Tue Apr 22 23:47:29 +0000 2025","Yang kerja bukan cuman kamu saja. 

Semua orang juga cape. 
Miskin perhatian, miskin etika, miskin kepedulian. 

Ga ada maaf ga ada terimakasih, wajar kalau sakit hati. 

Saya manusia masih punya hati .!!","tweet-1914828433663902012"
"Tue Apr 22 23:47:25 +0000 2025","@areichandesu_ Di tampar kenyataan itu sakit_i","tweet-1914828420493848606"
"Tue Apr 22 23:47:24 +0000 2025","@notpricil Sakit ya","tweet-1914828413560627438"
"Tue Apr 22 23:47:05 +0000 2025","sakit ng mata ko","tweet-1914828336721023319"
"Sat Jun 21 23:45:30 +0000 2025","@CakKhum Mengerikan itu kalau terlihat seluruh kulit tubuhnya. Seperti terbakar, gatal dan mengarah membusuk. Ini perlu dijelaskan oleh ahli agama, apa benar ini hasil kutukan yg diterimanya? Atau mmg sakit yg berbahaya? Cucunya mau pada mendekat gak ya? Jangan2 pd takut ketularan.","tweet-1936571207538950603"
"Sat Jun 21 23:45:29 +0000 2025","@pawnyao Rasa sakit apa ini? Kok nikmat sekali 😨✨","tweet-1936571205643067897"
"Sat Jun 21 23:45:22 +0000 2025","@tanyakanrl bapakku dulu juga perokok nder, sampe akhirnya setahun full bolak balik rumah sakit karena gerd (sampe lambungnya luka dan bikin liurnya berdarah). gerdnya jadi makin parah karena bapakku ngerokok juga. sampe dia sering bgt dr kantor tuh dianter sama orang kantornya karena -cont","tweet-1936571173539824013"
"Sat Jun 21 23:45:18 +0000 2025","kalo marahnya udah di level gak bisa dibawa tidur, kubawa jalan kaki muter2 komplek sampe sakit kakinya lebih kerasa daripada marahnya","tweet-1936571156171231441"
"Sat Jun 21 23:44:45 +0000 2025","asbun banget daeum sakit lambung 😭  #ourmovie https://t.co/CbVHZjLxUw","tweet-1936571021051744416"
"Sat Jun 21 23:44:31 +0000 2025","@adevonnylyca palakasan ng sakit HAHAHAHHA","tweet-1936570962675421293"
"Sat Jun 21 23:44:21 +0000 2025","Kok makin sakit yaa😔","tweet-1936570917079155126"
"Sat Jun 21 23:44:06 +0000 2025","@sanloxz Pastinya akan playing victim, si paling korban sipil tapi mereka sendiri tidak sadar udah banyak hancurin rumah sakit, sekolah di gaza","tweet-1936570854806319513"
"Sat Jun 21 23:44:01 +0000 2025","May sakit pala daw ung dalawa kagabi? pero hindi halata ah. superb performance. all out! 

SB19 UNLEASHED IN TAIWAN
@SB19Official #SB19
#SB19atHitoPop2025","tweet-1936570834740715927"
"Sat Jun 21 23:43:17 +0000 2025","@DokterTifa Sakit berat⁉️Semoga Tuhan memberikan yg terbaik untuk Jokowi dan juga untuk seluruh anak bangsa yg mana Tuhan menunjukkan kebenaran agar semua anak bangsa pun sadar akan pentingnya MELIHAT KEBENARAN DAN JAUH DARI TIPU-TIPU DAN KEBOHONGAN","tweet-1936570650141085729"
"Sat Jun 21 23:43:13 +0000 2025","lagi haid hari pertama perut sakit banget jam segini baru bangun ngeliat suami udah lagi ngepel. dia ngga ngomel, malah nyuruh istirahat lagi aja biar dia yang bebenah https://t.co/bCOf4fYX0J","tweet-1936570635146461610"
"Sat Jun 21 23:42:35 +0000 2025","Gpp cape gw bisa menghajar dunia ini sambil sakit kepala (sumpah sakit bgt kepalaku)","tweet-1936570473556635665"
"Sat Jun 21 23:42:27 +0000 2025","@cckasn @ainascnrrmt @officialJKT48 Sakit dada kenapa","tweet-1936570440887218415"
