"created_at","text","id"
"Wed Feb 18 23:30:21 +0000 2026","HOY HINDI NA UMUUBRA YUNG ALONE BUT NOT LONELY. MAY MGA ARAW TALAGA TEH NA GUSTO KO NG KAUSAP LALO KAPAG PAGOD NA PAGOD KA SA LIFE AYVAA WORK. YUNG MAKIKINIG LANG SAYO TAPOS IHA-HUG KA.","tweet-2024265257657782534"
"Wed Feb 18 23:21:43 +0000 2026","Sana gumaling na tong ubo at sipon ko","tweet-2024263088493756742"
"Wed Feb 18 22:45:49 +0000 2026","lagnat nga itooo","tweet-2024254051010134440"
"Wed Feb 18 22:33:03 +0000 2026","Pagod na pagod na ko gusto ko nang umuwi miss ko na bahay namin. Lord i need some rest pls","tweet-2024250840572465601"
"Wed Feb 18 22:17:28 +0000 2026","masimula palang araw ko, pero feeling ko pagod na pagod na’ko","tweet-2024246919619629307"
"Wed Feb 18 22:10:23 +0000 2026","Ang kiss daw ay nakakawala ng pagod. Kaya pala pagod na pagod na pagod na si ako. Hahahaha 🤔😛😝😜🤪😋 https://t.co/DRRh6YJQ5k","tweet-2024245136528466018"
"Wed Feb 18 22:02:12 +0000 2026","What if pagod na pagod na pagod na PAGOD na ako??

Paano na kaya sila hahahahahhaha","tweet-2024243076974461174"
"Wed Feb 18 21:27:21 +0000 2026","natulog nang maaga, para gumising nang masakit ang katawan😮‍💨","tweet-2024234304730255419"
"Wed Feb 18 21:06:35 +0000 2026","pagod na pagod na yung tao","tweet-2024229080737206359"
"Wed Feb 18 20:16:25 +0000 2026","pagod na pagod yung tao oh","tweet-2024216452702884126"
"Wed Feb 18 20:09:25 +0000 2026","taas lagnat ah","tweet-2024214694580642230"
"Wed Feb 18 19:17:58 +0000 2026","sana mawala na lagnat ni agooo🥺","tweet-2024201746793550171"
"Wed Feb 18 18:42:46 +0000 2026","anyway matutulog na si ate girl,ayaw mawala nung lagnat ko. hay may pasok pa ako bukas","tweet-2024192887240471013"
"Wed Feb 18 18:31:23 +0000 2026","grabe ive been in the bpo naman for the past 3 years, pero etong account na to (insurance healthcare) grabe pagod na pagod ako, ayaw ko na pumasok, nakakatamad palagi pumasok","tweet-2024190020672950280"
"Wed Feb 18 18:25:27 +0000 2026","Putanginang sipon to HESUS","tweet-2024188526993297645"
"Wed Feb 18 18:14:39 +0000 2026","wag n magpanggap di k to matatapos bosit n lagnat to","tweet-2024185810518757551"
"Wed Feb 18 18:09:25 +0000 2026","pagod na pagod na rin ako","tweet-2024184495222771947"
"Wed Feb 18 18:04:26 +0000 2026","@RPDapitHapon sige, we can do that. as long as wala ka nang lagnat 𝘢𝘯𝘥 you take it easy nang hindi ka mabinat, okay?

[ hinalikan ang ulo ng novio. ]

but if may lagnat ka pa rin mamaya, we are staying here and we'll have dinner here, okay?","tweet-2024183239662064005"
"Wed Feb 18 17:53:55 +0000 2026","pagod na pagod nako man pano ba to hahaha","tweet-2024180594733908044"
"Wed Feb 18 17:36:47 +0000 2026","Lord bigyan mo ko pasensya, lakas, talino, at comfort hahahahaha pagod na pagod na pagod na ko","tweet-2024176281315921939"
"Wed Feb 18 17:10:55 +0000 2026","jusko araw-araw pala akong nasa labas simula noong thursday last week pa kaya pala nagkakasore throat na ako pagod na pagod na pala ako","tweet-2024169773429362802"
"Wed Feb 18 17:05:00 +0000 2026","pagod na pagod na","tweet-2024168283612840206"
"Wed Feb 18 16:51:29 +0000 2026","Magsisisi ba ako bukas kasi nag puyat ako?✅
Tataas ba lalo lagnat ko?✅
Nakuha ko na ba yung gusto ko sa lads?✅✋🏻😏","tweet-2024164882640507337"
"Wed Feb 18 16:43:51 +0000 2026","Beh nawala lagnat ko di ko expect na ang wild ng verdant wetlands behhhhhhh *tinulak ka* https://t.co/SUVXcfz7ux","tweet-2024162960793362693"
"Wed Feb 18 16:38:25 +0000 2026","Kung gusto niyo tapusin ko nalang kaya tong lecheng buhay ko ah? Pagod na pagod nako kakaitindi sainyo bahala na talaga kayo pag sinubukan ko lang man tumalon para wala na kayong problema bwiset amp","tweet-2024161591181070847"
"Wed Feb 18 16:33:36 +0000 2026","pagod na pagod na kami sa mga Duterte at Marcos djuskopoo.. taena ang layo pa ng 2028, nangungompanya na. bat di nalang po kayo magtrabaho?","tweet-2024160379622834677"
"Wed Feb 18 16:24:03 +0000 2026","please, the hell me so tired! 3 fucking days na kaming naka-upo dito nag-gugupit at nag di-dikit. me so pagod na pagod na pagod na! ang sakit na ng likod ko 😭 https://t.co/FEfrELpUgJ","tweet-2024157976890896699"
"Wed Feb 18 16:23:31 +0000 2026","pagod na pagod na pagod na pagod na ako","tweet-2024157842207277224"
"Wed Feb 18 16:23:23 +0000 2026","pagod na pagod pa naman ako","tweet-2024157810473537580"
"Wed Feb 18 16:21:25 +0000 2026","wowz pagod na pagod katawan pero gusto pa magcrashout","tweet-2024157316401213507"
"Wed Feb 18 16:01:18 +0000 2026","hmm one time, tinesting ni mama 🐺 kung iiyak ba s’ya ‘pag pinagalitan kasi malakas dumede. isang, “ang lakas dumede abaaa!” pa lang n’ya naghahalo na luha at sipon ni cooper. mga 1 working day rin s’yang umiiyak makita pa lang n’ya si 🐺 ending sumuyo pa rin ang 🐺 https://t.co/5zp1wgUI0w","tweet-2024152251619569739"
"Wed Feb 18 15:57:28 +0000 2026","@tlxvlnzl Oh my lord??? The punishment on me??? May sipon pa ako and it punched me on the gut. Though for a second lang naman, but still!","tweet-2024151287164735639"
"Wed Feb 18 15:54:42 +0000 2026","Pagod na ako umintindi sayo, pagod na pagod na","tweet-2024150590469869671"
"Wed Feb 18 15:48:32 +0000 2026","me and my lagnat against the world","tweet-2024149041119207815"
"Wed Feb 18 15:47:01 +0000 2026","yung wala kang ginagawa pero pagod na pagod ka","tweet-2024148657164124633"
"Wed Feb 18 15:38:00 +0000 2026","Di pa ako nagsisimula pero pakiramdam ko pagod na pagod na utak kooooo 🙇🏻‍♀️ https://t.co/4M631F0GWl","tweet-2024146390520344890"
"Wed Feb 18 15:31:42 +0000 2026","Kahit ata si Earth 😭 or may sipon sya https://t.co/AkdJlUPa6Y","tweet-2024144801772228678"
"Wed Feb 18 15:27:48 +0000 2026","@Trflgrlqw wala man sipon lohhhh","tweet-2024143821584597119"
"Wed Feb 18 15:24:49 +0000 2026","Pagod na pagod pero di mapirmi utak lo kasi nakainom coke. 😭","tweet-2024143071886336097"
"Wed Feb 18 15:24:20 +0000 2026","Hema 1 week 2 nalang, sana maalis na tong sipon ko and sore throat pls","tweet-2024142950461223271"
"Wed Feb 18 15:20:53 +0000 2026","AT BAKIT KAYO NAG TATAWANAN MGA BAKS?! PAGOD NA PAGOD NA KAKAPAYPAY SI MOYMOY OH, PERO GO PARIN PARA KAY SPECIAL PERSON #CapEath https://t.co/fxSshzc0bv","tweet-2024142082710155752"
"Wed Feb 18 15:18:11 +0000 2026","Pagod na pagod na si Lord sa inyo mga enemels kayo!. Lagi niyo nalang siya dinadamay!. Kapag ayan talaga sumagot na si Lord sa inyo 🤦‍♀️. 

Sabi tumawag kayo at magdasal, hindi yung inutusan kayo kuno ni Lord na mag resign at tumakbo. Mga ebas niyo!  🥲","tweet-2024141399654846662"
"Wed Feb 18 15:15:29 +0000 2026","So tinamaan nanaman po ako, may sinat ako. Sakit sobra ulo ko at may ubo't sipon. Lord wag sana mahawa mga tao sa bahay lalo si Maxine ko.","tweet-2024140720093679931"
"Wed Feb 18 15:11:06 +0000 2026","kaso after school napapadiretso tulog ako 😅 parang di kaya ng ugali ko manuyo at magsorry habang pagod na pagod","tweet-2024139620787822947"
"Wed Feb 18 15:09:00 +0000 2026","sinabi na ngang masakit ang ulo hindi maka intindi","tweet-2024139090833396009"
"Wed Feb 18 15:06:59 +0000 2026","Lagnat😩🤧","tweet-2024138584941637867"
"Wed Feb 18 15:04:47 +0000 2026","pagod na pagod na yung bata","tweet-2024138030471061551"
"Wed Feb 18 14:59:24 +0000 2026","i hate sipon so much hays","tweet-2024136675535061233"
"Wed Feb 18 14:58:27 +0000 2026","sipon ba to","tweet-2024136433980899550"
"Wed Feb 18 14:56:34 +0000 2026","Putangina, pagod na pagod na ko sa bansang 'to. Ngayon pa lang wala na kong pag-asang nakikita sa bansang 'to dahil sa mga comments sa FB.","tweet-2024135962750497075"
"Wed Feb 18 14:56:05 +0000 2026","pagod na pagod na siguro si NIKI kakakanta ng lowkey para sa ashdres HAHAHAHAHA","tweet-2024135840100659612"
"Wed Feb 18 14:51:23 +0000 2026","REAL NA REAL that time pagod na pagod ako nung second year literal na yung recharge au ni mx ica healed me so much 🥹","tweet-2024134657067856216"
"Wed Feb 18 14:47:34 +0000 2026","KAYA PALA PAGOD NA PAGOD AQ, GAN’TO PALA DAPAT MAGPAHINGA 😮‍💨","tweet-2024133697981821065"
"Wed Feb 18 14:45:19 +0000 2026","pagod na pagod katawan ko haha kaya pa ba to hanggang friday","tweet-2024133128294719576"
"Wed Feb 18 14:42:04 +0000 2026","1st lagnat ng taon 😵‍💫 🤒 😷 https://t.co/hk1kPToMYJ","tweet-2024132313534071142"
"Wed Feb 18 14:40:05 +0000 2026","pagod na pagod na si Lord sainyo mga teh","tweet-2024131815209070767"
"Wed Feb 18 14:38:18 +0000 2026","Ako lang ba sobrang pagod na pagod na","tweet-2024131364988076332"
"Wed Feb 18 14:32:43 +0000 2026","sana hindi magtuloy ubo’t sipon at lagnat ko plsplsplspls","tweet-2024129958608568640"
"Wed Feb 18 14:30:13 +0000 2026","at bakit na lock na naman??? pagod na pagod na ako","tweet-2024129329152876560"
"Wed Feb 18 14:16:32 +0000 2026","na parang si milk na may sipon ung tumawa🤣🤣","tweet-2024125884714885560"
"Wed Feb 18 14:13:18 +0000 2026","batasan to ysa gathering 
nawawalan ako ng hope and sobrang sakit ng katawan ko plus mah lagnat ako yet i am very thankful tk heavenly father by using his other children to tap me and serve him and his children 
this is the lords work and i am glad to be part of that great work","tweet-2024125073238442045"
"Wed Feb 18 14:04:06 +0000 2026","lagnat + sakit puson + sakit balakang + no eat 2 days + heavy bleeding = die bitch","tweet-2024122757517365525"
"Wed Feb 18 13:58:30 +0000 2026","Lagnat ata to","tweet-2024121350143828068"
"Wed Feb 18 13:57:30 +0000 2026","Pagod na pagod ako wala bang magdedeliver sakin ng empanada 😫","tweet-2024121096430403604"
"Wed Feb 18 13:47:43 +0000 2026","grabe pagod na pagod talaga ako kapag kasama yung dalawa, hindi ba naman namalayan oras alas syete na tuloy nakauwi HAHA","tweet-2024118635887808532"
"Wed Feb 18 13:24:46 +0000 2026","PAGOD. NA. PAGOD. NA. AKO","tweet-2024112858406298045"
"Wed Feb 18 13:18:41 +0000 2026","Pagod na pagod na si Lord sa Pilipinas 🤣","tweet-2024111327942164621"
"Wed Feb 18 13:13:59 +0000 2026","bf nalang sana, wag na lagnat hirap yan","tweet-2024110147295945183"
"Wed Feb 18 13:12:26 +0000 2026","sobrang kawawa ako kanina buoooyyy nahihilo pa ko dahil sa matapang na amoy ng pabango tas nahihilo na talaga ako tas dumagdag pa yung exam 😭😭😭 di ko na talaga kaya buuoooyyy pagod na pagod na ko kaka-review pero nawawala naman kaagad😭😭😭","tweet-2024109757536100604"
"Wed Feb 18 13:11:52 +0000 2026","pagod na pagod katawan ko","tweet-2024109614950736323"
"Wed Feb 18 13:11:48 +0000 2026","Masakit ang ulo ko","tweet-2024109595745296523"
"Wed Feb 18 13:00:34 +0000 2026","story of my life pagod na pagod na akong makakita ng https://t.co/TkhiypBqKq utang na loob bakit ang cu-cute ng mga gawa ng indo artists na hindi mass produced nasan yung filo counterpart at bakit puro low quality slop yung nasa shopee natin😭😭😭","tweet-2024106768456954312"
"Wed Feb 18 12:50:06 +0000 2026","@RobleJinil WHAHAHAHAHAHAHAHA sabi ko nga sige give ko na sayo ash mukhang pagod na pagod ka mag cut","tweet-2024104133410889830"
"Wed Feb 18 12:48:40 +0000 2026","Sama pa pakiramdam, magkaka'sipon pa. 😮‍💨","tweet-2024103773506040307"
"Wed Feb 18 12:36:17 +0000 2026","pagod na pagod na pagod na qqqq sa ojt na tueee 😭","tweet-2024100657527935069"
"Wed Feb 18 12:35:45 +0000 2026","HSHAJAJAHAHA pagod na pagod aq tapos nakasalubong ko pa sa campus ex q... kinabahan ako bigla shuta anlakas ng heartbeat ko kanina gago 😭","tweet-2024100522840740333"
"Wed Feb 18 12:31:30 +0000 2026","gaiz feel q ang lunas sa lagnat ko ay ang #capkrys miss ko na agad ang mag asaw- 😭😭","tweet-2024099453607510025"
"Wed Feb 18 12:10:48 +0000 2026","I know it's my fault, I know na hindi ko kayang gawin ang mga gusto nyong gawin ko. pero sana alam nyong pagod na pagod na ako.","tweet-2024094245196546076"
"Wed Feb 18 12:09:39 +0000 2026","haup masirino tangina! sipon to","tweet-2024093954070004114"
"Wed Feb 18 12:08:10 +0000 2026","pagod na pagod ang baby na yan akala mo sampu ang sinusuportahan eh hahahahah  https://t.co/VVtm6rEi6I","tweet-2024093583905546597"
"Wed Feb 18 12:06:08 +0000 2026","kung alam nyo lang isip at katawan ko pagod na pagod na!!!","tweet-2024093072058097955"
"Wed Feb 18 12:04:40 +0000 2026","Ilang araw ba ting lagnat na to. Gusto ko ng lumabas ng bahay","tweet-2024092701780775251"
"Wed Feb 18 11:56:40 +0000 2026","@wonwooshhh Pagod na pagod na si lord magamit pangalan niya sa kasamaan niyo jusko","tweet-2024090689710272772"
"Wed Feb 18 11:49:23 +0000 2026","@ryujinpatji @tnpjrcryupat TAKTE PAGOD NA PAGOD KAMI NAKAILANG CALLOUT NA KAMI WALA PA RIN NAGPANIC KAMI wala pa hashtag sa ryupat sa copperfifa saka northotto meron na 😭","tweet-2024088857017471379"
"Wed Feb 18 11:42:31 +0000 2026","pagod na pagod na ako

ASHRAVE 600M VIEWS","tweet-2024087125164257645"
"Wed Feb 18 11:41:23 +0000 2026","Grabe ansakit ng ulo ko sa sipon tska ubo juskoo huhuhu baka ndi maayos salita ko sa reporting tom urghhh sana hindi na talaga kami makaabott plss maam palate ka konti hehe","tweet-2024086841096286333"
"Wed Feb 18 11:40:20 +0000 2026","Grabe nakaka drain, pagod na pagod na ako.","tweet-2024086577220354468"
"Wed Feb 18 11:36:58 +0000 2026","PAGOD NA PAGOD NA KOOOOOOO itigil na 'tong exam week","tweet-2024085731661217903"
"Wed Feb 18 11:36:25 +0000 2026","di inantok pero masakit ang ulo maghapon 😭","tweet-2024085592762720521"
"Wed Feb 18 11:34:35 +0000 2026","九種九牌だけは無しにしてクレメンス…","tweet-2024085130244173958"
"Wed Feb 18 11:34:02 +0000 2026","雀魂、控えめに言ってゴミです。
このワイが3連続ラスを引くなんて完全に牌操作されてる。
怒りで震えてます。","tweet-2024084992951726325"
"Wed Feb 18 11:31:29 +0000 2026","wfh = 15%
rto = 10%
fieldwork = 75%

pagod na pagod ako dai","tweet-2024084349268934796"
"Wed Feb 18 11:27:30 +0000 2026","eme gagu wag na pala, sipon ko plz kairita","tweet-2024083346284802398"
"Wed Feb 18 11:20:25 +0000 2026","@qkr1jay sure ka? kapatid mo sila? panty ka nila? sipon ka nila? galing galing mo naman, pwede mo nang palitan si kuya kim kung mula pilipinas, nakikita mo ginagawa nila 30x clearer ☹️ andito na naman tayo sa episode 489 ng fohags na protective kay woongki pero dedma kay el sa pilipins","tweet-2024081564238332012"
"Wed Feb 18 11:18:45 +0000 2026","pagod na pagod ako galing school and this is my therapy btw 😪","tweet-2024081145797714130"
"Wed Feb 18 11:08:44 +0000 2026","Sobrang ganado ko mag holiday work to catchup on all my backlog na di ko napansin na grabe na yung sipon ko at sinat wahahaha 🥲🥲🥲","tweet-2024078625885315154"
"Wed Feb 18 11:04:05 +0000 2026","life update: hinahard fuck ng lagnat","tweet-2024077453287702959"
"Wed Feb 18 11:03:11 +0000 2026","i hate sipon talaga","tweet-2024077228439486803"
"Wed Feb 18 11:01:36 +0000 2026","pagod na pagod na si Lord sa inyo","tweet-2024076828642816265"
"Wed Feb 18 11:01:12 +0000 2026","tanginaa pagod na pagod na nga ako mabuhay, mayron pang tatakbo na mag presidenti, jusq awa na lang.","tweet-2024076729229459577"
"Wed Feb 18 10:55:31 +0000 2026","Tangina please, pagod na pagod na ko sa mga overly religious na tao, tapos ngayon gagawin niyong pang presidente yung isa.","tweet-2024075300770836604"
"Wed Feb 18 10:53:26 +0000 2026","Inom ka paracetamol lagnat lang yan 🤪","tweet-2024074776562503765"
"Wed Feb 18 10:47:07 +0000 2026","Pagod na pagod na siguro si Lord sa mga Pilipino 😩","tweet-2024073183297712477"
"Wed Feb 18 10:42:42 +0000 2026","pagod na pagod na pagod na pagod na pagod","tweet-2024072072641511676"
"Wed Feb 18 10:35:18 +0000 2026","lagnat season na ngaa","tweet-2024070211138359771"
"Wed Feb 18 10:30:07 +0000 2026","fuck lala yung sipon ko kakaiyak sa au na to 😭","tweet-2024068907066151388"
"Wed Feb 18 10:29:28 +0000 2026","チューリップ3日目にて黒発見したので養殖フェイズに入る","tweet-2024068742355771614"
"Wed Feb 18 10:27:27 +0000 2026","pagod na pagod. sana makiss","tweet-2024068234069303428"
"Wed Feb 18 10:18:19 +0000 2026","Kung kailan ako ginanahan mag review don ako nagkasakit 🥹 uso ba lagnat ngayon 😭","tweet-2024065939088486707"
"Wed Feb 18 10:16:53 +0000 2026","Sana sa pagtulog ko, di na ko magising. Kasi pagod na pagod na ako.","tweet-2024065578026377537"
"Wed Feb 18 10:15:05 +0000 2026","@klemen22043 @vladozlom Tudi Seinfeld je in lahko obenem rečeš, da zgleda kot Šipon.","tweet-2024065123522924819"
"Wed Feb 18 10:08:57 +0000 2026","@flinslover nova is just so nostalgic, pair it with royal=sagot sa lagnat nung bata ako eh","tweet-2024063578664554541"
"Wed Feb 18 09:58:51 +0000 2026","@RPDapitHapon ssh, mahal.

[ hinalikan niya muli sa noo ang novio at hinaplos-haplos lamang ang buhok nito. mukhang nilalamig pa rin siya sa gitna ng mainit na lagnat. ]

don't be sorry for all of those, mahal. you couldn't have known na magkakasakit ka. if anything, i'm just glad ( . . . )","tweet-2024061038077837344"
"Wed Feb 18 09:52:54 +0000 2026","Panghihina....yang 🥀 https://t.co/RlO1rznw2g","tweet-2024059540317360462"
"Wed Feb 18 09:47:57 +0000 2026","gusto ko na magmatcha ulittt fleece langggg sana mawala na itong ubo at lagnat kooo","tweet-2024058294621671482"
"Wed Feb 18 09:42:33 +0000 2026","Lordddd pwede tama napo sakit paldo nako jan ihh puro lagnat nalang pwedeng pera naman po😭🙏 https://t.co/daOSpkhqCP","tweet-2024056934895321433"
"Wed Feb 18 09:20:30 +0000 2026","pagod na pagod na si lord masisi dahil sa inyo","tweet-2024051386560975342"
"Wed Feb 18 08:42:50 +0000 2026","pagod na pagod na ako ha

https://t.co/2XedznU7QP","tweet-2024041906385400155"
"Wed Feb 18 08:42:22 +0000 2026","Pwede ba sa susunod na movie, character naman ni Ash ung yearner? Pagod na pagod na ko makita si Andres na naghahabol e. Pag pahingahin naman natin siya. Kawawa na. 😭","tweet-2024041791301828757"
"Wed Feb 18 08:39:11 +0000 2026","Nasa 2nd review na yung FS, irerevise pa dahil lang sa late invoice. Please awa na lang, matapos na sana nang matiwasay ang audit na to. Literal na pagod na pagod na pagod na pagod na pagod na ako. 😭","tweet-2024040988579070050"
"Wed Feb 18 08:29:55 +0000 2026","pwede bang sa iba muna ibigay yung lagnat ko","tweet-2024038657360081011"
"Wed Feb 18 08:24:35 +0000 2026","Nakakabother yung sipon ng isang prof sa nmat review😭 just noticed it today coz kakarecover ko lang din sa trangkaso hahahaha. Sudden shift of weather siguro kaya madaming may sakit.","tweet-2024037314117185801"
"Wed Feb 18 08:24:04 +0000 2026","@crossiiini Pinupuyat nila ang manok naten 🫩 halatang pagod na pagod na","tweet-2024037185763098649"
"Wed Feb 18 07:42:09 +0000 2026","pinaka hate ko talaga yang sipon na yan e tas sinabayan pa ng ubo, kainissss","tweet-2024026637428314618"
"Wed Feb 18 07:36:46 +0000 2026","May sipon na nga nanghihina pa katawan ko. Aray mo talaga","tweet-2024025283146432681"
"Wed Feb 18 07:15:18 +0000 2026","Ikaw nalang Lord bahala sa Pilipinas. Pagod na pagod na kami ipaglaban to sa mga demonyong politiko.","tweet-2024019879280398676"
"Wed Feb 18 06:46:25 +0000 2026","gagooo ayaw ko naaaa. 3 weeks na pabalik-balik lagnat ko. 😭","tweet-2024012610988110018"
"Wed Feb 18 06:28:16 +0000 2026","2 puff inabot agad e pagod na pagod yarn hahahahaha","tweet-2024008044133196019"
"Wed Feb 18 06:20:30 +0000 2026","@ZhasimJ @eli_lancebrey hahaha..pagod na pagod na pagod na c teo kakatakbo😁","tweet-2024006087481913834"
"Wed Feb 18 05:55:19 +0000 2026","pagod na pagod nako mag work, gusto ko nalang maging full time reviewee pls 😭","tweet-2023999750819738112"
"Wed Feb 18 05:53:48 +0000 2026","wala naman akong ginagawa pero parang pagod na pagod ako","tweet-2023999367930409423"
"Wed Feb 18 05:39:43 +0000 2026","Okay na siguro 2days na pahinga kahit di pa fully recovered sa lagnat need na maghabol backlogs 🥲","tweet-2023995823827415248"
"Wed Feb 18 05:39:19 +0000 2026","sinumpong pa ng ubo't sipon jejed🥲","tweet-2023995723877126150"
"Wed Feb 18 05:27:06 +0000 2026","tablan dayon sa lagnat","tweet-2023992650265690437"
"Wed Feb 18 05:12:24 +0000 2026","Pagod na pagod na ako kakaubo jusq hahahahaha","tweet-2023988952407986470"
"Wed Feb 18 05:10:40 +0000 2026","can we normalize shaming every dds we encounter like how the germans shame nazis pagod na pagod nako sa mga ddshits na yan","tweet-2023988514728083756"
"Wed Feb 18 04:52:58 +0000 2026","@maryamcbbe May lagnat kaya wala","tweet-2023984060247187830"
"Wed Feb 18 04:48:37 +0000 2026","Day off yung hinihingi, lagnat binigay. Masyado mo naman akong love, Lord? Araaaayyy moooo","tweet-2023982967928782939"
"Wed Feb 18 04:33:39 +0000 2026","please wag tayo maging tanga sa 2028. pagod na pagod na ako sa fucking ph system","tweet-2023979201175711998"
"Wed Feb 18 04:28:56 +0000 2026","Shutaaa nawala lagnat ko amp. hahahahaha","tweet-2023978011662709215"
"Wed Feb 18 04:26:28 +0000 2026","Pagod na pagod ako putangina haha","tweet-2023977389886230845"
"Wed Feb 18 04:25:36 +0000 2026","parang everyday akong may lagnat","tweet-2023977173762146478"
"Wed Feb 18 04:08:37 +0000 2026","@sipon_ship4 いーやきっときりりんが可愛い子相手にぱんつ何はいてますかでゅふふwってwis送ってるんだよ","tweet-2023972898797420557"
"Wed Feb 18 04:06:55 +0000 2026","Tangina naman pagod na pagod na ako sa bansang to","tweet-2023972472261902394"
"Wed Feb 18 04:01:20 +0000 2026","@RPDapitHapon [ napakunot ang kaniyang noo. oo, may miting sila sa up ngayon, ngunit hindi iyon mahalaga ngayon. ]

mahal, you're sick. inaapoy ka ng lagnat. there's no way you're going to the meeting today.

[ hinaplos niya ang mainit na pisngi ng novio. ]

i'm staying and taking ( . . . )","tweet-2023971065073135939"
"Wed Feb 18 03:48:10 +0000 2026","@RPDapitHapon [ kumurap-kurap siya sa gulat. kaagad niyang nilapaat ang kaniyang kamay sa noo ng novio, at halos napabalik kaagad sa init. mataas ang lagnat nito. ]

mukhang trangkaso nga. i'll get you medicine, water, and something you can eat, ha? don't get out of bed, okay? no coffee, too.","tweet-2023967755062346087"
"Wed Feb 18 03:43:59 +0000 2026","Parang may lagnat si Nitura. Puro error 🥺","tweet-2023966701520335065"
"Wed Feb 18 03:41:06 +0000 2026","俺？","tweet-2023965975352119472"
"Wed Feb 18 03:25:46 +0000 2026","pagkagising kalaban ubo’t sipon e","tweet-2023962116206588388"
"Wed Feb 18 03:15:18 +0000 2026","tangina pagod na pagod nakong mag lipat ng gamit mula 1st to 3rd floor mula friday. daig ko pa umakyat ng bundok puta.😭🥲","tweet-2023959481592283559"
"Wed Feb 18 02:59:25 +0000 2026","Pagod na pagod na ko sainyo 😭","tweet-2023955484013629736"
"Wed Feb 18 02:33:24 +0000 2026","inabot ng ubo’t sipon hayuf🤒","tweet-2023948937078698356"
"Wed Feb 18 02:23:11 +0000 2026","taena sipon tas ubo to di na nawalag sakin","tweet-2023946365597077558"
"Wed Feb 18 02:10:01 +0000 2026","Pagod na pagod na ako Lord 😭","tweet-2023943052533060061"
"Wed Feb 18 02:02:21 +0000 2026","Sinisipon tlaga ako after gumamit ng poppers. 2 days n since my last use, pero anlala prin ng sipon ko. 🥹","tweet-2023941121613984024"
"Wed Feb 18 01:58:47 +0000 2026","Pagod na pagod na pagod","tweet-2023940225312203096"
"Wed Feb 18 01:24:33 +0000 2026","@AnonAuntie Pag eto naglapag pa ulit mamaya nangungulila na yan. Chat mo si JL, Juwon sabihin mo may lagnat ako 😢","tweet-2023931610027164118"
"Wed Feb 18 00:50:38 +0000 2026","Hindi naman na nawawala tong sipon na to. Sakit na ng ilong ko.","tweet-2023923075537138182"
"Wed Feb 18 00:21:17 +0000 2026","Every week may lagnat ang oat","tweet-2023915690374340891"
"Wed Feb 18 00:20:20 +0000 2026","Pagod na pagod kana tapos mas mapapagod kapa","tweet-2023915451265486897"
"Tue Feb 17 23:08:56 +0000 2026","For the tamlay daw c Jema kagabi at may sipon pagaling accla😍😍 https://t.co/5106ELIZkR","tweet-2023897482540052573"
"Tue Feb 17 22:43:09 +0000 2026","Ano ba ginawa neto bakit parang pagod na pagod. Hahaha! Goodmorning my sleeping child. 😅🐶 https://t.co/rSonApk1s7","tweet-2023890991183523955"
"Tue Feb 17 21:53:40 +0000 2026","sana mawala na lagnat ni Selene :(","tweet-2023878541604188217"
"Tue Feb 17 21:32:40 +0000 2026","@Evalyn_M23 Nawala na grabeng ubo and sipon. Signs of aging nalang talaga like masakit ulo dahil na over slept haha. Di ka na nagpopost?","tweet-2023873256982540481"
"Tue Feb 17 20:26:02 +0000 2026","Bumalik na ung ubo at sipon, sana ikaw din","tweet-2023856485722452351"
"Tue Feb 17 20:17:40 +0000 2026","I HATE MY SIPON OMFH","tweet-2023854382136352883"
"Tue Feb 17 19:40:42 +0000 2026","mas okay nang mag kanya kanya tayo dahil sobrang pagod na pagod na ako kaka intondi sayo mas okay na yung ganito maghiwalay na tayo","tweet-2023845079866298424"
"Tue Feb 17 19:26:40 +0000 2026","pagod na pagod na ko maghanap ng digicam pag ako napikon ipangpapa-tattoo ko nalang to","tweet-2023841545326391643"
"Tue Feb 17 18:58:50 +0000 2026","Whut theee, 3AM ako natapos sa lahat. Sobrang pagod na pagod na pagod na pagod sa sports, business, tapos hindi parin pwede matulog, dami pa need i edit for lent and raket. IKENNAT!!;","tweet-2023834542981922902"
"Tue Feb 17 18:52:57 +0000 2026","@veriveriuu meron po pero minsan icut na po kailangan artista. alam niyo nakahiya parehas cap at heath 

alam mo si  ap pagod na pagod kasi work sa pbb","tweet-2023833061528646105"
"Tue Feb 17 18:50:05 +0000 2026","@rnzdr Pagod na pagod ako manood hahahaha","tweet-2023832338237714811"
"Tue Feb 17 18:06:26 +0000 2026","@011Augentaler Zamisli koji seljak, stavio nik Fadilj Vokri, nije šipon 100% 😂😂😂","tweet-2023821356765413542"
"Tue Feb 17 17:59:14 +0000 2026","Sabi ko may sinat ako 🥹 pinadalhan niya ako food 😭💟✨","tweet-2023819544679379253"
"Tue Feb 17 17:56:15 +0000 2026","teka naiiyak na naman ako 😭 sulit yung pagtitiis ko ng hilo sa lagnat ko 😭","tweet-2023818792523153484"
"Tue Feb 17 17:55:04 +0000 2026","@Snowmight22 @gmanetwork amen. sana nga eh pagod na pagod na si heath magpakilig","tweet-2023818494165524620"
"Tue Feb 17 17:27:21 +0000 2026","HINDI NA NATAPOS REVISION DITO SA CLIENT NA ‘TO ANO NA. PAGOD NA PAGOD NA AKO MAG ACCOUNTING!!!!","tweet-2023811521277780197"
