"created_at","text","id"
"Fri Feb 20 00:54:03 +0000 2026","今週でもギリマウント届きそうだけど来週の方が楽だし来週に回そう","tweet-2024648709678780565"
"Fri Feb 20 00:09:45 +0000 2026","40 lagnat q plus suka agad pag gising hahah naunsa nako","tweet-2024637564012155254"
"Thu Feb 19 23:53:40 +0000 2026","bakit march 8 pa ang start ng DST???????? pagod na pagod na ang oat na ito","tweet-2024633515837706688"
"Thu Feb 19 23:42:56 +0000 2026","pagod na pagod na mag calls, ubos na empathy ko kingenuh","tweet-2024630812612902937"
"Thu Feb 19 22:07:50 +0000 2026","also HAHAHSHSHA pag masakit ang ulo, magmilktea 😓 gawain ko yan dati lalo pag stressed","tweet-2024606879180288446"
"Thu Feb 19 22:06:07 +0000 2026","Welcome back sipon","tweet-2024606449121579221"
"Thu Feb 19 21:16:23 +0000 2026","Another sipon gaming  but need to wok hayys","tweet-2024593934266290485"
"Thu Feb 19 21:04:03 +0000 2026","Para may sinat ako","tweet-2024590830905053517"
"Thu Feb 19 20:38:01 +0000 2026","pagod na pagod na po ako huhu","tweet-2024584277258883268"
"Thu Feb 19 20:26:27 +0000 2026","Ito na lagnat na","tweet-2024581368609751303"
"Thu Feb 19 20:20:47 +0000 2026","pagod na pagod na ako :{","tweet-2024579941111849291"
"Thu Feb 19 19:54:11 +0000 2026","Pagod na pagod na ang eabab na i2 sa engineering 😣 Sana makawala na sa NUFV next year 🤞🏼","tweet-2024573245752770966"
"Thu Feb 19 19:22:23 +0000 2026","basag sa sipon","tweet-2024565246065856712"
"Thu Feb 19 18:50:09 +0000 2026","please pagod na pagod nako 😭","tweet-2024557133191389448"
"Thu Feb 19 18:46:58 +0000 2026","pms x lagnat x exam week big is te na dis","tweet-2024556329898299643"
"Thu Feb 19 18:06:29 +0000 2026","hahahaha epal sipon amp https://t.co/sewRfi1DAJ","tweet-2024546144291082527"
"Thu Feb 19 17:42:22 +0000 2026","kaya ko ba toh? pagod na pagod na ang girly na toh :(","tweet-2024540074994729136"
"Thu Feb 19 17:29:57 +0000 2026","Lagnat na nga, nagpupuyat pa 👍🏿","tweet-2024536947662999933"
"Thu Feb 19 17:16:22 +0000 2026","@GlowingHeart_13 May sipon din ako huhu","tweet-2024533530521587788"
"Thu Feb 19 17:16:02 +0000 2026","Me rn dahil may sipon","tweet-2024533446706811375"
"Thu Feb 19 17:04:18 +0000 2026","Kainis na sipon to","tweet-2024530493979660313"
"Thu Feb 19 16:56:01 +0000 2026","Sakit sa ulo netong sipon ko ngayon. 😫","tweet-2024528411331616983"
"Thu Feb 19 16:39:57 +0000 2026","+ trangkaso and lagnat","tweet-2024524367334691304"
"Thu Feb 19 16:39:17 +0000 2026","Myyy head is aching because of my sipon.😵‍💫🫨","tweet-2024524198195155283"
"Thu Feb 19 16:35:50 +0000 2026","un🔑🔓 bukas na lang poooi paguwi. pagod na pagod na si mæm, wala pa nga eh 🥲","tweet-2024523329710018739"
"Thu Feb 19 16:29:16 +0000 2026","hindi ako makatulog sa sipon ko :((","tweet-2024521679289143323"
"Thu Feb 19 16:25:19 +0000 2026","kung kelan talaga pagod na pagod eh noh?","tweet-2024520682143649980"
"Thu Feb 19 16:19:28 +0000 2026","Araw araw nalang lagnat pota","tweet-2024519212849582340"
"Thu Feb 19 16:14:30 +0000 2026","parang pagod na pagod si Alex😭","tweet-2024517960799601151"
"Thu Feb 19 16:13:48 +0000 2026","And planning di pumasok bukas? Kasi mugtong mugto na mata ko to the extent di na makahinga dahil sa sipon at ubo😔","tweet-2024517787809697914"
"Thu Feb 19 16:09:48 +0000 2026","@Shararti_Ai E log sirf pisay sai mutasir hai chahai fargon q na hon inka zameer main sirf pisa hai aur hamary jisa log maryam nawaz zardari jisay logo kai pisay pai lagnat baijdai hai e","tweet-2024516779758817321"
"Thu Feb 19 15:58:14 +0000 2026","sa sobrang fast-paced sa audit, para akong tumanda ng 5yrs in the span of 7 months. pagod na pagod na ako. 😔","tweet-2024513867624431975"
"Thu Feb 19 15:51:18 +0000 2026","PAGOD NA PAGOD NA PO AKO LORD😭","tweet-2024512121850208279"
"Thu Feb 19 15:50:45 +0000 2026","pagod na pagod si disney prince pero kailangan paring kumayod upang makapag-ipon para sa birthday ng lola niya 😌","tweet-2024511983702462878"
"Thu Feb 19 15:35:21 +0000 2026","Naalala ko yung lyrics na "" Minsan gusto kong mag magsumbong Sayo ,Kapag Pagod na pagod na ako.""

#SanggreAwaitedReunion
#AvisalaAmihan
KYLIE PADILLA https://t.co/YsvMwmjijd","tweet-2024508107477692614"
"Thu Feb 19 15:35:06 +0000 2026","PAGOD NA PAGOD NA PAGOD","tweet-2024508047268467060"
"Thu Feb 19 15:31:34 +0000 2026","aa hirap patulugin ng lagnat na'to","tweet-2024507158969405867"
"Thu Feb 19 15:27:54 +0000 2026","inaantok na ako pero hindi makatulog amp dalawang oras lang tulog ko kagabi tapos ayaw pa matulog ng katawan ko kahit pagod na pagod na ako no ba yan","tweet-2024506233433289120"
"Thu Feb 19 15:20:08 +0000 2026","pagod na pagod na ako","tweet-2024504281907568941"
"Thu Feb 19 15:16:11 +0000 2026","jusko! pagod na pagod si Nick Jonas sau boi! hahahaha","tweet-2024503285391183925"
"Thu Feb 19 15:12:22 +0000 2026","Here we are with midnight consults at the er. 
Na and chief complaint ay “sipon na 2 years na”. 

Ayaw ko talaga mag beast mode Pero. Lord! 
Kausapin mo naman yung patient, wag lang si st Alvin. Hahaha","tweet-2024502324425810279"
"Thu Feb 19 15:07:14 +0000 2026","fuck sipon","tweet-2024501035520385273"
"Thu Feb 19 15:01:48 +0000 2026","pag mali mali na ang nacaption ko, xori in advance at ako’y pagod na pagod na 🤗🤗","tweet-2024499665782395157"
"Thu Feb 19 14:58:46 +0000 2026","ehh sobrang tahimik ko din kase nga may ubo at sipon ako so tahimik din sya, pero may conversation pa din naman kame. tas simula nung naka tabi ko Yan lagi na yang nainom sa tumbler ko","tweet-2024498900925919523"
"Thu Feb 19 14:54:50 +0000 2026","please lang maging wais at matalino sana tayo sa pag boto, pagod na pagod na ako mag trabaho tapos kakaltasan ka ng napaka laki govt ""benefits"" na hindi naman tayo nakikinabang!","tweet-2024497911535718662"
"Thu Feb 19 14:53:56 +0000 2026","@huntsporky muff nag 2026 nalang, may ubo’t sipon ka pa rin","tweet-2024497685525627307"
"Thu Feb 19 14:32:28 +0000 2026","I need a bever buff rn dalawang linggo na akong pagod na pagod mag-aral 😭 awa na lang sakin","tweet-2024492284402896917"
"Thu Feb 19 14:29:26 +0000 2026","Arrived at Baguio around 7am
Had a meeting with Brgy Cap. around 9am-11am
SLU Errands plus Tutoring for Article Publishing around 1pm-5pm
Master Class by 6-9pm

Leave Baguio by 11pm!
Pagod na pagod katawang lupa ko and utak https://t.co/XZicddVHZT","tweet-2024491522956415216"
"Thu Feb 19 14:25:17 +0000 2026","pagod na pagod na pagod na pagod na pagod na pagod","tweet-2024490477882634272"
"Thu Feb 19 14:24:22 +0000 2026","Pagod na pagod na ako, parang awa nyo na please. Let me go. Let me go.","tweet-2024490246277386740"
"Thu Feb 19 14:15:47 +0000 2026","Assessment na nila bella sa reading ugma gi lagnat pa ang babaje🥺","tweet-2024488084361085400"
"Thu Feb 19 14:07:46 +0000 2026","@talmejes kala ko naiinitan sila? bakit parang nilalamig tong dalawa sa sobrang dikit","tweet-2024486069774012769"
"Thu Feb 19 14:06:55 +0000 2026","Bwisit na sipon 👊🏻","tweet-2024485855017259042"
"Thu Feb 19 14:05:49 +0000 2026","grabe lagnat nako uy pa 40 namani unta mag suspend klase ugma","tweet-2024485576049906096"
"Thu Feb 19 13:59:38 +0000 2026","tangina, legit 'yong pagod today hayop. pagod na pagod mata ko, katawan ko, lahat na!","tweet-2024484019640160466"
"Thu Feb 19 13:53:46 +0000 2026","lagnat na naman🤒","tweet-2024482543635169758"
"Thu Feb 19 13:52:15 +0000 2026","Pede na ang C2 Gin, tagtag lagnat.","tweet-2024482161630536006"
"Thu Feb 19 13:40:24 +0000 2026","iyak aq ayaw na mawala mg sipon ko 😿","tweet-2024479179878912303"
"Thu Feb 19 13:33:47 +0000 2026","Pusta ko nakangiti pa si Cy kahit mahawaan na siya ng lagnat ni Yen. 🤣 https://t.co/JrrdRkSfOR","tweet-2024477517193892040"
"Thu Feb 19 13:30:22 +0000 2026","pagod na pagod ang ferson na ito today 😫","tweet-2024476656656929184"
"Thu Feb 19 13:26:22 +0000 2026","Pagod na pagod na naman ako tas wala pa akong friends at jowa. Iyak na lang malala","tweet-2024475651609416085"
"Thu Feb 19 13:26:19 +0000 2026","Sensya na guys, ang ingay ko today
May lagnat kasi, awit","tweet-2024475638330249663"
"Thu Feb 19 13:23:16 +0000 2026","Pesteng sipon na to.","tweet-2024474869048758675"
"Thu Feb 19 13:18:53 +0000 2026","walang lagnat ang makakapagpigil sa taong miss na si ryul","tweet-2024473764805898563"
"Thu Feb 19 13:12:17 +0000 2026","lagnat ulet dahil sa vaccine 😫","tweet-2024472107070214189"
"Thu Feb 19 13:11:55 +0000 2026","pagod na pagod ako grabe","tweet-2024472012039868577"
"Thu Feb 19 13:09:19 +0000 2026","may ubo’t sipon narin ba ang lahat?😭","tweet-2024471359309697535"
"Thu Feb 19 13:06:52 +0000 2026","@PhilippineStar sana alam ng nanay ko na pagod na pagod na ako sa kanya","tweet-2024470741241254341"
"Thu Feb 19 12:59:13 +0000 2026","Dami ko pwede makuha ngayong February sipon pa talaga hano!","tweet-2024468817519485403"
"Thu Feb 19 12:58:44 +0000 2026","Speaking of AJAA, grabe LSS ko Ako Na. Especially sa first line ni @toothplate7_ . Nakaka-adik singing voice nya. Yung parang may sipon kind of voice hehe. Basta, bet ko boses nya! Ang ganda! Especially na his voice reminds me of Mashiho huhuhu","tweet-2024468696404754509"
"Thu Feb 19 12:53:31 +0000 2026","pagod na pagod na pagod nako sa ganto","tweet-2024467382497145012"
"Thu Feb 19 12:52:52 +0000 2026","ginatrangkaso lala nga ubo kag sipon + gaulan + naulanan + may 2 major quizzes bwas + nagkaregla = patya nalang ko","tweet-2024467219879739454"
"Thu Feb 19 12:52:12 +0000 2026","wala na panlasa dahil sa ubo’t sipon 😖","tweet-2024467051725934802"
"Thu Feb 19 12:48:58 +0000 2026","@fighting_laban Pagod na pagod na ako manghula hahaha bulong mo nalang

CAPGO THURfectMatch
CAPGO THURfectMatch
CAPGO THURfectMatch","tweet-2024466238676881515"
"Thu Feb 19 12:48:44 +0000 2026","Pagod na pagod utak ko tapos tambak pa work ko now. 🤧😭 https://t.co/GnO9a25azL","tweet-2024466178866106601"
"Thu Feb 19 12:25:00 +0000 2026","thank you GOD huhu pagod na PAGOD na ko sa overextension ng winter!!! https://t.co/CXeZ4BNlmC","tweet-2024460207087337575"
"Thu Feb 19 12:23:43 +0000 2026","グエー白鳥さん上がれんかったか","tweet-2024459881705873590"
"Thu Feb 19 12:23:04 +0000 2026","Sakin kapa dumapong lagnat ka awitt sayo🤧","tweet-2024459721353417164"
"Thu Feb 19 12:22:00 +0000 2026","@vshiqrk pagod na pagod na pagod na pagod na ko jo","tweet-2024459451479314622"
"Thu Feb 19 12:19:12 +0000 2026","TAENA PAGOD NA PAGOD NA AKO HSHSHSHAAHAHAHAHAHAHA YUNH LIKOD KOOOO","tweet-2024458745456271724"
"Thu Feb 19 12:01:21 +0000 2026","mga ganitong pagkakataon ko kailangan ng boyfriend e huhu may lagnat ako, sobrang sakit ng ulo ko, wala pang kanin sa katawan, mag-isa sa dorm, paubos na gamot huhu ano gagawin, mamatay na lang?😭","tweet-2024454254346588517"
"Thu Feb 19 11:57:37 +0000 2026","Parang pagod na pagod ako sa week na ‘to. Buti nalang fri na tom 

ROJA MYSTERY UNFOLDS

#ROJAMastermindRevealed
#DonnyAsLIAM","tweet-2024453315111821753"
"Thu Feb 19 11:54:48 +0000 2026","miss ko na si ryul guys😢 tanginang lagnat to","tweet-2024452607545397758"
"Thu Feb 19 11:46:51 +0000 2026","PAGOD NA PAGOD NA KO","tweet-2024450604006031627"
"Thu Feb 19 11:45:04 +0000 2026","mga ads, hahaha xori pouh at hindi ako makapag tp ng maayos. yung lagnat ko kase sagabal huhu  :( 

ASHRAVE THUREASURED MOMENTS
#All4ArwenAshley","tweet-2024450156754850270"
"Thu Feb 19 11:40:46 +0000 2026","Ang tagal ko bago magka'sipon pero ang lala ngayon. 😰","tweet-2024449075689693684"
"Thu Feb 19 11:35:50 +0000 2026","kalala ng saltik kapag may lagnat","tweet-2024447835085951334"
"Thu Feb 19 11:31:31 +0000 2026","my lagnat aq piste","tweet-2024446747842629688"
"Thu Feb 19 11:27:42 +0000 2026","PARANG MAWALA LAGNAT KO MAY FFY UD SHETHSHSHSHS","tweet-2024445784796868867"
"Thu Feb 19 11:22:56 +0000 2026","DDJEJDNNDNE tangina yung tipong pagod na pagod ka na tapus masakit na rin katawan mo pero biglang susulpot kaya todo pasikat ka tangina","tweet-2024444586228375896"
"Thu Feb 19 11:20:28 +0000 2026","Combo combo ba yung sipon, lagnat, ubo, pagdudugo at sakit ng ulo at puson","tweet-2024443967748919731"
"Thu Feb 19 11:15:22 +0000 2026","Hahahaahha may lagnat ako today, natanggal dahil dito.  kasi cutie smiley smiley lang si cap sa ibang hm’s tapos kay alat pinapagalitan na para bang mhie at dhie ang tawagaaan??! #Capkrys","tweet-2024442682278629663"
"Thu Feb 19 11:12:27 +0000 2026","Lala ng baradong ilong 😭🤧🤧","tweet-2024441948476756051"
"Thu Feb 19 11:02:51 +0000 2026","仕事のストレスを1,100円で解消してくれるせんべろ屋さん、すき。","tweet-2024439532368888154"
"Thu Feb 19 10:54:37 +0000 2026","@vshiqrk pagod na pagod 😢","tweet-2024437459627757623"
"Thu Feb 19 10:41:31 +0000 2026","@nkniini pagod na pagod","tweet-2024434164632821986"
"Thu Feb 19 10:37:35 +0000 2026","Tangina pagod na pagod ako","tweet-2024433172520587693"
"Thu Feb 19 10:32:25 +0000 2026","Inuwi ko yung tax para mag review after preboards pero heto ako ngayon mag friday na bukas pero pagod na pagod pa rin. Rest na lang talaga 🥲","tweet-2024431874408665488"
"Thu Feb 19 10:29:14 +0000 2026","pagod na pagod na mga magulang mo sayo nak","tweet-2024431072935891437"
"Thu Feb 19 10:27:43 +0000 2026","pa rant lang plss😭 pagod na pagod na ako dito sa accountancy😭😭","tweet-2024430691921121619"
"Thu Feb 19 10:26:32 +0000 2026","hoay akala ko naman gagaling na ko nang tuluyan kapag nakita ko na results. parang ngayon pa lang yata magsisimula ang lagnat ko 🫩","tweet-2024430391684366529"
"Thu Feb 19 10:26:10 +0000 2026","@newswatchplusph Kung wala po kayong ipa-paskel kung hindi yung kwento nung mga alagad nung naka kulong sa The Hauge, maari po ba, paki tanggal na yung NEWS sa name ninyo? Hindi naman po mahirap 'amuyin' yung PR e. Opo, kahit po may sipon maaamoy iyan.","tweet-2024430301381058759"
"Thu Feb 19 10:19:48 +0000 2026","Triny kong maging positive sa lahat ng bagay pero nananaig na talaga yung negativity sa mundong ito.

Marami akong nakikitang tao na nagsa-suffer, at pagod na pagod na mag-survive sa buhay na walang kasiguraduhan. Para kang sumusuntok sa hangin, at lumalakad ng walang landas.","tweet-2024428699094044793"
"Thu Feb 19 10:17:33 +0000 2026","it’s a bad idea to watch a sad kdrama habang may sipon 💀","tweet-2024428133945127067"
"Thu Feb 19 10:05:15 +0000 2026","taas ng lagnat ko jusko","tweet-2024425037428904438"
"Thu Feb 19 09:46:53 +0000 2026","Juskoooo, pagod na pagod ako ngayong araw","tweet-2024420415079403973"
"Thu Feb 19 09:42:40 +0000 2026","pagod na pagod me","tweet-2024419354692210691"
"Thu Feb 19 09:36:13 +0000 2026","Pagod na pagod si Fifi sa kagagawan niya. HAHAHAHA. Teh regalo na di mo pa mapatay patay. Susko ka","tweet-2024417731072971259"
"Thu Feb 19 09:33:48 +0000 2026","pagod na pagod na HAHAHA","tweet-2024417123863580897"
"Thu Feb 19 09:31:37 +0000 2026","@colextinn WAHHHHH NAUBOS NA TISSUE KO SA SIPON AT LOHA","tweet-2024416575043096853"
"Thu Feb 19 09:22:38 +0000 2026","Di ako komportable may time talaga na masakit ang ulo ko pag nakaliwa ako ng tingin","tweet-2024414312258031754"
"Thu Feb 19 09:19:20 +0000 2026","HOY KAKAUWI KO LANG AT TALAGANG PAGOD NA PAGOD AKO PERO KAILANGAN KO PANG MAG REVIEW PERO PARANG ETONG VID NA TO NA ANG TATATAK SA UTAK KO HABANG NAGREREVIEW YAWA BAKA WILBEA ANG MASAGOT KO BUKAS SHET","tweet-2024413483446775986"
"Thu Feb 19 09:09:39 +0000 2026","hoshingi 🥺🥺🥺 may sipon ang bebe","tweet-2024411045998248226"
"Thu Feb 19 09:04:55 +0000 2026","Tangina. Pagod na pagod na ako dahil lang sa isang oras na interval sa connecting flight from TAC-MNL-ILO 😭","tweet-2024409852827799605"
"Thu Feb 19 08:59:36 +0000 2026","tangina pagod na pagod ako since kagabi na triple yung pagod ko today 😭😭😭","tweet-2024408514618413372"
"Thu Feb 19 08:44:39 +0000 2026","pagod na pagod na sa life","tweet-2024404754496196975"
"Thu Feb 19 08:13:44 +0000 2026","Pokinginang aya ng pamilya to, hiking?!?!? Pagod na pagod pa nga ako tapos hiking?!? Punye—","tweet-2024396971856056679"
"Thu Feb 19 08:08:15 +0000 2026","ano nga ulit kayo? HINDEEEEEEE HAHAHAHAHAHAHAHAH tapos lagnat kayo parehas next day 🫩","tweet-2024395593624539337"
"Thu Feb 19 08:02:03 +0000 2026","tulo sipon ko kay joshua, belle at ms maricel ueueue lalo na sa part ni joshua sa confrontation nila ni piolo nung binenta ni mama baby yung lechunan","tweet-2024394033418907674"
"Thu Feb 19 07:45:57 +0000 2026","Coping mechanism mo ba yon boi, kasee  pagod na pagod na pagod na talagaaa meee","tweet-2024389981876474029"
"Thu Feb 19 07:26:07 +0000 2026","Gagi. Biglang may lagnat ako. 🥹 so tayerd!","tweet-2024384989010522428"
"Thu Feb 19 07:01:17 +0000 2026","@japbikecommuter Kainis jap jap my sipon nnmn ako so pag naamoy ko si siispunun ako sorry if bumahaing ako","tweet-2024378740479054136"
"Thu Feb 19 06:45:50 +0000 2026","Pag ganitong tamad ako pinilit ko sipagin magkakasakit ang mga bat yong baglaang lagnat na di nababago","tweet-2024374854045344010"
"Thu Feb 19 06:31:07 +0000 2026","grabe ang sipon ko ba","tweet-2024371149979996568"
"Thu Feb 19 06:26:32 +0000 2026","juskong aso to 😭 pagod na pagod n kami pumunta sa bahay ng kapitbahay namin sa kalikutan niya","tweet-2024369997313946033"
"Thu Feb 19 06:09:56 +0000 2026","Tangina. Di na tumigil sipon at luha ko teh! 😭
#MeetGreetAndBye
#BelleMariano https://t.co/k7fT6iQZNS","tweet-2024365819757789653"
"Thu Feb 19 05:44:58 +0000 2026","Next week na ulit yung lagnat","tweet-2024359534400352763"
"Thu Feb 19 05:35:51 +0000 2026","pagod na pagod na ko mag hanap ng photos 😫😭

dun talaga tumatagal ud guys hahahaha","tweet-2024357239616917781"
"Thu Feb 19 05:34:43 +0000 2026","lalong lumalala yung lagnat ko sa mga nangyayare haaaaa","tweet-2024356956618809583"
"Thu Feb 19 05:26:54 +0000 2026","Ubo sipon ug kalintura tama na 😭🤧","tweet-2024354987997077549"
"Thu Feb 19 05:02:52 +0000 2026","Lagnat after pb is real","tweet-2024348940880257502"
"Thu Feb 19 04:56:21 +0000 2026","Itong super saiyan yung isa sa mga songs nila na kahit pagod na pagod ka, nagiging hyper ka padin kapag pini-perform na nila on stage!!! 

#G22TheFirstConcert @G22Official","tweet-2024347299401650338"
"Thu Feb 19 04:54:03 +0000 2026","Parang lalo lumala lagnat ko?!?!???","tweet-2024346721539784804"
"Thu Feb 19 04:47:23 +0000 2026","@fushigi_oke Bata pa yan lalo kung ikukumpara sa trentahin mo ng idolet. Masyado kang insecure palibhasa kung ganda at galing sa pag-arte ang labanan siguradong ingungod lang idolet mong pabebe at may boses sipon ngongo acting lang ang alam. 🤭","tweet-2024345044858393020"
"Thu Feb 19 04:42:09 +0000 2026","@liveluvlhi tama na to, pagod na pagod nako","tweet-2024343727322653075"
"Thu Feb 19 04:40:26 +0000 2026","tangina naiiyak na nga ako sa lagnat habang nahihilo sa daan. may lalaki pa talagang hahawak sa chest ko ng biglaan? how cruel can this world be to me.","tweet-2024343295556800912"
"Thu Feb 19 04:37:57 +0000 2026","Pagod na pagod na po ako","tweet-2024342670261534780"
"Thu Feb 19 04:29:54 +0000 2026","Thursday pa lng pagod na pagod na ako🥺","tweet-2024340643045396945"
"Thu Feb 19 04:03:52 +0000 2026","kung kilan talaga report na namin sa Friday tska pa lumabas 'tong sipon na 'to ;((","tweet-2024334090053537813"
"Thu Feb 19 04:00:00 +0000 2026","Muling tinurong dahilan ni dating pangulong Rodrigo Duterte ang panghihina ng kaniyang katawan sa planong hindi pagdalo sa confirmation of charges hearing ng ICC.

Kaugnay na ulat: https://t.co/TuhXq4KCnM https://t.co/WQIsrzBZyb","tweet-2024333117952045415"
"Thu Feb 19 03:50:25 +0000 2026","PAGOD NA PAGOD NA AKO PARA LANG SA WALA","tweet-2024330706739139039"
"Thu Feb 19 03:38:44 +0000 2026","okay tulog lang pala lagi pampagaling ng sipon ko","tweet-2024327768688009598"
"Thu Feb 19 03:33:43 +0000 2026","As someone na may sinus napalahirap bukod sa laging sipon sumasakit pa Yung ulo ko","tweet-2024326504730284343"
"Thu Feb 19 03:16:06 +0000 2026","@paulaisabear @CosyCatCauldron Wala ako kinalaman sa Sipon nyo. 🤣🤣🤣","tweet-2024322071225143343"
"Thu Feb 19 03:15:56 +0000 2026","POTAENAAAA KAILANGAN KO GUMALING JUSQ PLS PO MAWALA NA SANA ITONG UBO AT SIPON ILABAS NIYO NA LAHAT TODAY AHSHFAHSDHHDSHHA 😭😣","tweet-2024322028271247543"
"Thu Feb 19 03:12:16 +0000 2026","nakakainis di na ko nilubayan ng ubo at sipon 🤧","tweet-2024321108154241445"
"Thu Feb 19 02:38:27 +0000 2026","nhgnghnh i keep getting waves of sickness. monday it was lots of sneezing and cold symptoms. yesterday was dripping sipon and coughing. today is more sneezing, coughing, and headaches 😭","tweet-2024312597336486188"
"Thu Feb 19 02:10:02 +0000 2026","aguy inin na sipon juskopo","tweet-2024305444869804215"
"Thu Feb 19 02:01:10 +0000 2026","To Direk Kip, I hope you're proud. All the workshops paid off. You see, may sipon pa 🥺😭

#KlarisseDeGuzman 

https://t.co/5sbfKRAV3G","tweet-2024303213684674851"
"Thu Feb 19 01:43:00 +0000 2026","pagod na pagod na ako putangina","tweet-2024298643285823576"
"Thu Feb 19 01:35:51 +0000 2026","@CosyCatCauldron final na? nag give in ka na? sinu na bias line mo? yung sipon, ako rin, grabe na! ang lakas ng virus ni jen @LadyMoby","tweet-2024296843514179639"
"Thu Feb 19 01:28:57 +0000 2026","Matagal pa ba tong February, kase pagod na pagod na akooo","tweet-2024295105499451408"
"Thu Feb 19 01:16:59 +0000 2026","Sipon na naman?","tweet-2024292093779472602"
"Thu Feb 19 01:15:39 +0000 2026","tama na please maawa naman kayo pagod na pagod na kami oh wag niyo na kami idamay sa kalokohan niyo","tweet-2024291758193201618"
"Thu Feb 19 01:14:18 +0000 2026","Ngayon pa nag ka lagnat wtf","tweet-2024291417993204072"
"Thu Feb 19 01:12:15 +0000 2026","Shet may sipon pa rin ako 😭 at PCD 😭 at bagong bias line pisteh 😭","tweet-2024290904950132801"
"Thu Feb 19 00:44:23 +0000 2026","awits yung lagnat nato nakikipag laro🤦","tweet-2024283888810676439"
"Thu Feb 19 00:34:58 +0000 2026","pagod na pagod na ‘ko, sana ma-baby na 🥺🥺","tweet-2024281519884554481"
"Thu Feb 19 00:13:41 +0000 2026","Anong good sa morning kung pagod na pagod na agad ako? 🫠","tweet-2024276165863825425"
"Thu Feb 19 00:05:13 +0000 2026","Parang pagod na pagod ako todae. 🙄","tweet-2024274032640630975"
"Thu Feb 19 00:03:12 +0000 2026","@showandSTELL Ahaha parang pagod na pagod","tweet-2024273526392586517"
"Wed Feb 18 23:47:07 +0000 2026","pagod na pagod ang menties at admins ng mikbrent pero bnubusog ni @mikslmnc ung solids at mikwill (iisa lang pla yan MWIHIHIHI) walang pkialam sa menties, pagod na nangnongs , pikon na pikon na sa kalandian nya sa PG. @mikslmnc user. Landian nila ni jowa/bunso4lyf ang prio.","tweet-2024269479749005557"
"Wed Feb 18 23:42:08 +0000 2026","Di makaramdam HR, tignan nyo itsura ng mga empleyado. Alas siete pa lang, pagod na pagod na. Hahaha. Bawasan ang onsite schedule leche","tweet-2024268222711964053"
