"created_at","id","text"
"Fri Feb 20 00:54:03 +0000 2026","tweet-2024648709678780565","今週でもギリマウント届きそうだけど来週の方が楽だし来週に回そう"
"Fri Feb 20 00:09:45 +0000 2026","tweet-2024637564012155254","40 lagnat q plus suka agad pag gising hahah naunsa nako"
"Thu Feb 19 23:53:40 +0000 2026","tweet-2024633515837706688","bakit march 8 pa ang start ng DST???????? pagod na pagod na ang oat na ito"
"Thu Feb 19 23:42:56 +0000 2026","tweet-2024630812612902937","pagod na pagod na mag calls, ubos na empathy ko kingenuh"
"Thu Feb 19 22:06:07 +0000 2026","tweet-2024606449121579221","Welcome back sipon"
"Thu Feb 19 21:39:00 +0000 2026","tweet-2024599626138161245","Bshet na hagdan sa brokeeeee gi hilanat ko"
"Thu Feb 19 21:16:23 +0000 2026","tweet-2024593934266290485","Another sipon gaming  but need to wok hayys"
"Thu Feb 19 21:04:03 +0000 2026","tweet-2024590830905053517","Para may sinat ako"
"Thu Feb 19 20:38:01 +0000 2026","tweet-2024584277258883268","pagod na pagod na po ako huhu"
"Thu Feb 19 20:26:27 +0000 2026","tweet-2024581368609751303","Ito na lagnat na"
"Thu Feb 19 20:20:47 +0000 2026","tweet-2024579941111849291","pagod na pagod na ako :{"
"Thu Feb 19 19:54:11 +0000 2026","tweet-2024573245752770966","Pagod na pagod na ang eabab na i2 sa engineering 😣 Sana makawala na sa NUFV next year 🤞🏼"
"Thu Feb 19 19:22:23 +0000 2026","tweet-2024565246065856712","basag sa sipon"
"Thu Feb 19 18:50:09 +0000 2026","tweet-2024557133191389448","please pagod na pagod nako 😭"
"Thu Feb 19 18:46:58 +0000 2026","tweet-2024556329898299643","pms x lagnat x exam week big is te na dis"
"Thu Feb 19 18:06:29 +0000 2026","tweet-2024546144291082527","hahahaha epal sipon amp https://t.co/sewRfi1DAJ"
"Thu Feb 19 17:42:22 +0000 2026","tweet-2024540074994729136","kaya ko ba toh? pagod na pagod na ang girly na toh :("
"Thu Feb 19 17:29:57 +0000 2026","tweet-2024536947662999933","Lagnat na nga, nagpupuyat pa 👍🏿"
"Thu Feb 19 17:16:22 +0000 2026","tweet-2024533530521587788","@GlowingHeart_13 May sipon din ako huhu"
"Thu Feb 19 17:16:02 +0000 2026","tweet-2024533446706811375","Me rn dahil may sipon"
"Thu Feb 19 17:04:18 +0000 2026","tweet-2024530493979660313","Kainis na sipon to"
"Thu Feb 19 16:56:01 +0000 2026","tweet-2024528411331616983","Sakit sa ulo netong sipon ko ngayon. 😫"
"Thu Feb 19 16:39:57 +0000 2026","tweet-2024524367334691304","+ trangkaso and lagnat"
"Thu Feb 19 16:39:17 +0000 2026","tweet-2024524198195155283","Myyy head is aching because of my sipon.😵‍💫🫨"
"Thu Feb 19 16:35:50 +0000 2026","tweet-2024523329710018739","un🔑🔓 bukas na lang poooi paguwi. pagod na pagod na si mæm, wala pa nga eh 🥲"
"Thu Feb 19 16:29:16 +0000 2026","tweet-2024521679289143323","hindi ako makatulog sa sipon ko :(("
"Thu Feb 19 16:25:19 +0000 2026","tweet-2024520682143649980","kung kelan talaga pagod na pagod eh noh?"
"Thu Feb 19 16:19:28 +0000 2026","tweet-2024519212849582340","Araw araw nalang lagnat pota"
"Thu Feb 19 16:14:30 +0000 2026","tweet-2024517960799601151","parang pagod na pagod si Alex😭"
"Thu Feb 19 16:13:48 +0000 2026","tweet-2024517787809697914","And planning di pumasok bukas? Kasi mugtong mugto na mata ko to the extent di na makahinga dahil sa sipon at ubo😔"
"Thu Feb 19 16:09:48 +0000 2026","tweet-2024516779758817321","@Shararti_Ai E log sirf pisay sai mutasir hai chahai fargon q na hon inka zameer main sirf pisa hai aur hamary jisa log maryam nawaz zardari jisay logo kai pisay pai lagnat baijdai hai e"
"Thu Feb 19 15:58:14 +0000 2026","tweet-2024513867624431975","sa sobrang fast-paced sa audit, para akong tumanda ng 5yrs in the span of 7 months. pagod na pagod na ako. 😔"
"Thu Feb 19 15:51:18 +0000 2026","tweet-2024512121850208279","PAGOD NA PAGOD NA PO AKO LORD😭"
"Thu Feb 19 15:50:45 +0000 2026","tweet-2024511983702462878","pagod na pagod si disney prince pero kailangan paring kumayod upang makapag-ipon para sa birthday ng lola niya 😌"
"Thu Feb 19 15:35:21 +0000 2026","tweet-2024508107477692614","Naalala ko yung lyrics na "" Minsan gusto kong mag magsumbong Sayo ,Kapag Pagod na pagod na ako.""

#SanggreAwaitedReunion
#AvisalaAmihan
KYLIE PADILLA https://t.co/YsvMwmjijd"
"Thu Feb 19 15:35:06 +0000 2026","tweet-2024508047268467060","PAGOD NA PAGOD NA PAGOD"
"Thu Feb 19 15:31:34 +0000 2026","tweet-2024507158969405867","aa hirap patulugin ng lagnat na'to"
"Thu Feb 19 15:27:54 +0000 2026","tweet-2024506233433289120","inaantok na ako pero hindi makatulog amp dalawang oras lang tulog ko kagabi tapos ayaw pa matulog ng katawan ko kahit pagod na pagod na ako no ba yan"
"Thu Feb 19 15:20:08 +0000 2026","tweet-2024504281907568941","pagod na pagod na ako"
"Thu Feb 19 15:16:11 +0000 2026","tweet-2024503285391183925","jusko! pagod na pagod si Nick Jonas sau boi! hahahaha"
"Thu Feb 19 15:12:22 +0000 2026","tweet-2024502324425810279","Here we are with midnight consults at the er. 
Na and chief complaint ay “sipon na 2 years na”. 

Ayaw ko talaga mag beast mode Pero. Lord! 
Kausapin mo naman yung patient, wag lang si st Alvin. Hahaha"
"Thu Feb 19 15:07:14 +0000 2026","tweet-2024501035520385273","fuck sipon"
"Thu Feb 19 15:01:48 +0000 2026","tweet-2024499665782395157","pag mali mali na ang nacaption ko, xori in advance at ako’y pagod na pagod na 🤗🤗"
"Thu Feb 19 14:58:46 +0000 2026","tweet-2024498900925919523","ehh sobrang tahimik ko din kase nga may ubo at sipon ako so tahimik din sya, pero may conversation pa din naman kame. tas simula nung naka tabi ko Yan lagi na yang nainom sa tumbler ko"
"Thu Feb 19 14:54:50 +0000 2026","tweet-2024497911535718662","please lang maging wais at matalino sana tayo sa pag boto, pagod na pagod na ako mag trabaho tapos kakaltasan ka ng napaka laki govt ""benefits"" na hindi naman tayo nakikinabang!"
"Thu Feb 19 14:53:56 +0000 2026","tweet-2024497685525627307","@huntsporky muff nag 2026 nalang, may ubo’t sipon ka pa rin"
"Thu Feb 19 14:32:28 +0000 2026","tweet-2024492284402896917","I need a bever buff rn dalawang linggo na akong pagod na pagod mag-aral 😭 awa na lang sakin"
"Thu Feb 19 14:29:26 +0000 2026","tweet-2024491522956415216","Arrived at Baguio around 7am
Had a meeting with Brgy Cap. around 9am-11am
SLU Errands plus Tutoring for Article Publishing around 1pm-5pm
Master Class by 6-9pm

Leave Baguio by 11pm!
Pagod na pagod katawang lupa ko and utak https://t.co/XZicddVHZT"
"Thu Feb 19 14:25:17 +0000 2026","tweet-2024490477882634272","pagod na pagod na pagod na pagod na pagod na pagod"
"Thu Feb 19 14:24:22 +0000 2026","tweet-2024490246277386740","Pagod na pagod na ako, parang awa nyo na please. Let me go. Let me go."
"Thu Feb 19 14:15:47 +0000 2026","tweet-2024488084361085400","Assessment na nila bella sa reading ugma gi lagnat pa ang babaje🥺"
"Thu Feb 19 14:07:46 +0000 2026","tweet-2024486069774012769","@talmejes kala ko naiinitan sila? bakit parang nilalamig tong dalawa sa sobrang dikit"
"Thu Feb 19 14:06:55 +0000 2026","tweet-2024485855017259042","Bwisit na sipon 👊🏻"
"Thu Feb 19 14:05:49 +0000 2026","tweet-2024485576049906096","grabe lagnat nako uy pa 40 namani unta mag suspend klase ugma"
"Thu Feb 19 13:59:38 +0000 2026","tweet-2024484019640160466","tangina, legit 'yong pagod today hayop. pagod na pagod mata ko, katawan ko, lahat na!"
"Thu Feb 19 13:53:46 +0000 2026","tweet-2024482543635169758","lagnat na naman🤒"
"Thu Feb 19 13:52:15 +0000 2026","tweet-2024482161630536006","Pede na ang C2 Gin, tagtag lagnat."
"Thu Feb 19 13:40:24 +0000 2026","tweet-2024479179878912303","iyak aq ayaw na mawala mg sipon ko 😿"
"Thu Feb 19 13:33:47 +0000 2026","tweet-2024477517193892040","Pusta ko nakangiti pa si Cy kahit mahawaan na siya ng lagnat ni Yen. 🤣 https://t.co/JrrdRkSfOR"
"Thu Feb 19 13:30:22 +0000 2026","tweet-2024476656656929184","pagod na pagod ang ferson na ito today 😫"
"Thu Feb 19 13:26:22 +0000 2026","tweet-2024475651609416085","Pagod na pagod na naman ako tas wala pa akong friends at jowa. Iyak na lang malala"
"Thu Feb 19 13:26:19 +0000 2026","tweet-2024475638330249663","Sensya na guys, ang ingay ko today
May lagnat kasi, awit"
"Thu Feb 19 13:23:16 +0000 2026","tweet-2024474869048758675","Pesteng sipon na to."
"Thu Feb 19 13:18:53 +0000 2026","tweet-2024473764805898563","walang lagnat ang makakapagpigil sa taong miss na si ryul"
"Thu Feb 19 13:12:17 +0000 2026","tweet-2024472107070214189","lagnat ulet dahil sa vaccine 😫"
"Thu Feb 19 13:11:55 +0000 2026","tweet-2024472012039868577","pagod na pagod ako grabe"
"Thu Feb 19 13:09:19 +0000 2026","tweet-2024471359309697535","may ubo’t sipon narin ba ang lahat?😭"
"Thu Feb 19 13:06:52 +0000 2026","tweet-2024470741241254341","@PhilippineStar sana alam ng nanay ko na pagod na pagod na ako sa kanya"
"Thu Feb 19 12:59:13 +0000 2026","tweet-2024468817519485403","Dami ko pwede makuha ngayong February sipon pa talaga hano!"
"Thu Feb 19 12:58:44 +0000 2026","tweet-2024468696404754509","Speaking of AJAA, grabe LSS ko Ako Na. Especially sa first line ni @toothplate7_ . Nakaka-adik singing voice nya. Yung parang may sipon kind of voice hehe. Basta, bet ko boses nya! Ang ganda! Especially na his voice reminds me of Mashiho huhuhu"
"Thu Feb 19 12:53:31 +0000 2026","tweet-2024467382497145012","pagod na pagod na pagod nako sa ganto"
"Thu Feb 19 12:52:52 +0000 2026","tweet-2024467219879739454","ginatrangkaso lala nga ubo kag sipon + gaulan + naulanan + may 2 major quizzes bwas + nagkaregla = patya nalang ko"
"Thu Feb 19 12:52:12 +0000 2026","tweet-2024467051725934802","wala na panlasa dahil sa ubo’t sipon 😖"
"Thu Feb 19 12:48:58 +0000 2026","tweet-2024466238676881515","@fighting_laban Pagod na pagod na ako manghula hahaha bulong mo nalang

CAPGO THURfectMatch
CAPGO THURfectMatch
CAPGO THURfectMatch"
"Thu Feb 19 12:48:44 +0000 2026","tweet-2024466178866106601","Pagod na pagod utak ko tapos tambak pa work ko now. 🤧😭 https://t.co/GnO9a25azL"
"Thu Feb 19 12:25:00 +0000 2026","tweet-2024460207087337575","thank you GOD huhu pagod na PAGOD na ko sa overextension ng winter!!! https://t.co/CXeZ4BNlmC"
"Thu Feb 19 12:23:43 +0000 2026","tweet-2024459881705873590","グエー白鳥さん上がれんかったか"
"Thu Feb 19 12:23:04 +0000 2026","tweet-2024459721353417164","Sakin kapa dumapong lagnat ka awitt sayo🤧"
"Thu Feb 19 12:22:00 +0000 2026","tweet-2024459451479314622","@vshiqrk pagod na pagod na pagod na pagod na ko jo"
"Thu Feb 19 12:19:12 +0000 2026","tweet-2024458745456271724","TAENA PAGOD NA PAGOD NA AKO HSHSHSHAAHAHAHAHAHAHA YUNH LIKOD KOOOO"
"Thu Feb 19 12:01:21 +0000 2026","tweet-2024454254346588517","mga ganitong pagkakataon ko kailangan ng boyfriend e huhu may lagnat ako, sobrang sakit ng ulo ko, wala pang kanin sa katawan, mag-isa sa dorm, paubos na gamot huhu ano gagawin, mamatay na lang?😭"
"Thu Feb 19 11:57:37 +0000 2026","tweet-2024453315111821753","Parang pagod na pagod ako sa week na ‘to. Buti nalang fri na tom 

ROJA MYSTERY UNFOLDS

#ROJAMastermindRevealed
#DonnyAsLIAM"
"Thu Feb 19 11:54:48 +0000 2026","tweet-2024452607545397758","miss ko na si ryul guys😢 tanginang lagnat to"
"Thu Feb 19 11:46:51 +0000 2026","tweet-2024450604006031627","PAGOD NA PAGOD NA KO"
"Thu Feb 19 11:45:47 +0000 2026","tweet-2024450337994862633","dutlan paman diay tag hilanat hahahahah ge"
"Thu Feb 19 11:45:04 +0000 2026","tweet-2024450156754850270","mga ads, hahaha xori pouh at hindi ako makapag tp ng maayos. yung lagnat ko kase sagabal huhu  :( 

ASHRAVE THUREASURED MOMENTS
#All4ArwenAshley"
"Thu Feb 19 11:40:46 +0000 2026","tweet-2024449075689693684","Ang tagal ko bago magka'sipon pero ang lala ngayon. 😰"
"Thu Feb 19 11:35:50 +0000 2026","tweet-2024447835085951334","kalala ng saltik kapag may lagnat"
"Thu Feb 19 11:31:31 +0000 2026","tweet-2024446747842629688","my lagnat aq piste"
"Thu Feb 19 11:27:42 +0000 2026","tweet-2024445784796868867","PARANG MAWALA LAGNAT KO MAY FFY UD SHETHSHSHSHS"
"Thu Feb 19 11:22:56 +0000 2026","tweet-2024444586228375896","DDJEJDNNDNE tangina yung tipong pagod na pagod ka na tapus masakit na rin katawan mo pero biglang susulpot kaya todo pasikat ka tangina"
"Thu Feb 19 11:20:28 +0000 2026","tweet-2024443967748919731","Combo combo ba yung sipon, lagnat, ubo, pagdudugo at sakit ng ulo at puson"
"Thu Feb 19 11:15:22 +0000 2026","tweet-2024442682278629663","Hahahaahha may lagnat ako today, natanggal dahil dito.  kasi cutie smiley smiley lang si cap sa ibang hm’s tapos kay alat pinapagalitan na para bang mhie at dhie ang tawagaaan??! #Capkrys"
"Thu Feb 19 11:12:27 +0000 2026","tweet-2024441948476756051","Lala ng baradong ilong 😭🤧🤧"
"Thu Feb 19 11:02:51 +0000 2026","tweet-2024439532368888154","仕事のストレスを1,100円で解消してくれるせんべろ屋さん、すき。"
"Thu Feb 19 10:54:37 +0000 2026","tweet-2024437459627757623","@vshiqrk pagod na pagod 😢"
"Thu Feb 19 10:41:31 +0000 2026","tweet-2024434164632821986","@nkniini pagod na pagod"
"Thu Feb 19 10:37:35 +0000 2026","tweet-2024433172520587693","Tangina pagod na pagod ako"
"Thu Feb 19 10:32:25 +0000 2026","tweet-2024431874408665488","Inuwi ko yung tax para mag review after preboards pero heto ako ngayon mag friday na bukas pero pagod na pagod pa rin. Rest na lang talaga 🥲"
"Thu Feb 19 10:29:14 +0000 2026","tweet-2024431072935891437","pagod na pagod na mga magulang mo sayo nak"
"Thu Feb 19 10:27:43 +0000 2026","tweet-2024430691921121619","pa rant lang plss😭 pagod na pagod na ako dito sa accountancy😭😭"
"Thu Feb 19 10:26:32 +0000 2026","tweet-2024430391684366529","hoay akala ko naman gagaling na ko nang tuluyan kapag nakita ko na results. parang ngayon pa lang yata magsisimula ang lagnat ko 🫩"
"Thu Feb 19 10:26:10 +0000 2026","tweet-2024430301381058759","@newswatchplusph Kung wala po kayong ipa-paskel kung hindi yung kwento nung mga alagad nung naka kulong sa The Hauge, maari po ba, paki tanggal na yung NEWS sa name ninyo? Hindi naman po mahirap 'amuyin' yung PR e. Opo, kahit po may sipon maaamoy iyan."
"Thu Feb 19 10:19:48 +0000 2026","tweet-2024428699094044793","Triny kong maging positive sa lahat ng bagay pero nananaig na talaga yung negativity sa mundong ito.

Marami akong nakikitang tao na nagsa-suffer, at pagod na pagod na mag-survive sa buhay na walang kasiguraduhan. Para kang sumusuntok sa hangin, at lumalakad ng walang landas."
"Thu Feb 19 10:17:33 +0000 2026","tweet-2024428133945127067","it’s a bad idea to watch a sad kdrama habang may sipon 💀"
"Thu Feb 19 10:05:15 +0000 2026","tweet-2024425037428904438","taas ng lagnat ko jusko"
"Thu Feb 19 09:46:53 +0000 2026","tweet-2024420415079403973","Juskoooo, pagod na pagod ako ngayong araw"
"Thu Feb 19 09:42:40 +0000 2026","tweet-2024419354692210691","pagod na pagod me"
"Thu Feb 19 09:36:13 +0000 2026","tweet-2024417731072971259","Pagod na pagod si Fifi sa kagagawan niya. HAHAHAHA. Teh regalo na di mo pa mapatay patay. Susko ka"
"Thu Feb 19 09:33:48 +0000 2026","tweet-2024417123863580897","pagod na pagod na HAHAHA"
"Thu Feb 19 09:31:37 +0000 2026","tweet-2024416575043096853","@colextinn WAHHHHH NAUBOS NA TISSUE KO SA SIPON AT LOHA"
"Thu Feb 19 09:19:20 +0000 2026","tweet-2024413483446775986","HOY KAKAUWI KO LANG AT TALAGANG PAGOD NA PAGOD AKO PERO KAILANGAN KO PANG MAG REVIEW PERO PARANG ETONG VID NA TO NA ANG TATATAK SA UTAK KO HABANG NAGREREVIEW YAWA BAKA WILBEA ANG MASAGOT KO BUKAS SHET"
"Thu Feb 19 09:09:39 +0000 2026","tweet-2024411045998248226","hoshingi 🥺🥺🥺 may sipon ang bebe"
"Thu Feb 19 09:04:55 +0000 2026","tweet-2024409852827799605","Tangina. Pagod na pagod na ako dahil lang sa isang oras na interval sa connecting flight from TAC-MNL-ILO 😭"
"Thu Feb 19 08:59:36 +0000 2026","tweet-2024408514618413372","tangina pagod na pagod ako since kagabi na triple yung pagod ko today 😭😭😭"
"Thu Feb 19 08:44:39 +0000 2026","tweet-2024404754496196975","pagod na pagod na sa life"
"Thu Feb 19 08:13:44 +0000 2026","tweet-2024396971856056679","Pokinginang aya ng pamilya to, hiking?!?!? Pagod na pagod pa nga ako tapos hiking?!? Punye—"
"Thu Feb 19 08:08:15 +0000 2026","tweet-2024395593624539337","ano nga ulit kayo? HINDEEEEEEE HAHAHAHAHAHAHAHAH tapos lagnat kayo parehas next day 🫩"
"Thu Feb 19 08:02:03 +0000 2026","tweet-2024394033418907674","tulo sipon ko kay joshua, belle at ms maricel ueueue lalo na sa part ni joshua sa confrontation nila ni piolo nung binenta ni mama baby yung lechunan"
"Thu Feb 19 07:45:57 +0000 2026","tweet-2024389981876474029","Coping mechanism mo ba yon boi, kasee  pagod na pagod na pagod na talagaaa meee"
"Thu Feb 19 07:26:07 +0000 2026","tweet-2024384989010522428","Gagi. Biglang may lagnat ako. 🥹 so tayerd!"
"Thu Feb 19 07:01:17 +0000 2026","tweet-2024378740479054136","@japbikecommuter Kainis jap jap my sipon nnmn ako so pag naamoy ko si siispunun ako sorry if bumahaing ako"
"Thu Feb 19 06:45:50 +0000 2026","tweet-2024374854045344010","Pag ganitong tamad ako pinilit ko sipagin magkakasakit ang mga bat yong baglaang lagnat na di nababago"
"Thu Feb 19 06:31:07 +0000 2026","tweet-2024371149979996568","grabe ang sipon ko ba"
"Thu Feb 19 06:26:32 +0000 2026","tweet-2024369997313946033","juskong aso to 😭 pagod na pagod n kami pumunta sa bahay ng kapitbahay namin sa kalikutan niya"
"Thu Feb 19 06:09:56 +0000 2026","tweet-2024365819757789653","Tangina. Di na tumigil sipon at luha ko teh! 😭
#MeetGreetAndBye
#BelleMariano https://t.co/k7fT6iQZNS"
"Thu Feb 19 05:44:58 +0000 2026","tweet-2024359534400352763","Next week na ulit yung lagnat"
"Thu Feb 19 05:35:51 +0000 2026","tweet-2024357239616917781","pagod na pagod na ko mag hanap ng photos 😫😭

dun talaga tumatagal ud guys hahahaha"
"Thu Feb 19 05:34:43 +0000 2026","tweet-2024356956618809583","lalong lumalala yung lagnat ko sa mga nangyayare haaaaa"
"Thu Feb 19 05:26:54 +0000 2026","tweet-2024354987997077549","Ubo sipon ug kalintura tama na 😭🤧"
"Thu Feb 19 05:02:52 +0000 2026","tweet-2024348940880257502","Lagnat after pb is real"
"Thu Feb 19 04:56:21 +0000 2026","tweet-2024347299401650338","Itong super saiyan yung isa sa mga songs nila na kahit pagod na pagod ka, nagiging hyper ka padin kapag pini-perform na nila on stage!!! 

#G22TheFirstConcert @G22Official"
"Thu Feb 19 04:54:03 +0000 2026","tweet-2024346721539784804","Parang lalo lumala lagnat ko?!?!???"
"Thu Feb 19 04:47:23 +0000 2026","tweet-2024345044858393020","@fushigi_oke Bata pa yan lalo kung ikukumpara sa trentahin mo ng idolet. Masyado kang insecure palibhasa kung ganda at galing sa pag-arte ang labanan siguradong ingungod lang idolet mong pabebe at may boses sipon ngongo acting lang ang alam. 🤭"
"Thu Feb 19 04:42:09 +0000 2026","tweet-2024343727322653075","@liveluvlhi tama na to, pagod na pagod nako"
"Thu Feb 19 04:40:26 +0000 2026","tweet-2024343295556800912","tangina naiiyak na nga ako sa lagnat habang nahihilo sa daan. may lalaki pa talagang hahawak sa chest ko ng biglaan? how cruel can this world be to me."
"Thu Feb 19 04:37:57 +0000 2026","tweet-2024342670261534780","Pagod na pagod na po ako"
"Thu Feb 19 04:29:54 +0000 2026","tweet-2024340643045396945","Thursday pa lng pagod na pagod na ako🥺"
"Thu Feb 19 04:25:31 +0000 2026","tweet-2024339539385602492","Natayyy takdan gud sa hilanat"
"Thu Feb 19 04:03:52 +0000 2026","tweet-2024334090053537813","kung kilan talaga report na namin sa Friday tska pa lumabas 'tong sipon na 'to ;(("
"Thu Feb 19 04:00:00 +0000 2026","tweet-2024333117952045415","Muling tinurong dahilan ni dating pangulong Rodrigo Duterte ang panghihina ng kaniyang katawan sa planong hindi pagdalo sa confirmation of charges hearing ng ICC.

Kaugnay na ulat: https://t.co/TuhXq4KCnM https://t.co/WQIsrzBZyb"
"Thu Feb 19 03:50:25 +0000 2026","tweet-2024330706739139039","PAGOD NA PAGOD NA AKO PARA LANG SA WALA"
"Thu Feb 19 03:38:44 +0000 2026","tweet-2024327768688009598","okay tulog lang pala lagi pampagaling ng sipon ko"
"Thu Feb 19 03:33:43 +0000 2026","tweet-2024326504730284343","As someone na may sinus napalahirap bukod sa laging sipon sumasakit pa Yung ulo ko"
"Thu Feb 19 03:16:06 +0000 2026","tweet-2024322071225143343","@paulaisabear @CosyCatCauldron Wala ako kinalaman sa Sipon nyo. 🤣🤣🤣"
"Thu Feb 19 03:15:56 +0000 2026","tweet-2024322028271247543","POTAENAAAA KAILANGAN KO GUMALING JUSQ PLS PO MAWALA NA SANA ITONG UBO AT SIPON ILABAS NIYO NA LAHAT TODAY AHSHFAHSDHHDSHHA 😭😣"
"Thu Feb 19 03:12:16 +0000 2026","tweet-2024321108154241445","nakakainis di na ko nilubayan ng ubo at sipon 🤧"
"Thu Feb 19 02:38:27 +0000 2026","tweet-2024312597336486188","nhgnghnh i keep getting waves of sickness. monday it was lots of sneezing and cold symptoms. yesterday was dripping sipon and coughing. today is more sneezing, coughing, and headaches 😭"
"Thu Feb 19 02:10:02 +0000 2026","tweet-2024305444869804215","aguy inin na sipon juskopo"
"Thu Feb 19 02:01:10 +0000 2026","tweet-2024303213684674851","To Direk Kip, I hope you're proud. All the workshops paid off. You see, may sipon pa 🥺😭

#KlarisseDeGuzman 

https://t.co/5sbfKRAV3G"
"Thu Feb 19 01:43:00 +0000 2026","tweet-2024298643285823576","pagod na pagod na ako putangina"
"Thu Feb 19 01:35:51 +0000 2026","tweet-2024296843514179639","@CosyCatCauldron final na? nag give in ka na? sinu na bias line mo? yung sipon, ako rin, grabe na! ang lakas ng virus ni jen @LadyMoby"
"Thu Feb 19 01:28:57 +0000 2026","tweet-2024295105499451408","Matagal pa ba tong February, kase pagod na pagod na akooo"
"Thu Feb 19 01:16:59 +0000 2026","tweet-2024292093779472602","Sipon na naman?"
"Thu Feb 19 01:15:39 +0000 2026","tweet-2024291758193201618","tama na please maawa naman kayo pagod na pagod na kami oh wag niyo na kami idamay sa kalokohan niyo"
"Thu Feb 19 01:14:18 +0000 2026","tweet-2024291417993204072","Ngayon pa nag ka lagnat wtf"
"Thu Feb 19 01:12:15 +0000 2026","tweet-2024290904950132801","Shet may sipon pa rin ako 😭 at PCD 😭 at bagong bias line pisteh 😭"
"Thu Feb 19 00:44:23 +0000 2026","tweet-2024283888810676439","awits yung lagnat nato nakikipag laro🤦"
"Thu Feb 19 00:34:58 +0000 2026","tweet-2024281519884554481","pagod na pagod na ‘ko, sana ma-baby na 🥺🥺"
"Thu Feb 19 00:13:41 +0000 2026","tweet-2024276165863825425","Anong good sa morning kung pagod na pagod na agad ako? 🫠"
