model,split,label,precision,recall,f1
electra_local_finetuned,val,AURI,0.7340425531914894,0.6934673366834171,0.7131782945736435
electra_local_finetuned,val,PN,0.5454545454545454,0.6268656716417911,0.5833333333333334
electra_local_finetuned,val,TB,0.4942528735632184,0.589041095890411,0.5375
electra_local_finetuned,val,COVID,0.6968085106382979,0.6390243902439025,0.6666666666666666
electra_local_finetuned,test,AURI,0.5659340659340659,0.5628415300546448,0.5643835616438356
electra_local_finetuned,test,PN,0.41379310344827586,0.48,0.4444444444444444
electra_local_finetuned,test,TB,0.3515151515151515,0.42028985507246375,0.38283828382838286
electra_local_finetuned,test,COVID,0.4340659340659341,0.42245989304812837,0.4281842818428184
