"createTime","id","locationMeta/address","locationMeta/city","locationMeta/cityCode","locationMeta/countryCode","locationMeta/locationId","locationMeta/locationName","playCount","repostCount","text","textLanguage","shareCount","searchQuery","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","hashtags/13/cover","hashtags/13/id","hashtags/13/name","hashtags/13/title","hashtags/14/cover","hashtags/14/id","hashtags/14/name","hashtags/14/title","hashtags/15/cover","hashtags/15/id","hashtags/15/name","hashtags/15/title","hashtags/16/cover","hashtags/16/id","hashtags/16/name","hashtags/16/title","hashtags/17/cover","hashtags/17/id","hashtags/17/name","hashtags/17/title","hashtags/18/cover","hashtags/18/id","hashtags/18/name","hashtags/18/title","hashtags/19/cover","hashtags/19/id","hashtags/19/name","hashtags/19/title","hashtags/20/cover","hashtags/20/id","hashtags/20/name","hashtags/20/title","hashtags/21/cover","hashtags/21/id","hashtags/21/name","hashtags/21/title","hashtags/22/cover","hashtags/22/id","hashtags/22/name","hashtags/22/title","hashtags/23/cover","hashtags/23/id","hashtags/23/name","hashtags/23/title","hashtags/24/cover","hashtags/24/id","hashtags/24/name","hashtags/24/title","hashtags/25/cover","hashtags/25/id","hashtags/25/name","hashtags/25/title","hashtags/26/cover","hashtags/26/id","hashtags/26/name","hashtags/26/title","hashtags/27/cover","hashtags/27/id","hashtags/27/name","hashtags/27/title","hashtags/28/cover","hashtags/28/id","hashtags/28/name","hashtags/28/title","hashtags/29/cover","hashtags/29/id","hashtags/29/name","hashtags/29/title","hashtags/30/cover","hashtags/30/id","hashtags/30/name","hashtags/30/title","hashtags/31/cover","hashtags/31/id","hashtags/31/name","hashtags/31/title","hashtags/32/cover","hashtags/32/id","hashtags/32/name","hashtags/32/title","hashtags/33/cover","hashtags/33/id","hashtags/33/name","hashtags/33/title","hashtags/34/cover","hashtags/34/id","hashtags/34/name","hashtags/34/title","createTimeISO","commentCount","collectCount"
"1762602858","7570321304935583007",,,,,,,"567300","0","The greatest #slap of all time 🤯 The #PowerSlap 1 Finale is LIVE & FREE TONIGHT on Rumble at 9pmET!! #KO #knockout","en","2404","ko","","78885","slap","","","1625087268038661","powerslap","","","16435","ko","","","32424","knockout","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-11-08T11:54:18.000Z","157","2994"
"1765428193","7582456311653092629",,,,,,,"4400000","0","KO 😱🔥 Videos completos en YouTube: ""El Nea Oficial"" 🥊🙏🏽 #boxing #box #boxeo ","es","10200","ko","","12724","boxing","","","48462","box","","","5787205","boxeo","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-12-11T04:43:13.000Z","508","8936"
"1762476275","7569777888577195286",,,,,,,"70000","0","#onthisday KO’d #ko #knockout #knockouts #womenswrestling #womenwrestlers #womenwrestle ","en","11","ko","","8525756","onthisday","","","16435","ko","","","32424","knockout","","","1713638","knockouts","","","8475763","womenswrestling","","","33654415","womenwrestlers","","","1681545042275333","womenwrestle","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-11-07T00:44:35.000Z","17","50"
"1771410693","7608150958882835734",,,,,,,"1800000","0","Moments before deenthegreat got KO'd a second time by UFC fighter #larrywheels #ufc ","en","269","ko","","1621785954430982","larrywheels","","","13144","ufc","Jump in the Octagon for all things #UFC on TikTok.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-02-18T10:31:33.000Z","167","2782"
"1757328381","7547667900442610966",,,,,,,"82200","0","Kid KOed 😬😬#ko #knockout #fyp #muaythai ","en","120","ko","","16435","ko","","","32424","knockout","","","229207","fyp","","","9679","muaythai","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-09-08T10:46:21.000Z","26","172"
"1756213882","7542881023311318303",,,,,,,"2200000","0","You've never seen a KO like this before！#boxing ","en","714","ko","","12724","boxing","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-08-26T13:11:22.000Z","104","1013"
"1767735360","7592365515457269014",,,,,,,"558400","0","#muaythai #kickboxing #k1 #ko ","un","1222","ko","","9679","muaythai","","","86693","kickboxing","","","139474","k1","","","16435","ko","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-01-06T21:36:00.000Z","35","878"
"1752761988","7528055344065547533",,,,,,,"379000","0","COCKY GUY GOT SMASHED 👊 #MMAClips #CockyFighter #GotHumbled #FightNight #BrutalKO #InstantKarma #UFCHighlights #MMAReel #FightClip #CombatSports #Smackdown #KOPunch #UFCShorts #HumblePie #OctagonViolence #KnockoutPower #FightFinish #CageFight #FightMoment #ShortsMMA","en","78","ko","","1661513438930950","mmaclips","","","1627465488550918","cockyfighter","","","1704725754781701","gothumbled","","","8258","fightnight","Whether you're a cruiserweight or a heavyweight, we want to see your best jabs and hooks. It's time to show us how you train for #FightNight 💪🏽","","1639619630208005","brutalko","","","11540531","instantkarma","","","1653167977543686","ufchighlights","","","1623183473611782","mmareel","","","1607492441922566","fightclip","","","67423332","combatsports","","","225364","smackdown","","","12528077","kopunch","","","1699506021390342","ufcshorts","","","12623804","humblepie","","","7484072492642861074","octagonviolence","","","1649437526505478","knockoutpower","","","1649128461725702","fightfinish","","","63098442","cagefight","","","16508348","fightmoment","","","7313755787175100449","shortsmma","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-07-17T14:19:48.000Z","130","806"
"1715049457","7366081296331836714",,,,,,,"688200","0","bro got sent straight to the underworld 😂🤐#fypシ゚viral ","en","5524","ko","","1664119477821441","fypシ゚viral","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-07T02:37:37.000Z","698","6778"
"1723652169","7403029662433168672","Sir Matt Busby Way, Old Trafford, Stretford, Manchester M16 0RA, UK","Trafford","3333211","2635167","22535865207647381","Manchester United","38400","0","Hard work pays off 💥

#muaythai #ko #fight #femalefighter #knockout #fighter #fyp #fypage #viral ","en","47","ko","","9679","muaythai","","","16435","ko","","","8847","fight","","","2079126","femalefighter","","","32424","knockout","","","29679","fighter","","","229207","fyp","","","1604302285252613","fypage","","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/8e4d8102460a60717c89acc2d6367a16.png~tplv-tiktokx-origin.image?dr=9627&x-expires=1773136800&x-signature=xIwjlnYSARVs96JwqNAhHgV5b%2BQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5","20884","viral","¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-08-14T16:16:09.000Z","10","101"
"1771464050","7608380030116285709",,,,,,,"770900","0","","un","1312","ko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-02-19T01:20:50.000Z","783","3151"
"1752936648","7528805348765895950",,,,,,,"1524","0","K.O#KO #ko #muaythai #mma #kicks #fighting #combat #fighter #boxingtraining🥊 ","bs","0","ko","","16435","ko","","","16435","ko","","","9679","muaythai","","","26379","mma","","","14419","kicks","","","11604","fighting","","","123201","combat","","","29679","fighter","","","1646770556925953","boxingtraining🥊","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-07-19T14:50:48.000Z","0","5"
"1772787369","7614063738869796117",,,,,,,"111","0","naglisod na yan ug ginhawa😭","tl","0","nagkalisud ug hinga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-03-06T08:56:09.000Z","0","0"
"1756851646","7545620139811556638",,,,,,,"79500","0","Shortness of breath, constant coughing, or feeling winded on stairs isn’t always just age. 🚨 It could be COPD. Learn the 4 stages and what to do at each one. Early diagnosis means better breathing and better quality of life. 🫁 #copd #copdawareness #lunghealth #breathingproblems #betterlungs #drchrispharmd","en","275","nagkalisud ug hinga","","10143353","copd","","","1619040479657990","copdawareness","","","1625126776132613","lunghealth","","","550256","breathingproblems","","","1665206203118597","betterlungs","","","7143113221543575598","drchrispharmd","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-09-02T22:20:46.000Z","38","250"
"1729181787","7426779199488199979","3134 Niles Rd Unit B, Saint Joseph, MI 49085, United States","Saint Joseph","5008327","6252001","22535865236500288","SpineCare Decompression and Chiropractic Center","3200000","0","Quick Way to Fix a Stuffy Nose #stuffynose #sinusrelief #runnynose #nose ","en","9691","nagkalisud ug hinga","","487406","stuffynose","","","1597773068105733","sinusrelief","","","865498","runnynose","","","16582","nose","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-10-17T16:16:27.000Z","2581","26257"
"1731293237","7435847764308774160",,,,,,,"2600000","0","Handumanan sa usa ka awit🥰🍃Mao jud ni na drama among ginapaminaw kada hapon sauna🥰#fyp ","tl","9871","nagkalisud ug hinga","","229207","fyp","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-11-11T02:47:17.000Z","2805","13781"
"1769490967","7599905788785675540",,,,,,,"145","0","Simot na Simot kona si massage oil. Kaya honey na nilagay ni father inlaw. suffer hiyang kasi talaga ng anak ko. @mommytonifowlerofficial ","tl","2","nagkalisud ug hinga",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-01-27T05:16:07.000Z","0","0"
"1766145450","7585536935486082311",,,,,,,"1500000","0","Bro actually cooked with this edit 😂😂🔥@Prodbykardy🥷🏽🎸 #fypviralシ#ugandantiktok#kampala#viral#uganda ","en","1536","nagkalisud ug hinga",,,"",,"","1666593428398085","fypviralシ","","","1623801713827846","ugandantiktok","","","840920","kampala","","https://p19-common-sign.tiktokcdn-eu.com/musically-maliva-obj/8e4d8102460a60717c89acc2d6367a16.png~tplv-tiktokx-origin.image?dr=10386&x-expires=1773136800&x-signature=8esL70vVHj7P84d%2F24hF9FP%2FjeA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=no1a","20884","viral","¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM","","322974","uganda","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-12-19T11:57:30.000Z","3477","5264"
"1772986316","7614918217370176790","United States","","5128581","6252001","22535865201205278","New York","258900","0","Rhinovirus can feel like a “bad cold” with sore throat, congestion, fatigue, low fever, and a cough from post-nasal drip. This video covers common symptoms and what usually helps fastest: rest, hydration, humidifier, fever/pain relief as directed, saline for congestion, and gentle throat care. If symptoms are severe, worsening, last >10–14 days, or you’re higher-risk, talk to a healthcare professional.

#medicine #doctor #healthtips ","en","3275","nagkalisud ug hinga","","25675","medicine","","","15551","doctor","","https://p16-common-sign.tiktokcdn-eu.com/musically-maliva-obj/18ce88aa768350f8576769e10349e446~tplv-tiktokx-origin.image?dr=10386&x-expires=1773136800&x-signature=u2nTv175OS9XcCnfhCYvy1JiD4c%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=no1a","2262943","healthtips","What's your secret to staying fit? Share tips that have helped you stay healthy!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-03-08T16:11:56.000Z","253","1184"
"1772009701","7610723689063058708",,,,,,,"12500","0","tumatae ka ba ngayon?
#CapCut ##ilangarawkananghinditumatae #pioneertemplate #capcutpioneer #funnyquotes ","tl","235","nagkalisud ug hinga","","1663935709411330","capcut","CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut.  

Start creating your cool videos today: 
https://capcut.onelink.me/XKqI/228cad85","","7610721909314961428","ilangarawkananghinditumatae","","","7481262787990126614","pioneertemplate","","","7356025154310733831","capcutpioneer","","","2128609","funnyquotes","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-02-25T08:55:01.000Z","11","48"
"1716403303","7371896038916885765",,,,,,,"78300","0","Signs Of Having A Water Spirit/Umndau #sangoma #sangomadiaries🌊 #ndawuwe #umdau #amaphupho #ndawuwe #ndawuwe❤🕯 #thokozagogo #thokoza #amaphupho_nezincazelo #thokozani👏🏿👏🏿 #dlozified #dlozi #dlozichild📿 #river #healing #healingjourney ","en","25","nagkalisud ug hinga","","1636222056421397","sangoma","","","1703273677936642","sangomadiaries🌊","","","1663243044858886","ndawuwe","","","87188533","umdau","","","1635693896884230","amaphupho","","","1663243044858886","ndawuwe","","","7066966317538115585","ndawuwe❤🕯","","","1661955596890118","thokozagogo","","","1645300929081349","thokoza","","","7098178366763139078","amaphupho_nezincazelo","","","1695187342473217","thokozani👏🏿👏🏿","","","1666137280948229","dlozified","","","1632145588671493","dlozi","","","1689928700370945","dlozichild📿","","","5916","river","","","192255","healing","","","1643245202813958","healingjourney","Here's to everyone on a #HealingJourney.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-05-22T18:41:43.000Z","19","56"
"1751648977","7523275049990769976",,,,,,,"251000","0","#KwestaftThabisile #ngiyazifelangawe ","un","834","nagkalisud ug hinga","","7523273421724057656","kwestaftthabisile","","","1642859884678150","ngiyazifelangawe","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-07-04T17:09:37.000Z","149","751"
"1753170806","7529811208011107592",,,,,,,"1619","0","#novuspathlabskalanki 
#homecollection🏠 free service            
#contactnumber 015234659 9860007296
@रन्जित जङ छेत्री @Kub Er Dahal @Ashok Shakhi ","en","12","nagkalisud ug hinga","","7240333156812292098","novuspathlabskalanki","","","7270035727381954562","homecollection🏠","","","1605416568665093","contactnumber","",,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-07-22T07:53:26.000Z","4","2"
"1590559612","6831401504931450114",,,,,,,"898700","0","Health Tips No.4: Difficulty of Breathing (Nahihirapan Huminga)","en","2300","nagkalisud ug hinga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2020-05-27T06:06:52.000Z","302","2180"
"1739692800","7470897513130675464",,,,,,,"3812","0","Pang-patay apoy hack#ibilib #ibilibgma #science #scienceexperiments #christiu #kids #lifehacks #experiment #fyp","tl","5","pangapoy","","1606145741092865","ibilib","","","7187316131869229058","ibilibgma","","","1618848592828422","science","Thanks to all who joined the #Science Post Contest! Check out the winner showcase here: https://vt.tiktok.com/ZMAf3xVgr/","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/3a3a0eda6d9e6475776a31fcc759cb16~tplv-tiktokx-origin.image?dr=9627&x-expires=1773136800&x-signature=SSVVd0vycx21zIj5QvkAFVjEjG8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5","5808694","scienceexperiments","Put on your lab coats and goggles! Whether it's a soda eruption or a tower of toothpaste, we want to see your latest #ScienceExperiments.","","1604383714656257","christiu","","","5436","kids","","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/d08ab589449aa36692eab793d0697eb4~tplv-tiktokx-origin.image?dr=9627&x-expires=1773136800&x-signature=9G5jbUFv3RnJdCMLIrXAu69%2Fxss%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5","325405","lifehacks","Show us those tips and tricks that have changed your life.","","64949","experiment","","","229207","fyp","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-02-16T08:00:00.000Z","2","7"
"1757238876","7547283486386769159","Pres. Jose P. Laurel Ave, General Santos City, South Cotabato, Philippines","","1713022","1694008","22535865203007832","General Santos City","291100","0","🔥 𝗔𝗹𝗮𝗯 𝗻𝗴 𝗔𝗽𝗼𝘆 (𝗔𝘄𝗶𝘁 𝗽𝗮𝗿𝗮 𝗸𝗮𝘆 𝗦𝗮𝗻𝗴’𝗴𝗿𝗲 𝗣𝗶𝗿𝗲𝗻𝗮) - tagapangalaga ng Brilyante ng Apoy mula sa Encantadia. (Composed by Harlem Ferolino)

Isang makapangyarihang himno ng lakas at tapang. Para sa lahat ng Encantadiks na naniniwala: tulad ng apoy, hindi kailanman mawawala ang ating lakas.

Sinundan na natin ang Himig ng Lupa (Para kay Terra) at Himig ng Tubig (Para kay Alena). 

Siklab ng apoy, lakas ng Sang’gre, at tapang ng mandirigma... lahat nasa kantang ito!

Kung team Pirena ka, comment ka ng “🔥” ngayon!

@Glaiza De Castro 
@gmanetwork 
@gmadrama 

🎼 SUNO (Creative AI Music Production)
Papa Lem TV 
Voice Pappy - Certified Voice Artist 

#AlabNgApoy #Pirena #Encantadia #PapaLemTV #EncantadiaChroniclesSanggre ","tl","710","pangapoy",,,"",,,,"",,,,"",,"","7547283452786114580","alabngapoy","","","24720018","pirena","","","12113122","encantadia","","","1660525561271297","papalemtv","","","7218787024358178821","encantadiachroniclessanggre","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-09-07T09:54:36.000Z","227","3719"
"1772943410","7614733946034703624",,,,,,,"281","0","#fyp #meme #trend #xyzbca #pinoy ","un","6","pangapoy","","229207","fyp","","https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/c9361f827e1dcb19d2e54e58654c9f55.jpeg~tplv-tiktokx-origin.image?dr=9627&x-expires=1773136800&x-signature=%2BNo2sG50G5I8lAqc90G7TBQsaAM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5","23864","meme","","","44895","trend","","https://p19-common-sign.tiktokcdn-us.com/tiktok-obj/14395673ac767c75a2f846113229ea95.png~tplv-tiktokx-origin.image?dr=9627&x-expires=1773136800&x-signature=VfiezlFoadVbV2XX8ZdHILNREyg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5","1652484531221509","xyzbca","Asla bir sonraki hamleni bilmelerine izin verme! 👀","","24910","pinoy","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-03-08T04:16:50.000Z","4","1"
"1659950868","7129434669795396891",,,,,,,"764300","0","ANG PINAKA UNANG ""PASS AKO JAN BOSS"" HAHAHHAA isang taon na pala HHAAHHAA salamat sainyooo","tl","629","pangapoy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-08T09:27:48.000Z","498","2561"
"1763683259","7574961877323762952",,,,,,,"96900","0","Tag your marupok friends haha Stream “Apoy Sa Labi” by Geca Morales 😍🔥 #ApoySaLabi #HanapHanapAngApoy #GecawithaG ","en","1341","pangapoy","","7317827546778140678","apoysalabi","","","7566903928076369927","hanaphanapangapoy","","","7540610318041841682","gecawithag","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-11-21T00:00:59.000Z","70","754"
"1771665160","7609243899046989076","Northern Mindanao, Philippines","","1711084","1694008","22535865203912037","Iligan City","606","0","Pang pakapoy para nice Ang katulog ngekk HAHAHAH#711#fyp#trend#viral ","tl","31","pangapoy","","7833","711","","","229207","fyp","","","44895","trend","","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/8e4d8102460a60717c89acc2d6367a16.png~tplv-tiktokx-origin.image?dr=9627&x-expires=1773136800&x-signature=xIwjlnYSARVs96JwqNAhHgV5b%2BQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5","20884","viral","¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-02-21T09:12:40.000Z","5","3"
"1750061231","7516455737065852167",,,,,,,"1293","0","Gumawa ng apoy ","tl","0","pangapoy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-06-16T08:07:11.000Z","0","0"
"1758557342","7552946255664565511",,,,,,,"361","0","""Paano ba tayo makakabangon kung palagi nalang tayong nagigipit?"" APOY by @leyopols #apoy #leyo #song #music #fyp ","tl","0","pangapoy",,,"",,"","6912376","apoy","","","8480236","leyo","","","5994","song","","","5636","music","","","229207","fyp","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-09-22T16:09:02.000Z","0","0"
