model,split,label,precision,recall,f1
BinaryRelevance_LogReg,val,AURI,0.7154811715481172,0.8592964824120602,0.7808219178082192
BinaryRelevance_LogReg,val,PN,0.6394557823129252,0.7014925373134329,0.6690391459074733
BinaryRelevance_LogReg,val,TB,0.5904255319148937,0.7602739726027398,0.6646706586826348
BinaryRelevance_LogReg,val,COVID,0.7076271186440678,0.8146341463414634,0.7573696145124716
BinaryRelevance_LogReg,test,AURI,0.5488721804511278,0.7978142076502732,0.6503340757238307
BinaryRelevance_LogReg,test,PN,0.375886524822695,0.424,0.39849624060150374
BinaryRelevance_LogReg,test,TB,0.39593908629441626,0.5652173913043478,0.46567164179104475
BinaryRelevance_LogReg,test,COVID,0.4372623574144487,0.6149732620320856,0.5111111111111111
