model,split,label,precision,recall,f1
ClassifierChains_SGD,val,AURI,0.7624309392265194,0.6934673366834171,0.7263157894736842
ClassifierChains_SGD,val,PN,0.6369426751592356,0.746268656716418,0.6872852233676976
ClassifierChains_SGD,val,TB,0.6111111111111112,0.7534246575342466,0.6748466257668712
ClassifierChains_SGD,val,COVID,0.6958333333333333,0.8146341463414634,0.750561797752809
ClassifierChains_SGD,test,AURI,0.5870646766169154,0.644808743169399,0.6145833333333334
ClassifierChains_SGD,test,PN,0.3855421686746988,0.512,0.43986254295532645
ClassifierChains_SGD,test,TB,0.4225352112676056,0.6521739130434783,0.5128205128205128
ClassifierChains_SGD,test,COVID,0.4659498207885305,0.6951871657754011,0.5579399141630901
