model,split,label,precision,recall,f1
ClassifierChains_LogReg,val,AURI,0.7953216374269005,0.6834170854271356,0.7351351351351352
ClassifierChains_LogReg,val,PN,0.6442953020134228,0.7164179104477612,0.6784452296819788
ClassifierChains_LogReg,val,TB,0.6145251396648045,0.7534246575342466,0.676923076923077
ClassifierChains_LogReg,val,COVID,0.7348837209302326,0.7707317073170732,0.7523809523809524
ClassifierChains_LogReg,test,AURI,0.5977653631284916,0.5846994535519126,0.5911602209944752
ClassifierChains_LogReg,test,PN,0.40268456375838924,0.48,0.43795620437956206
ClassifierChains_LogReg,test,TB,0.4236453201970443,0.6231884057971014,0.5043988269794721
ClassifierChains_LogReg,test,COVID,0.46122448979591835,0.6042780748663101,0.5231481481481481
